personID,age,sex
4347,29,MALE
4348,29,FEMALE
4349,29,MALE
4350,29,FEMALE
4351,29,MALE
4352,29,MALE
4353,29,FEMALE
4354,29,MALE
4356,29,MALE
4357,29,FEMALE
4358,28,MALE
4359,28,FEMALE
4360,29,MALE
4361,28,UNKNOWN
4363,29,MALE
4364,28,MALE
4365,28,FEMALE
4366,28,FEMALE
4367,28,MALE
4368,28,MALE
4369,28,MALE
4370,28,MALE
4371,31,FEMALE
4372,31,FEMALE
4373,28,MALE
4374,28,FEMALE
4375,27,FEMALE
4376,27,MALE
4377,27,MALE
4378,27,FEMALE
4379,27,MALE
4380,27,MALE
4381,27,MALE
4382,27,MALE
4383,26,FEMALE
4384,26,FEMALE
4385,27,MALE
4386,27,FEMALE
4387,27,FEMALE
4388,26,FEMALE
4389,26,MALE
4390,26,FEMALE
4391,26,FEMALE
4392,26,MALE
4393,26,MALE
4394,26,FEMALE
4395,26,MALE
4396,26,MALE
4397,26,MALE
4398,26,MALE
4399,25,MALE
4400,25,MALE
4401,25,MALE
4402,25,MALE
4403,25,MALE
4404,25,MALE
4405,25,MALE
4406,25,FEMALE
4407,25,FEMALE
4408,25,FEMALE
4409,25,MALE
4410,25,FEMALE
4411,25,MALE
4412,24,FEMALE
4413,24,MALE
4414,24,MALE
4415,24,MALE
4416,24,MALE
4417,24,MALE
4418,24,FEMALE
4419,24,FEMALE
4420,24,FEMALE
4421,24,FEMALE
4422,24,MALE
4423,24,FEMALE
4424,24,MALE
4425,24,FEMALE
4426,23,MALE
4427,23,MALE
4428,23,FEMALE
4429,23,FEMALE
4430,23,MALE
4431,23,FEMALE
4432,23,MALE
4433,23,FEMALE
4434,23,MALE
4435,22,MALE
4436,23,MALE
4437,22,MALE
4438,22,MALE
4439,22,FEMALE
4440,22,MALE
4441,22,MALE
4442,22,MALE
4443,22,FEMALE
4444,22,FEMALE
4445,22,MALE
4446,22,MALE
4447,21,MALE
4448,22,MALE
4449,22,MALE
4450,22,MALE
4451,22,FEMALE
4452,21,FEMALE
4453,21,MALE
4454,21,MALE
4455,21,MALE
4456,21,FEMALE
4457,21,FEMALE
4458,21,FEMALE
4459,21,FEMALE
4460,21,MALE
4461,21,MALE
4462,20,MALE
4463,20,MALE
4464,20,MALE
4465,20,MALE
4466,20,MALE
4467,20,FEMALE
4468,20,FEMALE
4469,20,FEMALE
4470,19,FEMALE
4471,19,FEMALE
4472,19,MALE
4473,19,FEMALE
4474,19,MALE
4475,19,MALE
4476,18,FEMALE
4477,18,MALE
4478,18,MALE
4479,18,FEMALE
4480,19,MALE
4481,17,FEMALE
4482,17,MALE
4483,16,MALE
4484,16,FEMALE
4485,16,FEMALE
4486,16,MALE
4487,16,MALE
4488,16,FEMALE
4489,16,MALE
4490,16,MALE
4491,15,FEMALE
4492,15,MALE
4493,15,MALE
4494,14,MALE
4495,13,FEMALE
4496,13,MALE
4497,12,MALE
4498,8,FEMALE
4499,6,MALE
4500,2,FEMALE
4501,20,FEMALE
4502,20,MALE
4503,20,MALE
4504,20,FEMALE
4505,20,MALE
4506,20,FEMALE
4507,20,MALE
4508,20,FEMALE
4509,20,MALE
4510,20,MALE
4511,20,MALE
4512,20,UNKNOWN
4513,20,MALE
4514,20,MALE
4515,20,MALE
4516,20,MALE
4517,88,MALE
4518,87,MALE
4519,87,MALE
4520,87,MALE
4521,85,FEMALE
4522,84,MALE
4523,84,FEMALE
4525,82,MALE
4526,81,FEMALE
4527,81,MALE
4528,81,MALE
4529,79,MALE
4530,79,FEMALE
4531,79,FEMALE
4532,78,FEMALE
4533,78,MALE
4534,78,MALE
4535,78,MALE
4536,78,MALE
4537,78,MALE
4538,78,FEMALE
4539,77,FEMALE
4540,77,MALE
4541,77,MALE
4542,77,FEMALE
4543,77,FEMALE
4544,77,MALE
4545,77,MALE
4546,75,MALE
4547,76,MALE
4548,76,MALE
4549,76,MALE
4550,76,FEMALE
4551,76,MALE
4552,75,MALE
4553,75,MALE
4554,75,MALE
4555,75,MALE
4556,75,MALE
4557,75,FEMALE
4558,75,MALE
4559,74,FEMALE
4560,74,FEMALE
4561,74,MALE
4562,74,FEMALE
4563,74,MALE
4564,73,FEMALE
4565,74,MALE
4566,73,MALE
4567,73,MALE
4568,73,MALE
4569,73,MALE
4570,73,MALE
4571,73,MALE
4572,73,FEMALE
4573,73,FEMALE
4574,72,MALE
4575,72,FEMALE
4576,72,FEMALE
4577,72,FEMALE
4578,71,MALE
4579,72,MALE
4580,72,FEMALE
4581,72,MALE
4582,71,FEMALE
4583,71,MALE
4584,71,MALE
4585,71,FEMALE
4586,71,FEMALE
4587,71,MALE
4588,71,MALE
4589,71,MALE
4590,71,FEMALE
4591,71,MALE
4592,70,MALE
4593,70,FEMALE
4594,70,MALE
4595,70,FEMALE
4596,70,FEMALE
4597,70,MALE
4598,70,MALE
4599,70,MALE
4600,70,MALE
4601,70,FEMALE
4602,70,FEMALE
4603,70,MALE
4604,70,FEMALE
4605,70,MALE
4606,70,FEMALE
4607,70,MALE
4608,69,MALE
4609,69,MALE
4610,69,FEMALE
4611,69,MALE
4612,69,MALE
4613,69,MALE
4614,69,MALE
4615,69,FEMALE
4616,69,FEMALE
4617,69,MALE
4618,69,MALE
4619,69,FEMALE
4620,69,MALE
4621,69,FEMALE
4622,68,FEMALE
4623,68,MALE
4624,68,MALE
4625,68,FEMALE
4626,68,MALE
4627,68,FEMALE
4628,68,FEMALE
4629,68,MALE
4630,68,MALE
4631,68,MALE
4632,68,MALE
4633,68,MALE
4634,68,MALE
4635,68,FEMALE
4636,67,FEMALE
4637,67,MALE
4638,67,FEMALE
4639,67,FEMALE
4640,67,MALE
4641,67,MALE
4642,67,FEMALE
4643,67,MALE
4644,67,FEMALE
4645,66,MALE
4646,66,MALE
4647,66,MALE
4648,67,FEMALE
4649,66,MALE
4650,66,MALE
4651,66,MALE
4652,66,MALE
4653,66,MALE
4654,65,FEMALE
4655,65,FEMALE
4656,65,FEMALE
4657,65,MALE
4658,65,FEMALE
4659,65,FEMALE
4660,65,MALE
4661,65,MALE
4662,65,MALE
4663,64,FEMALE
4664,65,MALE
4665,64,MALE
4666,64,MALE
4667,64,FEMALE
4668,64,MALE
4669,64,FEMALE
4670,64,MALE
4671,64,FEMALE
4672,64,MALE
4673,64,MALE
4674,64,FEMALE
4675,64,FEMALE
4676,64,MALE
4677,64,MALE
4678,64,FEMALE
4679,64,MALE
4680,64,MALE
4681,64,FEMALE
4682,64,MALE
4683,64,MALE
4684,64,MALE
4685,64,MALE
4686,64,FEMALE
4687,64,FEMALE
4688,64,FEMALE
4689,64,MALE
4690,63,MALE
4691,63,FEMALE
4692,63,MALE
4693,63,MALE
4694,63,MALE
4695,63,MALE
4696,63,FEMALE
4697,63,MALE
4698,63,MALE
4699,63,FEMALE
4700,57,MALE
4701,63,MALE
4702,62,FEMALE
4703,63,MALE
4704,62,FEMALE
4705,62,FEMALE
4707,62,MALE
4708,62,MALE
4709,61,FEMALE
4710,62,MALE
4712,61,MALE
4713,61,FEMALE
4714,61,MALE
4716,62,MALE
4717,61,FEMALE
4718,61,MALE
4719,61,FEMALE
4720,61,FEMALE
4721,61,FEMALE
4722,61,FEMALE
4723,61,FEMALE
4724,61,MALE
4725,61,MALE
4726,61,MALE
4727,61,MALE
4728,61,MALE
4729,61,MALE
4730,60,FEMALE
4731,61,MALE
4732,60,MALE
4733,61,MALE
4734,60,MALE
4735,60,FEMALE
4736,60,MALE
4737,60,FEMALE
4738,60,FEMALE
4739,60,FEMALE
4740,60,MALE
4741,60,MALE
4742,60,FEMALE
4743,60,MALE
4744,60,FEMALE
4745,60,MALE
4746,60,FEMALE
4747,60,MALE
4748,60,MALE
4749,60,MALE
4750,60,FEMALE
4751,60,FEMALE
4752,59,MALE
4753,60,MALE
4754,59,MALE
4755,59,MALE
4756,59,FEMALE
4757,59,MALE
4758,59,MALE
4759,59,MALE
4760,59,MALE
4761,59,FEMALE
4762,59,FEMALE
4763,59,FEMALE
4764,59,MALE
4765,59,MALE
4766,59,MALE
4767,59,MALE
4768,59,FEMALE
4769,59,MALE
4770,59,MALE
4771,59,MALE
4772,59,FEMALE
4773,59,MALE
4774,58,MALE
4776,58,FEMALE
4777,58,FEMALE
4778,58,MALE
4779,58,MALE
4780,58,FEMALE
4781,58,MALE
4782,58,MALE
4783,58,MALE
4784,58,FEMALE
4785,58,MALE
4786,58,MALE
4787,58,FEMALE
4788,58,MALE
4789,58,MALE
4790,58,MALE
4791,58,MALE
4792,58,MALE
4793,58,MALE
4794,57,MALE
4795,57,FEMALE
4796,57,MALE
4797,57,FEMALE
4798,57,MALE
4799,57,MALE
4800,57,FEMALE
4801,57,MALE
4802,57,MALE
4803,57,MALE
4804,57,FEMALE
4805,57,MALE
4806,57,FEMALE
4807,57,MALE
4808,57,MALE
4809,57,MALE
4810,57,MALE
4811,57,FEMALE
4812,56,FEMALE
4813,57,MALE
4814,56,MALE
4815,56,MALE
4816,56,MALE
4817,56,MALE
4818,56,MALE
4819,56,FEMALE
4820,56,FEMALE
4821,56,MALE
4822,56,FEMALE
4823,56,MALE
4824,56,FEMALE
4825,56,MALE
4826,56,FEMALE
4827,56,FEMALE
4828,56,FEMALE
4829,56,MALE
4830,56,MALE
4831,56,MALE
4832,56,FEMALE
4833,56,MALE
4834,56,MALE
4835,56,MALE
4836,56,FEMALE
4837,56,FEMALE
4838,56,FEMALE
4839,56,MALE
4840,56,MALE
4841,56,FEMALE
4842,56,FEMALE
4843,56,FEMALE
4844,56,MALE
4845,56,MALE
4846,55,MALE
4847,55,MALE
4848,55,FEMALE
4849,56,FEMALE
4850,55,FEMALE
4851,55,MALE
4852,55,MALE
4853,55,MALE
4854,55,MALE
4855,55,FEMALE
4856,55,FEMALE
4857,55,MALE
4858,55,FEMALE
4859,55,FEMALE
4860,55,FEMALE
4861,55,FEMALE
4862,55,MALE
4863,55,MALE
4864,55,FEMALE
4865,55,FEMALE
4866,55,MALE
4867,55,MALE
4868,55,MALE
4869,55,FEMALE
4870,55,FEMALE
4871,55,MALE
4872,54,FEMALE
4873,54,MALE
4874,54,FEMALE
4875,55,MALE
4876,54,MALE
4877,54,MALE
4878,54,MALE
4879,54,FEMALE
4880,54,MALE
4881,54,FEMALE
4882,54,FEMALE
4883,54,FEMALE
4884,54,FEMALE
4885,54,MALE
4886,54,FEMALE
4887,54,MALE
4888,54,FEMALE
4889,54,FEMALE
4890,54,MALE
4891,54,FEMALE
4892,53,MALE
4893,54,FEMALE
4894,53,MALE
4895,54,FEMALE
4896,53,MALE
4897,53,MALE
4898,53,MALE
4899,53,MALE
4900,53,MALE
4901,53,MALE
4902,53,FEMALE
4903,52,MALE
4904,53,MALE
4905,53,MALE
4906,53,FEMALE
4907,53,FEMALE
4908,53,MALE
4909,53,FEMALE
4910,53,MALE
4911,53,MALE
4912,53,MALE
4913,53,FEMALE
4915,53,FEMALE
4916,53,FEMALE
4917,53,MALE
4918,53,FEMALE
4919,53,FEMALE
4920,53,MALE
4921,53,FEMALE
4922,53,FEMALE
4923,53,FEMALE
4924,52,FEMALE
4925,53,FEMALE
4926,52,MALE
4927,52,FEMALE
4928,52,FEMALE
4929,52,MALE
4930,52,FEMALE
4931,52,MALE
4932,52,MALE
4933,52,FEMALE
4934,52,FEMALE
4935,52,MALE
4936,52,MALE
4937,52,FEMALE
4938,52,MALE
4939,52,MALE
4940,52,MALE
4941,52,MALE
4942,52,MALE
4943,52,MALE
4944,52,FEMALE
4945,52,FEMALE
4946,52,MALE
4947,52,MALE
4948,52,MALE
4949,52,MALE
4950,52,MALE
4951,52,MALE
4952,52,MALE
4953,52,FEMALE
4954,51,MALE
4955,51,MALE
4956,51,MALE
4957,51,FEMALE
4958,51,MALE
4959,51,FEMALE
4960,51,MALE
4961,51,MALE
4962,51,MALE
4963,51,MALE
4964,51,FEMALE
4965,51,FEMALE
4966,51,FEMALE
4967,51,MALE
4968,51,FEMALE
4969,51,MALE
4970,51,MALE
4971,51,MALE
4972,51,FEMALE
4973,51,MALE
4974,50,FEMALE
4975,51,FEMALE
4976,51,FEMALE
4977,51,MALE
4978,51,FEMALE
4979,51,FEMALE
4980,50,MALE
4981,51,MALE
4983,51,MALE
4984,50,MALE
4985,50,FEMALE
4986,50,FEMALE
4987,50,FEMALE
4988,50,MALE
4989,50,MALE
4990,50,MALE
4991,50,FEMALE
4992,50,FEMALE
4993,50,FEMALE
4994,50,FEMALE
4995,50,FEMALE
4996,50,FEMALE
4997,50,MALE
4998,50,FEMALE
4999,50,FEMALE
5000,50,MALE
5001,50,MALE
5003,50,FEMALE
5004,50,MALE
5005,50,MALE
5006,50,FEMALE
5007,50,FEMALE
5008,49,FEMALE
5009,49,FEMALE
5010,50,MALE
5011,49,MALE
5012,50,MALE
5013,49,MALE
5014,49,MALE
5015,49,MALE
5016,49,MALE
5017,49,FEMALE
5018,49,MALE
5019,49,MALE
5020,49,FEMALE
5021,49,MALE
5022,49,FEMALE
5023,49,MALE
5024,49,FEMALE
5025,49,MALE
5026,49,MALE
5027,49,MALE
5028,49,FEMALE
5029,48,MALE
5030,49,MALE
5031,49,FEMALE
5032,49,FEMALE
5033,49,MALE
5034,48,MALE
5035,49,MALE
5036,49,MALE
5037,49,MALE
5038,48,FEMALE
5039,48,FEMALE
5040,48,MALE
5041,48,FEMALE
5042,48,MALE
5043,48,FEMALE
5044,48,MALE
5045,48,MALE
5046,48,FEMALE
5047,48,MALE
5048,48,MALE
5049,48,MALE
5050,48,FEMALE
5051,48,FEMALE
5052,48,FEMALE
5053,48,MALE
5054,48,MALE
5055,47,MALE
5056,47,FEMALE
5057,48,MALE
5058,47,MALE
5059,47,MALE
5060,47,FEMALE
5061,47,FEMALE
5062,47,MALE
5063,47,MALE
5064,47,FEMALE
5065,47,MALE
5066,47,MALE
5067,47,FEMALE
5068,47,FEMALE
5069,47,MALE
5070,47,FEMALE
5071,47,FEMALE
5072,47,FEMALE
5073,47,FEMALE
5074,47,FEMALE
5075,47,MALE
5076,47,FEMALE
5077,47,FEMALE
5078,47,FEMALE
5079,47,MALE
5080,47,MALE
5081,47,FEMALE
5082,47,FEMALE
5083,47,MALE
5084,47,MALE
5085,47,MALE
5086,46,FEMALE
5087,46,MALE
5088,47,MALE
5089,46,MALE
5090,47,MALE
5091,46,FEMALE
5092,46,MALE
5093,46,MALE
5094,46,FEMALE
5095,46,MALE
5096,46,MALE
5097,46,MALE
5098,46,FEMALE
5099,46,FEMALE
5100,46,FEMALE
5101,46,MALE
5102,46,FEMALE
5103,46,MALE
5104,46,MALE
5105,46,FEMALE
5106,46,FEMALE
5107,46,FEMALE
5108,46,FEMALE
5109,46,FEMALE
5110,46,FEMALE
5111,46,FEMALE
5112,46,FEMALE
5113,46,MALE
5114,46,MALE
5115,46,FEMALE
5116,46,MALE
5117,46,FEMALE
5118,46,FEMALE
5119,46,MALE
5120,46,MALE
5121,46,MALE
5122,46,MALE
5123,46,MALE
5124,46,MALE
5125,45,MALE
5126,46,MALE
5127,45,MALE
5128,46,MALE
5129,45,FEMALE
5130,45,MALE
5131,46,FEMALE
5132,45,MALE
5133,45,MALE
5134,45,FEMALE
5135,45,FEMALE
5136,45,MALE
5137,45,MALE
5138,45,FEMALE
5139,45,FEMALE
5140,45,MALE
5141,45,MALE
5142,45,MALE
5143,45,MALE
5144,45,FEMALE
5145,45,FEMALE
5146,45,MALE
5147,45,MALE
5148,45,MALE
5149,45,FEMALE
5150,45,FEMALE
5151,45,MALE
5152,45,FEMALE
5153,45,FEMALE
5154,45,FEMALE
5155,45,MALE
5156,45,MALE
5157,43,FEMALE
5158,45,MALE
5159,45,FEMALE
5160,45,FEMALE
5161,45,MALE
5162,45,FEMALE
5163,45,MALE
5164,44,FEMALE
5165,44,MALE
5166,44,MALE
5167,44,FEMALE
5168,44,FEMALE
5169,44,FEMALE
5170,44,MALE
5171,44,MALE
5172,44,MALE
5173,44,FEMALE
5174,44,FEMALE
5175,44,MALE
5176,44,FEMALE
5177,44,FEMALE
5178,44,FEMALE
5179,44,MALE
5180,44,MALE
5181,44,MALE
5182,44,MALE
5183,44,MALE
5184,44,FEMALE
5185,44,FEMALE
5186,44,FEMALE
5187,44,MALE
5188,44,FEMALE
5189,44,FEMALE
5190,44,MALE
5191,44,MALE
5192,44,FEMALE
5193,44,MALE
5194,44,FEMALE
5195,44,MALE
5196,44,MALE
5197,44,FEMALE
5198,43,MALE
5199,44,FEMALE
5200,43,MALE
5201,43,FEMALE
5202,44,MALE
5203,43,FEMALE
5204,43,MALE
5205,43,MALE
5206,43,MALE
5207,43,FEMALE
5208,43,FEMALE
5209,43,MALE
5210,43,MALE
5211,43,MALE
5212,43,MALE
5213,43,MALE
5214,43,FEMALE
5215,43,MALE
5216,43,MALE
5217,43,FEMALE
5218,43,FEMALE
5219,43,MALE
5220,43,FEMALE
5221,43,MALE
5222,43,MALE
5223,43,MALE
5224,43,MALE
5225,43,FEMALE
5226,43,MALE
5227,43,FEMALE
5228,43,FEMALE
5229,43,FEMALE
5230,43,MALE
5231,43,MALE
5232,43,FEMALE
5233,43,MALE
5234,43,MALE
5235,43,FEMALE
5236,43,MALE
5237,42,MALE
5238,43,FEMALE
5239,42,MALE
5240,43,FEMALE
5241,42,MALE
5242,42,MALE
5243,42,MALE
5244,42,MALE
5245,43,MALE
5246,42,MALE
5247,42,FEMALE
5248,42,FEMALE
5249,42,MALE
5250,42,FEMALE
5251,42,FEMALE
5252,42,FEMALE
5253,42,FEMALE
5254,42,FEMALE
5255,42,FEMALE
5256,42,MALE
5257,42,MALE
5258,42,FEMALE
5259,42,FEMALE
5260,42,MALE
5261,42,FEMALE
5262,42,FEMALE
5263,42,FEMALE
5264,42,MALE
5265,42,FEMALE
5266,42,FEMALE
5267,42,MALE
5268,42,FEMALE
5269,42,MALE
5270,42,MALE
5271,42,UNKNOWN
5272,42,MALE
5273,41,MALE
5274,41,FEMALE
5276,41,FEMALE
5277,41,MALE
5278,41,FEMALE
5279,41,FEMALE
5280,41,MALE
5281,41,MALE
5282,41,MALE
5283,41,MALE
5284,41,MALE
5285,41,MALE
5287,41,MALE
5288,41,MALE
5289,41,FEMALE
5290,41,FEMALE
5291,41,MALE
5292,41,MALE
5293,41,MALE
5294,41,FEMALE
5295,41,FEMALE
5296,41,MALE
5297,41,MALE
5298,41,MALE
5299,41,FEMALE
5300,41,MALE
5301,41,MALE
5302,41,FEMALE
5303,41,MALE
5304,41,MALE
5305,41,FEMALE
5306,41,FEMALE
5307,40,FEMALE
5308,40,MALE
5309,40,MALE
5310,40,FEMALE
5311,40,MALE
5312,40,MALE
5313,40,MALE
5314,40,MALE
5315,40,MALE
5316,40,MALE
5317,40,FEMALE
5318,40,MALE
5319,40,FEMALE
5320,40,MALE
5321,40,MALE
5322,40,MALE
5323,40,MALE
5324,40,FEMALE
5325,40,FEMALE
5326,40,MALE
5327,40,FEMALE
5328,40,MALE
5329,40,FEMALE
5330,40,MALE
5331,40,FEMALE
5332,40,MALE
5333,40,MALE
5334,40,FEMALE
5335,40,MALE
5336,40,FEMALE
5337,40,MALE
5338,40,FEMALE
5339,40,MALE
5340,40,MALE
5341,40,FEMALE
5342,40,FEMALE
5343,40,MALE
5344,40,MALE
5345,39,MALE
5346,40,MALE
5347,40,MALE
5348,39,MALE
5349,40,FEMALE
5350,40,MALE
5351,39,MALE
5352,39,MALE
5353,40,FEMALE
5354,39,FEMALE
5355,39,FEMALE
5356,39,MALE
5357,39,FEMALE
5358,39,MALE
5360,39,FEMALE
5361,39,MALE
5362,39,MALE
5363,39,MALE
5364,39,FEMALE
5365,39,FEMALE
5366,39,MALE
5367,39,FEMALE
5368,39,FEMALE
5369,39,FEMALE
5370,39,FEMALE
5371,39,FEMALE
5372,39,FEMALE
5373,39,FEMALE
5374,39,FEMALE
5375,39,FEMALE
5376,39,MALE
5377,39,MALE
5378,39,MALE
5379,39,MALE
5380,39,MALE
5381,39,MALE
5382,39,FEMALE
5383,39,FEMALE
5384,39,MALE
5385,39,MALE
5386,39,MALE
5387,39,MALE
5388,39,FEMALE
5389,39,FEMALE
5390,39,FEMALE
5391,39,MALE
5392,39,MALE
5393,39,FEMALE
5394,39,MALE
5395,39,MALE
5396,38,FEMALE
5397,39,FEMALE
5398,38,MALE
5399,38,MALE
5400,38,MALE
5401,38,MALE
5402,38,MALE
5403,38,MALE
5404,38,MALE
5405,38,MALE
5406,38,MALE
5407,38,FEMALE
5408,38,FEMALE
5409,38,FEMALE
5410,37,MALE
5411,38,FEMALE
5412,38,FEMALE
5413,38,MALE
5414,38,MALE
5415,38,FEMALE
5416,38,MALE
5417,38,FEMALE
5418,38,MALE
5419,38,FEMALE
5420,38,MALE
5421,38,FEMALE
5422,38,MALE
5423,38,MALE
5424,38,FEMALE
5425,38,FEMALE
5426,38,FEMALE
5427,38,MALE
5428,38,FEMALE
5429,38,FEMALE
5430,37,MALE
5431,37,FEMALE
5432,37,FEMALE
5433,37,FEMALE
5434,37,FEMALE
5435,38,FEMALE
5436,37,MALE
5437,37,FEMALE
