Number,involvementType,personID
MP20001995,VICTIM,4730
MP20005202,VICTIM,4731
MP20002706,VICTIM,4732
MP20011376,VICTIM,4733
MP20002427,VICTIM,4734
MP20006312,VICTIM,4735
MP20010864,SUSPECT,4736
MP20009751,VICTIM,4737
MP20002811,VICTIM,4738
MP20008948,VICTIM,4739
MP20008398,VICTIM,4740
MP20004452,VICTIM,4741
MP20003559,VICTIM,4742
MP20010933,VICTIM,4743
MP20005172,VICTIM,4744
MP20009729,VICTIM,4745
MP20002314,VICTIM,4746
MP20000929,VICTIM,4747
MP20800263,VICTIM,4748
MP20006668,VICTIM,4749
MP20003028,VICTIM,4750
MP20003215,VICTIM,4751
MP20000481,VICTIM,4752
MP20008339,VICTIM,4753
MP20008360,SUSPECT,4754
MP20006594,SUSPECT,4755
MP20011535,VICTIM,4756
MP20009334,VICTIM,4757
MP20009149,VICTIM,4758
MP20004939,VICTIM,4759
MP20010181,VICTIM,4760
MP20002349,VICTIM,4761
MP20006459,VICTIM,4762
MP20011976,VICTIM,4763
MP20010408,VICTIM,4764
MP20006336,VICTIM,4765
MP20010094,VICTIM,4766
MP20010279,VICTIM,4767
MP20009125,VICTIM,4768
MP20009927,VICTIM,4769
MP20002529,VICTIM,4770
MP20002313,VICTIM,4771
MP20003537,VICTIM,4772
MP20005608,VICTIM,4773
MP20002543,SUSPECT,4774
MP20011324,VICTIM,4776
MP20006087,VICTIM,4777
MP20800418,VICTIM,4778
MP20005661,VICTIM,4779
MP20003285,VICTIM,4780
MP20009180,VICTIM,4781
MP20002613,VICTIM,4782
MP20003719,VICTIM,4783
MP20004456,VICTIM,4784
MP20000261,VICTIM,4785
MP20009508,VICTIM,4786
MP20004605,VICTIM,4787
MP20001852,VICTIM,4788
MP20004874,VICTIM,4789
MP20007606,VICTIM,4790
MP20004464,VICTIM,4791
MP20011405,VICTIM,4792
MP20801012,VICTIM,4793
MP20009564,SUSPECT,4794
MP20008836,VICTIM,4795
MP20801046,VICTIM,4796
MP20005939,VICTIM,4797
MP20800704,VICTIM,4798
MP20009237,VICTIM,4799
MP20007428,VICTIM,4800
MP20008125,VICTIM,4801
MP20004756,VICTIM,4802
MP20007072,VICTIM,4803
MP20005101,VICTIM,4804
MP20001502,VICTIM,4805
MP20008649,VICTIM,4806
MP20010371,VICTIM,4807
MP20010013,SUSPECT,4808
MP20011006,VICTIM,4809
MP20005638,SUSPECT,4810
MP20009371,VICTIM,4811
MP20002160,VICTIM,4812
MP20009038,VICTIM,4813
MP20800323,VICTIM,4814
MP20000795,VICTIM,4815
MP20006835,VICTIM,4816
MP20000891,SUSPECT,4817
MP20000697,VICTIM,4818
MP20800258,VICTIM,4819
MP20800773,VICTIM,4820
MP20800825,VICTIM,4821
MP20012086,VICTIM,4822
MP20011867,VICTIM,4823
MP20002250,VICTIM,4824
MP20003912,VICTIM,4825
MP20011021,VICTIM,4826
MP20008019,SUSPECT,4827
MP20010732,VICTIM,4828
MP20004756,SUSPECT,4829
MP20004979,VICTIM,4830
MP20008637,VICTIM,4831
MP20010938,VICTIM,4832
MP20008576,VICTIM,4833
MP20010013,VICTIM,4834
MP20008926,VICTIM,4835
MP20001777,VICTIM,4836
MP20000433,VICTIM,4837
MP20010683,SUSPECT,4838
MP20010189,VICTIM,4839
MP20002526,VICTIM,4840
MP20006430,VICTIM,4841
MP20005767,VICTIM,4842
MP20008352,VICTIM,4843
MP20006198,VICTIM,4844
MP20010785,VICTIM,4845
MP20004851,VICTIM,4846
MP20001049,SUSPECT,4847
MP20001822,SUSPECT,4848
MP20011920,SUSPECT,4849
MP20010836,VICTIM,4850
MP20010589,VICTIM,4851
MP20000058,VICTIM,4852
MP20003360,VICTIM,4853
MP20010821,VICTIM,4854
MP20005612,VICTIM,4855
MP20008476,VICTIM,4856
MP20011181,VICTIM,4857
MP20800530,VICTIM,4858
MP20800465,VICTIM,4859
MP20011418,VICTIM,4860
MP20000357,VICTIM,4861
MP20005683,VICTIM,4862
MP20009098,VICTIM,4863
MP20006854,VICTIM,4864
MP20001549,VICTIM,4865
MP20009237,VICTIM,4866
MP20010282,SUSPECT,4867
MP20009341,VICTIM,4868
MP20003558,VICTIM,4869
MP20001282,VICTIM,4870
MP20011920,VICTIM,4871
MP20000270,VICTIM,4872
MP20800221,VICTIM,4873
MP20800448,VICTIM,4874
MP20011437,VICTIM,4875
MP20001076,VICTIM,4876
MP20800849,VICTIM,4877
MP20006056,VICTIM,4878
MP20006343,VICTIM,4879
MP20010986,SUSPECT,4880
MP20800433,VICTIM,4881
MP20010850,VICTIM,4882
MP20010104,VICTIM,4883
MP20003292,VICTIM,4884
MP20001549,VICTIM,4885
MP20004944,VICTIM,4886
MP20011124,VICTIM,4887
MP20009341,SUSPECT,4888
MP20002487,VICTIM,4889
MP20008677,VICTIM,4890
MP20007430,VICTIM,4891
MP20000995,SUSPECT,4892
MP20007661,VICTIM,4893
MP20000266,VICTIM,4894
MP20801002,VICTIM,4895
MP20000344,VICTIM,4896
MP20006695,SUSPECT,4897
MP20010401,SUSPECT,4898
MP20005769,VICTIM,4899
MP20000270,VICTIM,4900
MP20009556,SUSPECT,4901
MP20001080,VICTIM,4902
MP20000402,VICTIM,4903
MP20006593,SUSPECT,4904
MP20005454,VICTIM,4905
MP20008110,SUSPECT,4906
MP20004027,VICTIM,4907
MP20004716,VICTIM,4908
MP20011548,VICTIM,4909
MP20009742,VICTIM,4910
MP20001729,VICTIM,4911
MP20002331,VICTIM,4912
MP20010903,VICTIM,4913
MP20007550,VICTIM,4915
MP20010165,VICTIM,4916
MP20011192,VICTIM,4917
MP20009207,VICTIM,4918
MP20009106,VICTIM,4919
MP20007033,VICTIM,4920
MP20009539,VICTIM,4921
MP20011270,VICTIM,4922
MP20011111,VICTIM,4923
MP20002879,VICTIM,4924
MP20007007,VICTIM,4925
MP20000904,VICTIM,4926
MP20010855,VICTIM,4927
MP20008471,VICTIM,4928
MP20009218,SUSPECT,4929
MP20004481,VICTIM,4930
MP20011430,VICTIM,4931
MP20010827,VICTIM,4932
MP20008186,VICTIM,4933
MP20000891,VICTIM,4934
MP20007977,SUSPECT,4935
MP20011270,VICTIM,4936
MP20002190,VICTIM,4937
MP20000840,VICTIM,4938
MP20004947,VICTIM,4939
MP20011608,VICTIM,4940
MP20002919,SUSPECT,4941
MP20008927,SUSPECT,4942
MP20001549,SUSPECT,4943
MP20004851,SUSPECT,4944
MP20008927,VICTIM,4945
MP20011010,VICTIM,4946
MP20006978,SUSPECT,4947
MP20010562,VICTIM,4948
MP20005953,VICTIM,4949
MP20010282,VICTIM,4950
MP20006342,VICTIM,4951
MP20800713,VICTIM,4952
MP20012008,VICTIM,4953
MP20009230,SUSPECT,4954
MP20007231,VICTIM,4955
MP20000408,SUSPECT,4956
MP20001276,VICTIM,4957
MP20008986,VICTIM,4958
MP20001657,VICTIM,4959
MP20000567,VICTIM,4960
MP20001300,VICTIM,4961
MP20010165,SUSPECT,4962
MP20008256,VICTIM,4963
MP20002079,VICTIM,4964
MP20006662,VICTIM,4965
MP20006056,VICTIM,4966
MP20800920,VICTIM,4967
MP20005021,VICTIM,4968
MP20801008,VICTIM,4969
MP20009866,VICTIM,4970
MP20001822,VICTIM,4971
MP20010873,VICTIM,4972
MP20007907,VICTIM,4973
MP20800009,VICTIM,4974
MP20800403,VICTIM,4975
MP20006695,VICTIM,4976
MP20005419,VICTIM,4977
MP20004923,VICTIM,4978
MP20009556,VICTIM,4979
MP20001426,VICTIM,4980
MP20006202,VICTIM,4981
MP20801044,VICTIM,4983
MP20009149,VICTIM,4984
MP20008261,VICTIM,4985
MP20008120,VICTIM,4986
MP20006197,VICTIM,4987
MP20010475,VICTIM,4988
MP20000074,VICTIM,4989
MP20010764,VICTIM,4990
MP20006955,VICTIM,4991
MP20004572,VICTIM,4992
MP20000074,SUSPECT,4993
MP20006082,VICTIM,4994
MP20011006,VICTIM,4995
MP20008360,VICTIM,4996
MP20010523,VICTIM,4997
MP20800196,VICTIM,4998
MP20002792,VICTIM,4999
MP20001633,VICTIM,5000
MP20009810,VICTIM,5001
MP20002929,VICTIM,5003
MP20000356,SUSPECT,5004
MP20004186,SUSPECT,5005
MP20011459,VICTIM,5006
MP20004419,VICTIM,5007
MP20001556,SUSPECT,5008
MP20002543,VICTIM,5009
MP20009106,SUSPECT,5010
MP20003141,VICTIM,5011
MP20011842,VICTIM,5012
MP20004600,VICTIM,5013
MP20002598,VICTIM,5014
MP20006873,VICTIM,5015
MP20800799,VICTIM,5016
MP20800811,VICTIM,5017
MP20008019,VICTIM,5018
MP20010181,SUSPECT,5019
MP20000548,VICTIM,5020
MP20001115,VICTIM,5021
MP20800707,VICTIM,5022
MP20000692,SUSPECT,5023
MP20800335,VICTIM,5024
MP20007506,VICTIM,5025
MP20008084,SUSPECT,5026
MP20000200,VICTIM,5027
MP20001719,VICTIM,5028
MP20009746,VICTIM,5029
MP20800186,VICTIM,5030
MP20009630,VICTIM,5031
MP20007016,VICTIM,5032
MP20006247,VICTIM,5033
MP20004921,VICTIM,5034
MP20006094,VICTIM,5035
MP20009648,VICTIM,5036
MP20010388,VICTIM,5037
MP20005927,VICTIM,5038
MP20001463,VICTIM,5039
MP20007504,VICTIM,5040
MP20008959,VICTIM,5041
MP20010758,VICTIM,5042
MP20009497,SUSPECT,5043
MP20000403,VICTIM,5044
MP20001072,VICTIM,5045
MP20008606,VICTIM,5046
MP20801017,VICTIM,5047
MP20005808,VICTIM,5048
MP20002375,VICTIM,5049
MP20005181,VICTIM,5050
MP20008292,VICTIM,5051
MP20009452,VICTIM,5052
MP20011010,VICTIM,5053
MP20005810,VICTIM,5054
MP20000444,VICTIM,5055
MP20000408,VICTIM,5056
MP20008364,SUSPECT,5057
MP20001093,VICTIM,5058
MP20001413,VICTIM,5059
MP20008764,VICTIM,5060
MP20004200,VICTIM,5061
MP20006717,SUSPECT,5062
MP20800807,VICTIM,5063
MP20007634,VICTIM,5064
MP20004949,VICTIM,5065
MP20008867,SUSPECT,5066
MP20002418,VICTIM,5067
MP20009218,VICTIM,5068
MP20010069,VICTIM,5069
MP20008197,VICTIM,5070
MP20002053,VICTIM,5071
MP20001556,VICTIM,5072
MP20000138,VICTIM,5073
MP20000629,VICTIM,5074
MP20002476,VICTIM,5075
MP20011180,VICTIM,5076
MP20008243,VICTIM,5077
MP20006567,VICTIM,5078
MP20011667,VICTIM,5079
MP20004763,SUSPECT,5080
MP20009293,VICTIM,5081
MP20001807,VICTIM,5082
MP20800756,VICTIM,5083
MP20009246,VICTIM,5084
MP20011088,VICTIM,5085
MP20003294,VICTIM,5086
MP20003820,VICTIM,5087
MP20010919,VICTIM,5088
MP20003194,VICTIM,5089
MP20012008,SUSPECT,5090
MP20003135,VICTIM,5091
MP20008108,VICTIM,5092
MP20000019,VICTIM,5093
MP20800294,VICTIM,5094
MP20011643,VICTIM,5095
MP20800071,VICTIM,5096
MP20000769,SUSPECT,5097
MP20000482,VICTIM,5098
MP20001903,VICTIM,5099
MP20010730,VICTIM,5100
MP20004065,VICTIM,5101
MP20006709,SUSPECT,5102
MP20005951,VICTIM,5103
MP20004862,VICTIM,5104
MP20006291,VICTIM,5105
MP20004487,VICTIM,5106
MP20006717,VICTIM,5107
MP20800679,VICTIM,5108
MP20008528,VICTIM,5109
MP20008340,VICTIM,5110
MP20008510,VICTIM,5111
MP20003600,VICTIM,5112
MP20004580,SUSPECT,5113
MP20004853,VICTIM,5114
MP20004949,VICTIM,5115
MP20010452,SUSPECT,5116
MP20009409,VICTIM,5117
MP20800257,VICTIM,5118
MP20800498,VICTIM,5119
MP20005982,VICTIM,5120
MP20003893,VICTIM,5121
MP20011964,SUSPECT,5122
MP20008183,SUSPECT,5123
MP20008881,VICTIM,5124
MP20000780,SUSPECT,5125
MP20007124,SUSPECT,5126
MP20003086,VICTIM,5127
MP20006995,VICTIM,5128
MP20002456,VICTIM,5129
MP20006794,VICTIM,5130
MP20011411,VICTIM,5131
MP20003328,VICTIM,5132
MP20011609,SUSPECT,5133
MP20001768,VICTIM,5134
MP20800467,VICTIM,5135
MP20010829,VICTIM,5136
MP20001768,VICTIM,5137
MP20011964,VICTIM,5138
MP20011701,VICTIM,5139
MP20004047,VICTIM,5140
MP20008889,VICTIM,5141
MP20002404,VICTIM,5142
MP20010281,VICTIM,5143
MP20000905,VICTIM,5144
MP20000364,VICTIM,5145
MP20003051,VICTIM,5146
MP20008013,VICTIM,5147
MP20008243,SUSPECT,5148
MP20006978,VICTIM,5149
MP20006350,VICTIM,5150
MP20005742,SUSPECT,5151
MP20009163,VICTIM,5152
MP20006362,SUSPECT,5153
MP20000830,VICTIM,5154
MP20004516,VICTIM,5155
MP20002474,VICTIM,5156
MP20010616,VICTIM,5157
MP20011018,VICTIM,5158
MP20002555,VICTIM,5159
MP20008465,VICTIM,5160
MP20009870,VICTIM,5161
MP20006943,VICTIM,5162
MP20009708,VICTIM,5163
MP20000044,VICTIM,5164
MP20007603,VICTIM,5165
MP20003532,VICTIM,5166
MP20005990,VICTIM,5167
MP20008085,VICTIM,5168
MP20007144,VICTIM,5169
MP20011657,VICTIM,5170
MP20009532,VICTIM,5171
MP20008183,VICTIM,5172
MP20003518,VICTIM,5173
MP20010416,VICTIM,5174
MP20007016,VICTIM,5175
MP20005540,VICTIM,5176
MP20002734,VICTIM,5177
MP20000067,VICTIM,5178
MP20004456,SUSPECT,5179
MP20000095,VICTIM,5180
MP20011095,SUSPECT,5181
MP20008619,VICTIM,5182
MP20009409,SUSPECT,5183
MP20800156,VICTIM,5184
MP20002247,VICTIM,5185
MP20800698,VICTIM,5186
MP20008752,SUSPECT,5187
MP20011086,VICTIM,5188
MP20010452,VICTIM,5189
MP20008087,VICTIM,5190
MP20002268,SUSPECT,5191
MP20010261,VICTIM,5192
MP20011752,VICTIM,5193
MP20009178,VICTIM,5194
MP20004245,VICTIM,5195
MP20004493,VICTIM,5196
MP20007534,VICTIM,5197
MP20001954,VICTIM,5198
MP20007036,VICTIM,5199
MP20002650,SUSPECT,5200
MP20006309,VICTIM,5201
MP20010587,VICTIM,5202
MP20008463,VICTIM,5203
MP20003719,SUSPECT,5204
MP20801039,VICTIM,5205
MP20800319,VICTIM,5206
MP20001809,VICTIM,5207
MP20009501,VICTIM,5208
MP20011510,VICTIM,5209
MP20001737,SUSPECT,5210
MP20010209,VICTIM,5211
MP20800536,VICTIM,5212
MP20006291,VICTIM,5213
MP20005650,VICTIM,5214
MP20800744,VICTIM,5215
MP20005395,VICTIM,5216
MP20800736,VICTIM,5217
MP20800828,VICTIM,5218
MP20009435,VICTIM,5219
MP20003876,VICTIM,5220
MP20800361,VICTIM,5221
MP20008292,VICTIM,5222
MP20800204,VICTIM,5223
MP20010201,VICTIM,5224
MP20002476,SUSPECT,5225
MP20007095,VICTIM,5226
MP20007144,VICTIM,5227
MP20011422,VICTIM,5228
MP20011144,VICTIM,5229
MP20007728,VICTIM,5230
MP20001622,VICTIM,5231
MP20000288,VICTIM,5232
MP20007741,SUSPECT,5233
MP20011062,VICTIM,5234
MP20010545,VICTIM,5235
MP20801035,VICTIM,5236
MP20000058,SUSPECT,5237
MP20011510,SUSPECT,5238
MP20005139,SUSPECT,5239
MP20011044,VICTIM,5240
MP20004703,VICTIM,5241
MP20000530,VICTIM,5242
MP20004405,VICTIM,5243
MP20800813,VICTIM,5244
MP20011860,VICTIM,5245
MP20003442,VICTIM,5246
MP20800198,VICTIM,5247
MP20007818,VICTIM,5248
MP20003671,VICTIM,5249
MP20011400,VICTIM,5250
MP20004487,VICTIM,5251
MP20012107,VICTIM,5252
MP20800775,VICTIM,5253
MP20004238,VICTIM,5254
MP20001426,VICTIM,5255
MP20003203,VICTIM,5256
MP20002973,VICTIM,5257
MP20003051,VICTIM,5258
MP20007907,VICTIM,5259
MP20006492,VICTIM,5260
MP20006995,SUSPECT,5261
MP20009913,VICTIM,5262
MP20800109,VICTIM,5263
MP20006344,SUSPECT,5264
MP20000338,VICTIM,5265
MP20002152,VICTIM,5266
MP20006833,VICTIM,5267
MP20003896,VICTIM,5268
MP20001191,SUSPECT,5269
MP20010209,SUSPECT,5270
MP20800437,VICTIM,5271
MP20010760,SUSPECT,5272
MP20001620,VICTIM,5273
MP20001034,VICTIM,5274
MP20003889,VICTIM,5276
MP20004601,VICTIM,5277
MP20800730,VICTIM,5278
MP20004840,VICTIM,5279
MP20002848,VICTIM,5280
MP20004779,SUSPECT,5281
MP20006608,SUSPECT,5282
MP20006677,SUSPECT,5283
MP20010628,VICTIM,5284
MP20001194,SUSPECT,5285
MP20010910,VICTIM,5287
MP20009648,SUSPECT,5288
MP20004580,SUSPECT,5289
MP20008479,VICTIM,5290
MP20010177,VICTIM,5291
MP20003827,VICTIM,5292
MP20011057,SUSPECT,5293
MP20005031,VICTIM,5294
MP20004703,VICTIM,5295
MP20008585,VICTIM,5296
MP20003414,VICTIM,5297
MP20006518,SUSPECT,5298
MP20011004,VICTIM,5299
MP20004238,SUSPECT,5300
MP20007142,VICTIM,5301
MP20800662,VICTIM,5302
MP20008968,SUSPECT,5303
MP20009174,SUSPECT,5304
MP20004614,SUSPECT,5305
MP20010079,SUSPECT,5306
MP20004256,SUSPECT,5307
MP20009842,VICTIM,5308
MP20006026,VICTIM,5309
MP20800331,VICTIM,5310
MP20800153,VICTIM,5311
MP20004602,VICTIM,5312
MP20010144,SUSPECT,5313
MP20005354,VICTIM,5314
MP20008106,VICTIM,5315
MP20008628,VICTIM,5316
MP20009316,VICTIM,5317
MP20800205,VICTIM,5318
MP20004047,SUSPECT,5319
MP20009293,SUSPECT,5320
MP20001680,VICTIM,5321
MP20010360,SUSPECT,5322
MP20008928,VICTIM,5323
MP20009888,VICTIM,5324
MP20001890,SUSPECT,5325
MP20009532,SUSPECT,5326
MP20000769,VICTIM,5327
MP20006173,SUSPECT,5328
MP20006608,VICTIM,5329
MP20008085,SUSPECT,5330
MP20010011,VICTIM,5331
MP20004628,SUSPECT,5332
MP20002437,VICTIM,5333
MP20010959,VICTIM,5334
MP20800445,VICTIM,5335
MP20010388,SUSPECT,5336
MP20001224,VICTIM,5337
MP20008312,VICTIM,5338
MP20000288,SUSPECT,5339
MP20004580,VICTIM,5340
MP20001194,VICTIM,5341
MP20007900,VICTIM,5342
MP20001682,SUSPECT,5343
MP20008709,VICTIM,5344
MP20001155,VICTIM,5345
MP20010006,VICTIM,5346
MP20009335,VICTIM,5347
MP20000324,VICTIM,5348
MP20010849,VICTIM,5349
MP20010825,SUSPECT,5350
MP20000624,SUSPECT,5351
MP20000057,VICTIM,5352
MP20011864,VICTIM,5353
MP20008654,VICTIM,5354
MP20000690,VICTIM,5355
MP20009240,VICTIM,5356
MP20002247,SUSPECT,5357
MP20007975,SUSPECT,5358
MP20003545,VICTIM,5360
MP20001798,SUSPECT,5361
MP20800866,VICTIM,5362
MP20008962,VICTIM,5363
MP20011925,VICTIM,5364
MP20011922,VICTIM,5365
MP20001547,SUSPECT,5366
MP20000087,SUSPECT,5367
MP20800553,VICTIM,5368
MP20012025,VICTIM,5369
MP20007894,SUSPECT,5370
MP20009233,VICTIM,5371
MP20010185,VICTIM,5372
MP20007974,VICTIM,5373
MP20800125,VICTIM,5374
MP20011380,VICTIM,5375
MP20006173,VICTIM,5376
MP20009311,VICTIM,5377
MP20007793,VICTIM,5378
MP20000283,VICTIM,5379
MP20006709,SUSPECT,5380
MP20006972,VICTIM,5381
MP20009588,VICTIM,5382
MP20000692,VICTIM,5383
MP20011244,VICTIM,5384
MP20009679,SUSPECT,5385
MP20011867,SUSPECT,5386
MP20002548,SUSPECT,5387
MP20002268,VICTIM,5388
MP20009174,VICTIM,5389
MP20007972,SUSPECT,5390
MP20001624,SUSPECT,5391
MP20005800,SUSPECT,5392
MP20007371,VICTIM,5393
MP20008957,VICTIM,5394
MP20008954,VICTIM,5395
MP20002693,VICTIM,5396
MP20009679,VICTIM,5397
MP20004787,SUSPECT,5398
MP20005343,VICTIM,5399
MP20003923,SUSPECT,5400
MP20000087,VICTIM,5401
MP20009705,SUSPECT,5402
MP20010446,SUSPECT,5403
MP20001828,SUSPECT,5404
MP20008540,VICTIM,5405
MP20003400,VICTIM,5406
MP20011111,SUSPECT,5407
MP20011285,VICTIM,5408
MP20006992,VICTIM,5409
MP20007032,SUSPECT,5410
MP20000947,VICTIM,5411
MP20011486,VICTIM,5412
MP20003285,SUSPECT,5413
MP20008654,SUSPECT,5414
MP20004471,VICTIM,5415
MP20006718,VICTIM,5416
MP20003329,VICTIM,5417
MP20002614,SUSPECT,5418
MP20008400,VICTIM,5419
MP20008468,VICTIM,5420
MP20005742,VICTIM,5421
MP20000205,SUSPECT,5422
MP20001312,VICTIM,5423
MP20003409,VICTIM,5424
MP20011039,VICTIM,5425
MP20003168,VICTIM,5426
MP20008455,VICTIM,5427
MP20004140,VICTIM,5428
MP20010069,SUSPECT,5429
MP20010029,VICTIM,5430
MP20003969,VICTIM,5431
MP20009138,VICTIM,5432
MP20002636,VICTIM,5433
MP20002462,VICTIM,5434
MP20011293,VICTIM,5435
MP20800152,VICTIM,5436
MP20003033,VICTIM,5437
MP20005935,VICTIM,5438
MP20009492,SUSPECT,5439
MP20011005,VICTIM,5440
MP20004456,VICTIM,5441
MP20006987,VICTIM,5442
MP20000947,SUSPECT,5443
MP20006294,VICTIM,5444
MP20000825,VICTIM,5445
MP20000356,VICTIM,5446
MP20010007,SUSPECT,5447
MP20001045,VICTIM,5448
MP20006872,VICTIM,5449
MP20010848,VICTIM,5450
MP20010829,SUSPECT,5451
MP20011390,SUSPECT,5452
MP20800764,VICTIM,5453
MP20007244,VICTIM,5454
MP20011137,VICTIM,5455
MP20002645,SUSPECT,5456
MP20010148,VICTIM,5457
MP20001238,SUSPECT,5458
MP20005244,VICTIM,5459
MP20004878,VICTIM,5460
MP20007744,SUSPECT,5461
MP20000338,SUSPECT,5462
MP20800710,VICTIM,5463
MP20011026,VICTIM,5464
MP20008462,VICTIM,5465
MP20010105,VICTIM,5466
MP20001829,VICTIM,5467
MP20005110,VICTIM,5468
MP20008113,SUSPECT,5469
MP20010323,SUSPECT,5470
MP20010577,VICTIM,5471
MP20010370,VICTIM,5472
MP20007740,SUSPECT,5473
MP20000062,VICTIM,5474
MP20003614,VICTIM,5475
MP20002108,VICTIM,5476
MP20009639,SUSPECT,5477
MP20010246,VICTIM,5478
MP20002462,SUSPECT,5479
MP20000986,SUSPECT,5480
MP20005178,VICTIM,5481
MP20800052,VICTIM,5482
MP20006388,VICTIM,5483
MP20002328,VICTIM,5484
MP20004466,SUSPECT,5485
MP20006257,VICTIM,5486
MP20010270,SUSPECT,5487
MP20007126,VICTIM,5488
MP20003386,VICTIM,5489
MP20010323,SUSPECT,5490
MP20008825,VICTIM,5491
MP20006957,VICTIM,5492
MP20004613,VICTIM,5493
MP20009870,SUSPECT,5494
MP20004874,SUSPECT,5495
MP20008670,VICTIM,5496
MP20005112,SUSPECT,5497
MP20008537,VICTIM,5498
MP20011285,SUSPECT,5499
MP20008770,VICTIM,5500
MP20009660,VICTIM,5501
MP20005623,VICTIM,5502
MP20005454,SUSPECT,5503
MP20010488,VICTIM,5504
MP20001825,VICTIM,5505
MP20011688,SUSPECT,5506
MP20007094,VICTIM,5507
MP20007975,VICTIM,5508
MP20007359,SUSPECT,5509
MP20010577,SUSPECT,5510
MP20008505,VICTIM,5511
MP20011096,VICTIM,5512
MP20007060,SUSPECT,5513
MP20800395,VICTIM,5514
MP20012115,VICTIM,5515
MP20800447,VICTIM,5516
MP20800363,VICTIM,5517
MP20011317,SUSPECT,5518
MP20000685,VICTIM,5519
MP20008855,VICTIM,5520
MP20004648,VICTIM,5521
MP20009548,SUSPECT,5522
MP20005193,VICTIM,5523
MP20004348,VICTIM,5524
MP20005243,VICTIM,5525
MP20800203,VICTIM,5526
MP20002149,VICTIM,5527
MP20002393,VICTIM,5528
MP20000685,VICTIM,5530
MP20003915,VICTIM,5531
MP20008601,VICTIM,5532
MP20002364,SUSPECT,5533
MP20001049,VICTIM,5534
MP20010606,VICTIM,5535
MP20008560,VICTIM,5536
MP20800417,VICTIM,5537
MP20002670,VICTIM,5538
MP20008996,VICTIM,5539
MP20009149,VICTIM,5540
MP20011713,SUSPECT,5541
MP20800719,VICTIM,5542
MP20000069,VICTIM,5543
MP20011713,SUSPECT,5544
MP20004880,VICTIM,5545
MP20011843,SUSPECT,5546
MP20002556,VICTIM,5547
MP20010270,VICTIM,5548
MP20005716,SUSPECT,5549
MP20008857,VICTIM,5550
MP20005277,SUSPECT,5551
MP20010902,VICTIM,5552
MP20006110,VICTIM,5553
MP20001849,VICTIM,5554
MP20000562,VICTIM,5555
MP20007060,VICTIM,5556
MP20009294,VICTIM,5557
MP20000186,VICTIM,5558
MP20002973,SUSPECT,5559
MP20000088,SUSPECT,5560
MP20002246,VICTIM,5561
MP20010341,VICTIM,5562
MP20008867,VICTIM,5563
MP20011293,SUSPECT,5564
MP20009142,VICTIM,5565
MP20001746,VICTIM,5566
MP20009911,VICTIM,5567
MP20008354,VICTIM,5568
MP20011575,VICTIM,5569
MP20008840,VICTIM,5570
MP20008968,SUSPECT,5571
SP20009712,VICTIM,5572
MP20007795,SUSPECT,5573
MP20001825,SUSPECT,5574
MP20004245,SUSPECT,5575
MP20800875,VICTIM,5576
MP20009660,SUSPECT,5577
MP20009708,SUSPECT,5578
MP20004055,VICTIM,5579
MP20004497,VICTIM,5580
MP20004088,VICTIM,5581
MP20009294,SUSPECT,5582
MP20011317,VICTIM,5583
MP20009265,SUSPECT,5584
MP20010095,VICTIM,5585
MP20800337,VICTIM,5586
MP20004542,VICTIM,5587
MP20008442,SUSPECT,5588
MP20800524,VICTIM,5589
MP20009704,SUSPECT,5590
MP20005014,VICTIM,5591
MP20008113,SUSPECT,5592
MP20003973,VICTIM,5593
MP20008256,SUSPECT,5594
MP20007532,VICTIM,5595
MP20003409,SUSPECT,5596
MP20009355,VICTIM,5597
MP20005667,VICTIM,5598
MP20004614,VICTIM,5599
MP20004955,VICTIM,5600
MP20003527,VICTIM,5601
MP20005466,VICTIM,5602
MP20003358,SUSPECT,5603
MP20007740,VICTIM,5604
MP20008615,VICTIM,5605
MP20800080,VICTIM,5606
MP20001529,SUSPECT,5607
MP20010418,VICTIM,5608
MP20004360,VICTIM,5609
MP20007725,VICTIM,5610
MP20010285,VICTIM,5611
MP20008511,VICTIM,5612
MP20001408,VICTIM,5613
MP20001238,VICTIM,5614
MP20000010,VICTIM,5615
MP20000462,SUSPECT,5616
MP20004853,SUSPECT,5617
MP20001772,VICTIM,5618
MP20008260,VICTIM,5619
MP20801031,VICTIM,5620
MP20009496,SUSPECT,5621
MP20007725,VICTIM,5622
MP20010153,VICTIM,5623
MP20007150,VICTIM,5624
MP20002437,SUSPECT,5625
MP20008294,SUSPECT,5626
MP20002126,VICTIM,5627
MP20005957,VICTIM,5628
MP20009316,SUSPECT,5629
MP20001609,VICTIM,5630
MP20005195,VICTIM,5631
MP20001902,SUSPECT,5632
MP20003158,VICTIM,5633
MP20009241,VICTIM,5634
MP20002023,VICTIM,5635
MP20010387,VICTIM,5636
MP20000205,SUSPECT,5637
MP20009149,SUSPECT,5638
MP20007890,VICTIM,5639
MP20000374,VICTIM,5640
MP20001902,VICTIM,5641
MP20004174,SUSPECT,5642
MP20011843,VICTIM,5643
MP20002331,SUSPECT,5644
MP20000825,SUSPECT,5645
MP20003103,VICTIM,5646
MP20005353,VICTIM,5647
MP20007167,VICTIM,5648
MP20007890,SUSPECT,5649
MP20012046,VICTIM,5650
MP20009766,VICTIM,5651
MP20000310,VICTIM,5652
MP20011158,SUSPECT,5653
MP20006110,SUSPECT,5654
MP20004257,VICTIM,5655
MP20003600,SUSPECT,5656
