Number,involvementType,personID
MP20010106,VICTIM,5657
MP20007359,VICTIM,5658
MP20000751,VICTIM,5659
MP20008720,VICTIM,5660
MP20008314,SUSPECT,5661
MP20004205,SUSPECT,5662
MP20007388,SUSPECT,5663
MP20008269,VICTIM,5664
MP20008581,SUSPECT,5665
MP20003228,SUSPECT,5666
MP20003228,SUSPECT,5667
MP20000382,VICTIM,5668
MP20009259,VICTIM,5669
MP20009586,SUSPECT,5670
MP20007431,VICTIM,5671
MP20004380,VICTIM,5672
MP20001514,VICTIM,5673
MP20002526,SUSPECT,5674
MP20010049,SUSPECT,5675
MP20006803,VICTIM,5676
MP20009358,VICTIM,5677
MP20007831,VICTIM,5678
MP20003215,SUSPECT,5679
MP20003119,SUSPECT,5680
MP20002246,SUSPECT,5681
MP20011325,VICTIM,5682
MP20007165,VICTIM,5683
MP20000465,SUSPECT,5684
MP20002267,VICTIM,5685
MP20010360,VICTIM,5686
MP20000417,SUSPECT,5687
MP20000691,VICTIM,5688
MP20007142,VICTIM,5689
MP20003289,VICTIM,5690
MP20009265,VICTIM,5691
MP20006518,VICTIM,5692
MP20002859,SUSPECT,5693
MP20006387,VICTIM,5694
MP20006170,VICTIM,5695
MP20005193,VICTIM,5696
MP20007475,VICTIM,5697
MP20800468,VICTIM,5698
MP20001024,VICTIM,5699
MP20009646,SUSPECT,5700
MP20003461,VICTIM,5701
MP20002803,VICTIM,5702
MP20800148,VICTIM,5703
MP20800423,VICTIM,5704
MP20011723,VICTIM,5705
MP20003408,VICTIM,5706
MP20005395,SUSPECT,5707
MP20005408,VICTIM,5708
MP20009631,SUSPECT,5709
MP20011521,VICTIM,5710
MP20007215,SUSPECT,5711
MP20007041,SUSPECT,5712
MP20011099,VICTIM,5713
MP20003168,SUSPECT,5714
MP20008952,VICTIM,5715
MP20001212,VICTIM,5716
MP20005613,VICTIM,5717
MP20008309,SUSPECT,5718
MP20005522,VICTIM,5719
MP20007106,VICTIM,5720
MP20009038,SUSPECT,5721
MP20009178,VICTIM,5722
MP20007769,SUSPECT,5723
MP20011822,VICTIM,5724
MP20007788,VICTIM,5725
MP20010049,VICTIM,5726
MP20010079,VICTIM,5727
MP20006781,SUSPECT,5728
MP20007135,VICTIM,5729
MP20002801,SUSPECT,5730
MP20006617,VICTIM,5731
MP20011584,VICTIM,5732
MP20005767,VICTIM,5733
MP20004069,VICTIM,5734
MP20000502,VICTIM,5735
MP20800401,VICTIM,5736
MP20010902,SUSPECT,5737
MP20004840,SUSPECT,5738
MP20005344,VICTIM,5739
MP20006072,VICTIM,5740
MP20800046,VICTIM,5741
MP20011629,SUSPECT,5742
MP20011742,VICTIM,5743
MP20001628,VICTIM,5744
MP20003545,SUSPECT,5745
MP20009639,VICTIM,5746
MP20006430,SUSPECT,5747
MP20000502,VICTIM,5748
MP20800145,VICTIM,5749
MP20011664,VICTIM,5750
MP20010392,VICTIM,5751
MP20011601,SUSPECT,5752
MP20002188,VICTIM,5753
MP20000099,VICTIM,5754
MP20011609,VICTIM,5755
MP20007924,VICTIM,5756
MP20001296,VICTIM,5757
MP20001780,VICTIM,5758
MP20000310,SUSPECT,5759
MP20001780,SUSPECT,5760
MP20008466,VICTIM,5761
MP20009233,SUSPECT,5762
MP20010279,VICTIM,5763
MP20011822,SUSPECT,5764
MP20010323,VICTIM,5765
MP20007705,SUSPECT,5766
MP20009389,VICTIM,5767
MP20000965,VICTIM,5768
MP20005144,SUSPECT,5769
MP20800919,VICTIM,5770
MP20011069,VICTIM,5771
MP20000965,SUSPECT,5772
MP20009593,VICTIM,5773
MP20003973,VICTIM,5774
MP20005495,VICTIM,5775
MP20006617,SUSPECT,5776
MP20000372,VICTIM,5777
MP20006641,VICTIM,5778
MP20011713,VICTIM,5779
MP20002541,SUSPECT,5780
MP20008720,SUSPECT,5781
MP20002440,VICTIM,5782
MP20007244,SUSPECT,5783
MP20008501,SUSPECT,5784
MP20005301,VICTIM,5785
MP20000175,SUSPECT,5786
MP20004535,VICTIM,5787
MP20800405,VICTIM,5788
MP20008395,VICTIM,5789
MP20006744,VICTIM,5790
MP20008897,VICTIM,5791
MP20001586,VICTIM,5792
MP20002418,SUSPECT,5793
MP20000508,VICTIM,5794
MP20005144,VICTIM,5795
MP20001547,VICTIM,5796
MP20000827,SUSPECT,5797
MP20001296,SUSPECT,5798
MP20003973,VICTIM,5799
MP20801052,VICTIM,5800
MP20011393,VICTIM,5801
MP20008113,VICTIM,5802
MP20006822,VICTIM,5803
MP20008873,VICTIM,5804
MP20007894,VICTIM,5805
MP20008920,VICTIM,5806
MP20011034,VICTIM,5807
MP20007431,VICTIM,5808
MP20800649,VICTIM,5809
MP20008365,SUSPECT,5810
MP20009355,SUSPECT,5811
MP20800078,VICTIM,5812
MP20007410,VICTIM,5813
MP20011524,SUSPECT,5814
MP20002267,SUSPECT,5815
MP20004087,SUSPECT,5816
MP20010157,VICTIM,5817
MP20005408,VICTIM,5818
MP20011808,SUSPECT,5819
MP20006092,VICTIM,5820
MP20011928,VICTIM,5821
MP20002786,VICTIM,5822
MP20008008,VICTIM,5823
MP20005354,SUSPECT,5824
MP20007142,VICTIM,5825
MP20007156,VICTIM,5826
MP20003973,VICTIM,5827
MP20006186,VICTIM,5828
MP20000303,VICTIM,5829
MP20011601,VICTIM,5830
MP20002334,SUSPECT,5831
MP20005800,VICTIM,5832
MP20800748,VICTIM,5833
MP20000688,SUSPECT,5834
MP20010654,VICTIM,5835
MP20011620,VICTIM,5836
MP20001890,VICTIM,5837
MP20003344,VICTIM,5838
MP20008722,SUSPECT,5839
MP20007769,VICTIM,5840
MP20009586,VICTIM,5841
MP20008025,VICTIM,5842
MP20001914,VICTIM,5843
MP20000465,VICTIM,5844
MP20007821,VICTIM,5845
MP20009200,VICTIM,5846
MP20800751,VICTIM,5847
MP20010010,VICTIM,5848
MP20004053,VICTIM,5849
MP20006235,VICTIM,5850
MP20006297,VICTIM,5851
MP20009138,VICTIM,5852
MP20000827,VICTIM,5853
MP20004879,VICTIM,5854
MP20007896,SUSPECT,5855
MP20007036,SUSPECT,5856
MP20006560,VICTIM,5857
MP20008698,VICTIM,5858
MP20006984,SUSPECT,5859
MP20010483,VICTIM,5860
MP20800696,VICTIM,5861
MP20007203,VICTIM,5862
MP20008752,SUSPECT,5863
MP20009138,VICTIM,5864
MP20008018,VICTIM,5865
MP20003048,VICTIM,5866
MP20005613,SUSPECT,5867
MP20011423,VICTIM,5868
MP20004989,VICTIM,5869
MP20010903,SUSPECT,5870
MP20000870,VICTIM,5871
MP20800654,VICTIM,5872
MP20000422,VICTIM,5873
MP20010172,SUSPECT,5874
MP20800538,VICTIM,5875
MP20011904,VICTIM,5876
MP20006362,VICTIM,5877
MP20000597,VICTIM,5878
MP20010390,SUSPECT,5879
MP20003183,SUSPECT,5880
MP20010446,VICTIM,5881
MP20002469,SUSPECT,5882
MP20006803,SUSPECT,5883
MP20009021,VICTIM,5884
MP20008988,VICTIM,5885
MP20008772,SUSPECT,5886
MP20007823,VICTIM,5887
MP20800864,VICTIM,5888
MP20000378,VICTIM,5889
MP20000037,SUSPECT,5890
MP20000283,SUSPECT,5891
MP20002432,VICTIM,5892
MP20007532,SUSPECT,5893
MP20009155,SUSPECT,5894
MP20000084,VICTIM,5895
MP20009787,VICTIM,5896
MP20002861,VICTIM,5897
MP20800666,VICTIM,5898
MP20008963,SUSPECT,5899
MP20003973,SUSPECT,5900
MP20011620,VICTIM,5901
MP20005554,VICTIM,5902
MP20002546,SUSPECT,5903
MP20009665,SUSPECT,5904
MP20011771,VICTIM,5905
MP20011808,VICTIM,5906
MP20008442,VICTIM,5907
MP20008352,VICTIM,5908
MP20005365,VICTIM,5909
MP20003408,SUSPECT,5910
MP20009418,VICTIM,5911
MP20007002,VICTIM,5912
MP20008039,VICTIM,5913
MP20009110,SUSPECT,5914
MP20800469,VICTIM,5915
MP20005816,VICTIM,5916
MP20001624,SUSPECT,5917
MP20002801,VICTIM,5918
MP20010707,VICTIM,5919
MP20008857,SUSPECT,5920
MP20004348,SUSPECT,5921
MP20010489,SUSPECT,5922
MP20008310,VICTIM,5923
MP20008309,VICTIM,5924
MP20800772,VICTIM,5925
MP20008722,VICTIM,5926
MP20000058,SUSPECT,5927
MP20010789,SUSPECT,5928
MP20001034,SUSPECT,5929
MP20007431,SUSPECT,5930
MP20000278,VICTIM,5931
MP20800157,VICTIM,5932
MP20007390,VICTIM,5933
MP20011584,SUSPECT,5934
MP20006702,VICTIM,5935
MP20011629,VICTIM,5936
MP20010737,VICTIM,5937
MP20007821,SUSPECT,5938
MP20009782,VICTIM,5939
MP20007250,VICTIM,5940
MP20002060,VICTIM,5941
MP20002386,SUSPECT,5942
MP20007769,SUSPECT,5943
MP20002299,SUSPECT,5944
MP20004648,SUSPECT,5945
MP20001529,VICTIM,5946
MP20007508,SUSPECT,5947
MP20006164,VICTIM,5948
MP20000045,VICTIM,5949
MP20002869,VICTIM,5950
MP20003546,VICTIM,5951
MP20010719,VICTIM,5952
MP20005032,VICTIM,5953
MP20002879,SUSPECT,5954
MP20001728,SUSPECT,5955
MP20011707,SUSPECT,5956
MP20800865,VICTIM,5957
MP20010263,VICTIM,5958
MP20006013,VICTIM,5959
MP20002334,VICTIM,5960
MP20001231,VICTIM,5961
MP20010723,VICTIM,5962
MP20010726,VICTIM,5963
MP20004003,VICTIM,5964
MP20005528,SUSPECT,5965
MP20010744,VICTIM,5966
MP20006235,SUSPECT,5967
MP20009444,SUSPECT,5968
MP20008689,VICTIM,5969
MP20006984,VICTIM,5970
MP20002869,SUSPECT,5971
MP20005080,VICTIM,5972
MP20010212,VICTIM,5973
MP20005693,VICTIM,5974
MP20001839,SUSPECT,5975
MP20005643,VICTIM,5976
MP20003740,VICTIM,5977
MP20800585,VICTIM,5978
MP20010729,VICTIM,5979
MP20800266,VICTIM,5980
MP20002903,VICTIM,5981
MP20006201,VICTIM,5982
MP20001183,VICTIM,5983
MP20001809,SUSPECT,5984
MP20003531,VICTIM,5985
MP20008107,VICTIM,5986
MP20007311,VICTIM,5987
MP20000357,SUSPECT,5988
MP20009131,VICTIM,5989
MP20010872,SUSPECT,5990
MP20000175,VICTIM,5991
MP20004798,VICTIM,5992
MP20005693,SUSPECT,5993
MP20000372,VICTIM,5994
MP20009068,SUSPECT,5995
MP20010530,VICTIM,5996
MP20002230,VICTIM,5997
MP20801026,VICTIM,5998
MP20003158,SUSPECT,5999
MP20002386,VICTIM,6000
MP20800495,VICTIM,6001
MP20008265,VICTIM,6002
MP20010497,VICTIM,6003
MP20008169,VICTIM,6004
MP20005508,VICTIM,6005
MP20003573,VICTIM,6006
MP20006968,VICTIM,6007
MP20004736,VICTIM,6008
MP20000709,SUSPECT,6009
MP20010619,VICTIM,6010
MP20012003,VICTIM,6011
MP20005517,VICTIM,6012
MP20006822,SUSPECT,6013
MP20010848,SUSPECT,6014
MP20000019,SUSPECT,6015
MP20008877,VICTIM,6016
MP20009632,SUSPECT,6017
MP20004541,VICTIM,6018
MP20008042,SUSPECT,6019
MP20010172,VICTIM,6020
MP20011871,VICTIM,6021
MP20009645,SUSPECT,6022
MP20000688,VICTIM,6023
MP20008628,SUSPECT,6024
MP20001022,VICTIM,6025
MP20007130,VICTIM,6026
MP20008231,VICTIM,6027
MP20003435,VICTIM,6028
MP20009619,SUSPECT,6029
MP20009647,VICTIM,6030
MP20800953,VICTIM,6031
MP20006998,VICTIM,6032
MP20004208,VICTIM,6033
MP20010831,VICTIM,6034
MP20011101,SUSPECT,6035
MP20003851,SUSPECT,6036
MP20006861,VICTIM,6037
MP20011799,SUSPECT,6038
MP20800577,VICTIM,6039
MP20008365,VICTIM,6040
MP20007896,VICTIM,6041
MP20007431,SUSPECT,6042
MP20007831,SUSPECT,6043
MP20005222,SUSPECT,6044
MP20010096,VICTIM,6045
MP20009778,SUSPECT,6046
MP20011799,VICTIM,6047
MP20008292,VICTIM,6048
MP20003644,SUSPECT,6049
MP20800996,VICTIM,6050
MP20003738,SUSPECT,6051
MP20004796,VICTIM,6052
MP20800674,VICTIM,6053
MP20009782,SUSPECT,6054
MP20010059,SUSPECT,6055
MP20007166,SUSPECT,6056
MP20008009,VICTIM,6057
MP20003183,VICTIM,6058
MP20008182,VICTIM,6059
MP20011149,VICTIM,6060
MP20008670,SUSPECT,6061
MP20010471,SUSPECT,6062
MP20007371,SUSPECT,6063
MP20004879,SUSPECT,6064
MP20003893,SUSPECT,6065
MP20010723,VICTIM,6066
MP20011056,SUSPECT,6067
MP20009110,VICTIM,6068
MP20008981,VICTIM,6069
MP20002546,VICTIM,6070
MP20010708,VICTIM,6071
MP20009816,VICTIM,6072
MP20004152,VICTIM,6073
MP20010708,SUSPECT,6074
MP20010999,VICTIM,6075
MP20010457,SUSPECT,6076
MP20005243,SUSPECT,6077
MP20011149,VICTIM,6078
MP20003044,VICTIM,6079
MP20000764,VICTIM,6080
MP20008650,VICTIM,6081
MP20008364,VICTIM,6082
MP20003072,VICTIM,6083
MP20011321,VICTIM,6084
MP20009597,VICTIM,6085
MP20001782,VICTIM,6086
MP20008190,VICTIM,6087
MP20007896,SUSPECT,6088
MP20009044,VICTIM,6089
MP20005716,VICTIM,6090
MP20007094,VICTIM,6091
MP20004878,SUSPECT,6092
MP20005812,VICTIM,6093
MP20800270,VICTIM,6094
MP20002859,VICTIM,6095
MP20005507,VICTIM,6097
MP20800932,VICTIM,6098
MP20002327,VICTIM,6099
MP20010097,VICTIM,6100
MP20002060,VICTIM,6101
MP20009845,SUSPECT,6102
MP20005190,SUSPECT,6103
MP20004273,VICTIM,6104
MP20004563,VICTIM,6105
MP20010872,VICTIM,6106
MP20004263,VICTIM,6107
MP20005052,SUSPECT,6108
MP20011450,SUSPECT,6109
MP20012041,VICTIM,6110
MP20000085,SUSPECT,6111
MP20009008,SUSPECT,6112
MP20004597,VICTIM,6113
MP20008042,VICTIM,6114
MP20010245,VICTIM,6115
MP20800106,VICTIM,6116
MP20010249,VICTIM,6117
MP20004129,VICTIM,6118
MP20005358,SUSPECT,6119
MP20010756,SUSPECT,6120
MP20800712,VICTIM,6121
MP20005528,VICTIM,6122
MP20004358,SUSPECT,6123
MP20800256,VICTIM,6124
MP20000030,VICTIM,6125
MP20008224,VICTIM,6126
MP20005466,SUSPECT,6127
MP20800648,VICTIM,6128
MP20006751,VICTIM,6129
MP20010727,VICTIM,6130
MP20007008,VICTIM,6131
MP20010203,VICTIM,6132
MP20000697,SUSPECT,6133
MP20010814,SUSPECT,6134
MP20800787,VICTIM,6135
MP20008877,VICTIM,6136
MP20003979,VICTIM,6137
MP20000360,SUSPECT,6138
MP20009137,VICTIM,6139
MP20003293,SUSPECT,6140
MP20007431,SUSPECT,6141
MP20009619,SUSPECT,6142
MP20010196,VICTIM,6143
MP20009619,SUSPECT,6144
MP20010271,SUSPECT,6145
MP20006491,VICTIM,6146
MP20009427,VICTIM,6147
MP20005816,SUSPECT,6148
MP20001188,VICTIM,6149
MP20001698,VICTIM,6150
MP20000182,SUSPECT,6151
MP20006857,VICTIM,6152
MP20000709,VICTIM,6153
MP20011933,VICTIM,6154
MP20010012,VICTIM,6155
MP20010771,VICTIM,6156
MP20010213,VICTIM,6157
MP20009615,VICTIM,6158
MP20005190,SUSPECT,6159
MP20005139,VICTIM,6160
MP20005392,VICTIM,6161
MP20003293,VICTIM,6162
MP20002008,SUSPECT,6163
MP20008205,VICTIM,6164
MP20009492,VICTIM,6165
MP20011372,VICTIM,6166
MP20003803,VICTIM,6167
MP20008498,VICTIM,6168
MP20010610,VICTIM,6169
MP20800535,VICTIM,6170
MP20010497,SUSPECT,6171
MP20003644,VICTIM,6172
MP20001126,VICTIM,6173
MP20007705,VICTIM,6174
MP20009424,VICTIM,6175
MP20800749,VICTIM,6176
MP20005160,VICTIM,6177
MP20005052,VICTIM,6178
MP20008373,VICTIM,6179
MP20010534,VICTIM,6180
MP20010483,SUSPECT,6181
MP20010110,SUSPECT,6182
MP20800199,VICTIM,6183
MP20008147,SUSPECT,6184
MP20009137,SUSPECT,6185
MP20001107,VICTIM,6186
MP20010400,SUSPECT,6187
MP20009418,SUSPECT,6188
MP20010097,SUSPECT,6189
MP20007095,VICTIM,6190
MP20003424,VICTIM,6191
MP20004597,SUSPECT,6192
MP20010453,SUSPECT,6193
MP20007301,VICTIM,6194
MP20011158,VICTIM,6195
MP20004312,VICTIM,6196
MP20004596,SUSPECT,6197
MP20011707,VICTIM,6198
MP20004989,SUSPECT,6199
MP20007164,VICTIM,6200
MP20011409,VICTIM,6201
MP20000360,VICTIM,6202
MP20007036,SUSPECT,6203
MP20800814,VICTIM,6204
MP20000649,VICTIM,6205
MP20008662,SUSPECT,6206
MP20009177,VICTIM,6207
MP20010209,SUSPECT,6208
MP20000485,VICTIM,6209
MP20008926,VICTIM,6210
MP20007682,VICTIM,6211
MP20010704,SUSPECT,6212
MP20010814,SUSPECT,6213
MP20005830,VICTIM,6214
MP20000767,SUSPECT,6215
MP20000455,VICTIM,6216
MP20003687,VICTIM,6217
MP20006186,SUSPECT,6218
MP20011021,VICTIM,6219
MP20004985,SUSPECT,6220
MP20011824,VICTIM,6221
MP20012072,VICTIM,6222
MP20005881,VICTIM,6223
MP20009647,SUSPECT,6224
MP20011458,VICTIM,6225
MP20011450,VICTIM,6226
MP20000085,SUSPECT,6227
MP20006709,VICTIM,6228
MP20010177,SUSPECT,6229
MP20006247,SUSPECT,6230
MP20005287,VICTIM,6231
MP20008009,VICTIM,6232
MP20004791,VICTIM,6233
MP20003973,SUSPECT,6234
MP20004129,VICTIM,6235
MP20006289,VICTIM,6236
MP20004985,VICTIM,6237
MP20004129,SUSPECT,6238
MP20009008,VICTIM,6239
MP20005359,VICTIM,6240
MP20006386,VICTIM,6241
MP20011297,VICTIM,6242
MP20001727,SUSPECT,6243
MP20009311,SUSPECT,6244
MP20006709,SUSPECT,6245
MP20010186,SUSPECT,6246
MP20001727,VICTIM,6247
MP20001649,VICTIM,6248
MP20010223,SUSPECT,6249
MP20010032,VICTIM,6250
MP20010195,SUSPECT,6251
MP20000452,VICTIM,6252
MP20006227,VICTIM,6253
MP20000095,SUSPECT,6254
MP20005101,SUSPECT,6255
MP20006575,VICTIM,6256
MP20007999,VICTIM,6257
MP20006709,VICTIM,6258
MP20008766,VICTIM,6259
MP20009800,VICTIM,6260
MP20008197,VICTIM,6261
MP20008973,VICTIM,6262
MP20003738,VICTIM,6263
MP20004596,VICTIM,6264
MP20002469,VICTIM,6265
MP20003303,VICTIM,6266
MP20001063,VICTIM,6267
MP20008575,SUSPECT,6268
MP20003533,VICTIM,6269
MP20006247,SUSPECT,6270
MP20000949,VICTIM,6271
MP20008018,VICTIM,6272
MP20801013,VICTIM,6273
MP20000403,VICTIM,6274
MP20001728,VICTIM,6275
MP20008581,VICTIM,6276
MP20010013,SUSPECT,6277
MP20009052,VICTIM,6278
MP20008408,VICTIM,6279
MP20010240,VICTIM,6280
MP20009829,SUSPECT,6281
MP20006600,SUSPECT,6282
MP20000242,VICTIM,6283
MP20008575,VICTIM,6284
MP20000242,SUSPECT,6285
MP20004936,SUSPECT,6286
MP20004212,VICTIM,6287
MP20001366,VICTIM,6288
MP20003546,SUSPECT,6289
MP20010271,VICTIM,6290
MP20003344,SUSPECT,6291
MP20003019,VICTIM,6292
MP20002933,SUSPECT,6293
MP20009646,VICTIM,6294
MP20003889,VICTIM,6295
MP20800208,VICTIM,6296
MP20800126,VICTIM,6297
MP20009508,SUSPECT,6298
MP20007305,SUSPECT,6299
MP20006247,VICTIM,6300
MP20008490,VICTIM,6301
MP20003572,VICTIM,6302
MP20006410,VICTIM,6303
MP20005360,VICTIM,6304
MP20000509,VICTIM,6305
MP20011440,VICTIM,6306
MP20001949,VICTIM,6307
MP20007140,VICTIM,6308
MP20800464,VICTIM,6309
MP20002110,SUSPECT,6310
MP20009913,VICTIM,6311
MP20006254,SUSPECT,6312
MP20002700,SUSPECT,6313
MP20008772,VICTIM,6314
MP20004412,SUSPECT,6315
MP20000431,VICTIM,6316
MP20007041,VICTIM,6317
MP20009991,SUSPECT,6318
MP20800594,VICTIM,6319
MP20001502,SUSPECT,6320
MP20007481,VICTIM,6321
MP20002494,VICTIM,6322
MP20008292,SUSPECT,6323
MP20006282,VICTIM,6324
MP20800108,VICTIM,6325
MP20002480,VICTIM,6326
MP20008716,VICTIM,6327
MP20003292,VICTIM,6328
MP20000964,SUSPECT,6329
MP20011356,VICTIM,6330
MP20011390,VICTIM,6331
MP20008490,SUSPECT,6332
MP20010050,SUSPECT,6333
MP20007000,SUSPECT,6334
MP20005643,SUSPECT,6335
MP20004205,VICTIM,6336
MP20009253,VICTIM,6337
MP20006197,VICTIM,6338
MP20002325,SUSPECT,6339
MP20007513,VICTIM,6340
MP20005914,VICTIM,6341
MP20002783,VICTIM,6342
MP20011287,VICTIM,6343
MP20002390,VICTIM,6344
MP20011498,VICTIM,6345
MP20000755,VICTIM,6346
MP20002541,VICTIM,6347
MP20800571,VICTIM,6348
MP20001063,VICTIM,6349
MP20800200,VICTIM,6350
MP20008205,SUSPECT,6351
MP20002541,VICTIM,6353
MP20002222,SUSPECT,6354
MP20005015,SUSPECT,6355
MP20010457,VICTIM,6356
MP20001649,SUSPECT,6357
MP20007999,SUSPECT,6358
MP20006710,VICTIM,6359
MP20001401,SUSPECT,6360
MP20001212,SUSPECT,6361
MP20005791,SUSPECT,6362
MP20001840,VICTIM,6363
MP20009186,VICTIM,6364
MP20003060,VICTIM,6365
MP20001292,SUSPECT,6366
MP20009667,VICTIM,6367
MP20007141,VICTIM,6368
MP20005375,VICTIM,6369
MP20010157,VICTIM,6370
MP20004129,SUSPECT,6371
MP20003851,VICTIM,6372
MP20010816,VICTIM,6373
MP20003238,VICTIM,6374
MP20001401,VICTIM,6375
MP20003051,VICTIM,6376
MP20006600,VICTIM,6377
MP20007886,VICTIM,6378
MP20800575,VICTIM,6379
MP20005346,VICTIM,6380
MP20007508,VICTIM,6381
MP20007334,VICTIM,6382
MP20008521,VICTIM,6383
MP20001292,VICTIM,6384
MP20007603,SUSPECT,6385
MP20012083,VICTIM,6386
MP20009718,SUSPECT,6387
MP20006254,VICTIM,6388
MP20800004,VICTIM,6390
MP20800902,VICTIM,6391
MP20004129,SUSPECT,6392
MP20008558,VICTIM,6393
MP20002496,SUSPECT,6394
MP20004597,SUSPECT,6395
MP20007431,SUSPECT,6396
MP20011785,VICTIM,6397
MP20004358,VICTIM,6398
MP20003361,VICTIM,6399
MP20007796,VICTIM,6400
MP20002467,VICTIM,6401
MP20009955,VICTIM,6402
MP20002480,SUSPECT,6403
MP20005791,VICTIM,6404
MP20008020,VICTIM,6405
MP20008501,VICTIM,6406
MP20010013,SUSPECT,6407
MP20004129,SUSPECT,6408
MP20007431,SUSPECT,6409
MP20009588,VICTIM,6410
MP20000422,SUSPECT,6411
MP20007605,SUSPECT,6412
MP20000095,SUSPECT,6413
MP20009484,SUSPECT,6414
MP20800510,VICTIM,6415
MP20009043,VICTIM,6416
MP20010489,VICTIM,6417
MP20000690,SUSPECT,6418
MP20004952,VICTIM,6419
MP20008683,SUSPECT,6420
MP20010050,VICTIM,6421
MP20010391,VICTIM,6422
MP20009052,VICTIM,6423
MP20001426,SUSPECT,6424
MP20004344,VICTIM,6425
MP20002919,VICTIM,6426
MP20007305,VICTIM,6427
MP20008137,SUSPECT,6428
MP20002645,VICTIM,6429
MP20002645,VICTIM,6430
MP20004344,SUSPECT,6431
MP20000181,VICTIM,6432
MP20800206,VICTIM,6433
MP20000964,VICTIM,6434
MP20001080,SUSPECT,6435
MP20009718,VICTIM,6436
MP20001529,SUSPECT,6437
MP20001529,SUSPECT,6438
MP20002636,VICTIM,6439
MP20008113,VICTIM,6440
MP20005084,VICTIM,6441
MP20008683,VICTIM,6442
MP20010816,SUSPECT,6443
MP20001273,SUSPECT,6444
MP20004412,VICTIM,6445
MP20009496,SUSPECT,6446
MP20003400,SUSPECT,6448
MP20006276,VICTIM,6449
MP20006472,SUSPECT,6450
MP20002222,VICTIM,6451
MP20003729,VICTIM,6452
MP20005894,VICTIM,6453
MP20007907,SUSPECT,6454
MP20002432,SUSPECT,6455
MP20010457,SUSPECT,6456
MP20003361,SUSPECT,6457
MP20000095,SUSPECT,6458
MP20006136,VICTIM,6459
MP20800793,VICTIM,6460
MP20009913,VICTIM,6461
MP20011617,VICTIM,6462
MP20006276,SUSPECT,6463
MP20008585,SUSPECT,6464
MP20006276,VICTIM,6465
MP20800726,VICTIM,6466
MP20001673,VICTIM,6467
MP20002432,SUSPECT,6468
MP20003289,VICTIM,6469
MP20010457,VICTIM,6470
MP20010391,SUSPECT,6471
MP20006651,VICTIM,6472
MP20002630,SUSPECT,6473
MP20009748,VICTIM,6474
MP20002630,VICTIM,6475
MP20001529,SUSPECT,6476
MP20009783,VICTIM,6477
MP20001273,VICTIM,6478
MP20008395,SUSPECT,6479
MP20002630,SUSPECT,6480
MP20011400,VICTIM,6481
MP20002532,VICTIM,6482
MP20010240,SUSPECT,6483
MP20008505,SUSPECT,6484
MP20002630,VICTIM,6485
MP20004791,SUSPECT,6486
MP20010391,SUSPECT,6487
MP20003119,VICTIM,6488
MP20011498,SUSPECT,6489
MP20009913,VICTIM,6490
MP20008137,VICTIM,6491
MP20010391,SUSPECT,6492
MP20006664,VICTIM,6493
MP20001995,SUSPECT,6494
MP20003080,VICTIM,6495
MP20000095,SUSPECT,6496
MP20006082,SUSPECT,6497
MP20003080,SUSPECT,6498
MP20010711,VICTIM,6499
MP20001273,SUSPECT,6500
MP20007605,VICTIM,6501
MP20003384,SUSPECT,6502
MP20002432,SUSPECT,6503
MP20006276,SUSPECT,6504
MP20009894,VICTIM,6505
MP20000795,SUSPECT,6506
MP20010711,SUSPECT,6507
MP20011010,SUSPECT,6508
MP20003162,VICTIM,6509
MP20008585,SUSPECT,6510
MP20006819,VICTIM,6511
MP20006666,SUSPECT,6512
MP20000390,SUSPECT,6513
MP20003384,SUSPECT,6514
MP20011188,SUSPECT,6515
MP20003384,VICTIM,6516
MP20006651,VICTIM,6517
MP20003746,VICTIM,6518
MP20010418,SUSPECT,6519
MP20002636,VICTIM,6520
MP20001721,VICTIM,6521
MP20011670,VICTIM,6522
MP20009894,VICTIM,6523
MP20011026,VICTIM,6524
MP20009913,VICTIM,6525
MP20005528,VICTIM,6526
MP20000202,VICTIM,6527
MP20001292,VICTIM,6528
MP20004234,VICTIM,6529
MP20009913,VICTIM,6530
MP20008963,VICTIM,6531
MP20001727,VICTIM,6532
MP20001292,VICTIM,6533
MP20007135,VICTIM,6534
MP20003097,VICTIM,6535
MP20000202,VICTIM,6536
MP20002933,VICTIM,6537
MP20008306,VICTIM,6538
MP20004823,VICTIM,6539
MP20007699,VICTIM,6540
MP20008561,VICTIM,6541
MP20003497,VICTIM,6542
MP20007620,VICTIM,6544
MP20008132,VICTIM,6545
MP20000689,VICTIM,6546
MP20005277,VICTIM,6547
MP20006181,VICTIM,6548
MP20007522,VICTIM,6549
MP20008959,VICTIM,6550
MP20009631,VICTIM,6551
MP20010736,VICTIM,6552
MP20008014,VICTIM,6553
MP20001485,VICTIM,6554
MP20000699,VICTIM,6555
MP20002523,VICTIM,6556
MP20011616,VICTIM,6557
MP20000188,VICTIM,6558
MP20008093,VICTIM,6559
MP20010643,VICTIM,6560
MP20001647,VICTIM,6561
MP20000981,VICTIM,6562
MP20009499,VICTIM,6563
MP20010848,VICTIM,6564
MP20000702,VICTIM,6565
MP20008184,VICTIM,6566
MP20006996,VICTIM,6567
MP20008022,VICTIM,6568
MP20011300,VICTIM,6569
MP20003921,VICTIM,6570
MP20007891,VICTIM,6571
MP20000208,VICTIM,6572
MP20000204,VICTIM,6573
