CID,Number,dateReported,startDate,offenseCode,offenseDescription,streetAddress,cityDescription,stateDescription,zipCode,longitude,latitude,Booked,DAComplaint,Cited,burglaryFactor,felonyMisdemeanor,dateIncident,weekNumber,involvementType,personID,age,sex
MP20001620 - 460(B) PC,MP20001620,"Jan 17, 2020, 9:47:48 PM","Jan 17, 2020, 7:30:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1100 KANSAS AVE,MODESTO,CALIFORNIA,95351,-121.023444,37.64574307,0,0,0,NULL,FELONY,1/17/2020,9,VICTIM,5273,41,MALE
MP20001034 - 273.5 (A) PC,MP20001034,"Jan 12, 2020, 9:33:21 AM","Jan 12, 2020, 9:33:21 AM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,MODESTO,CALIFORNIA,95354,Confidential Location,Confidential Location,1,0,0,NULL,FELONY,1/12/2020,8,VICTIM,5274,41,FEMALE
MP20001034 - 245 (A)(1) PC,MP20001034,"Jan 12, 2020, 9:33:21 AM","Jan 12, 2020, 9:33:21 AM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,926 6TH ST,MODESTO,CALIFORNIA,95354,-121.0036481,37.63755629,1,0,0,NULL,FELONY,1/12/2020,8,VICTIM,5274,41,FEMALE
MP20003889 - 460 (A) PC,MP20003889,"Feb 8, 2020, 3:24:39 AM","Feb 8, 2020, 3:24:39 AM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,1405 EMIGRANT WAY,MO,CALIFORNIA,95358,-121.0372365,37.65431904,1,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY,2/8/2020,12,VICTIM,5276,41,FEMALE
MP20004601 - 460(B) PC,MP20004601,"Feb 14, 2020, 10:06:25 PM","Feb 14, 2020, 8:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,F ST,MODESTO,CALIFORNIA,NULL,-120.9995177,37.63376235,0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY,2/14/2020,13,VICTIM,5277,41,MALE
MP20800730 - 460(B) PC,MP20800730,"Mar 16, 2020, 10:38:00 PM","Mar 16, 2020, 10:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1312 CLEVENGER DR,MODESTO,CALIFORNIA,95356,-121.0136054,37.69515829,0,0,0,NULL,FELONY,3/16/2020,18,VICTIM,5278,41,FEMALE
MP20004840 - 273.5 (A) PC,MP20004840,"Feb 19, 2020, 12:05:12 PM","Feb 19, 2020, 12:05:12 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,MO,CALIFORNIA,95350,Confidential Location,Confidential Location,1,0,0,NULL,FELONY,2/19/2020,14,VICTIM,5279,41,FEMALE
MP20004840 - 245 (A)(4) PC,MP20004840,"Feb 19, 2020, 12:05:12 PM","Feb 19, 2020, 12:05:12 PM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,1009 MC HENRY AVE,MO,CALIFORNIA,95350,-120.994258,37.65768693,1,0,0,NULL,FELONY,2/19/2020,14,VICTIM,5279,41,FEMALE
MP20002848 - 10851 VC,MP20002848,"Jan 29, 2020, 12:36:00 PM","Jan 25, 2020, 10:34:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,708 L ST,MO,CALIFORNIA,95354,-121.0050198,37.64037544,0,0,0,NULL,FELONY,1/29/2020,11,VICTIM,5280,41,MALE
MP20004779 - 10851 VC,MP20004779,"Feb 16, 2020, 10:00:00 PM","Jan 12, 2020, 5:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,316 JAMES ST,MO,NULL,95354,-120.9871478,37.64214524,0,0,0,NULL,FELONY,2/16/2020,13,SUSPECT,5281,41,MALE
MP20006608 - 273.5 (A) PC,MP20006608,"Mar 4, 2020, 1:15:00 AM","Mar 4, 2020, 12:30:00 AM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,MODESTO,CALIFORNIA,95355,Confidential Location,Confidential Location,0,0,0,NULL,FELONY,3/4/2020,16,SUSPECT,5282,41,MALE
MP20006608 - 245 (A)(4) PC,MP20006608,"Mar 4, 2020, 1:15:00 AM","Mar 4, 2020, 12:30:00 AM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,3717 SPRINGCREEK DR,MODESTO,CALIFORNIA,95355,-120.9262565,37.66092386,0,0,0,NULL,FELONY,3/4/2020,16,SUSPECT,5282,41,MALE
MP20006677 - 460 (A) PC,MP20006677,"Mar 4, 2020, 2:36:31 PM","Mar 3, 2020, 4:00:00 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,1310 WESTLAND DR,MODESTO,CALIFORNIA,95350,-121.0209042,37.66287945,0,0,0,RESIDENCE - DAY (6AM - 6PM),FELONY,3/4/2020,16,SUSPECT,5283,41,MALE
MP20010628 - 488 PC,MP20010628,"Apr 16, 2020, 10:34:00 AM","Apr 15, 2020, 11:00:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,1502 DOUGFIR DR,MODESTO,CALIFORNIA,95350,-121.0240815,37.66658136,0,0,0,NULL,MISDEMEANOR,4/16/2020,22,VICTIM,5284,41,MALE
MP20001194 - 243 (E)(1) PC,MP20001194,"Jan 14, 2020, 7:40:00 AM","Jan 14, 2020, 7:40:00 AM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,CALIFORNIA,95351,Confidential Location,Confidential Location,0,1,0,NULL,MISDEMEANOR,1/14/2020,9,SUSPECT,5285,41,MALE
MP20010910 - 488 PC,MP20010910,"Apr 19, 2020, 2:14:15 AM","Apr 19, 2020, 2:14:15 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,1336 CLEVENGER DR,MO,NULL,95356,-121.0149787,37.69505075,0,0,0,NULL,MISDEMEANOR,4/19/2020,22,VICTIM,5287,41,MALE
MP20009648 - 245 (A)(1) PC,MP20009648,"Apr 4, 2020, 10:11:38 PM","Apr 4, 2020, 10:00:00 PM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,3204 BOYCE LN,MODESTO,CALIFORNIA,95355,-120.9662232,37.68442866,1,0,0,NULL,FELONY,4/4/2020,20,SUSPECT,5288,41,MALE
MP20004580 - 460 (A) PC,MP20004580,"Feb 14, 2020, 7:05:00 PM","Feb 14, 2020, 7:05:00 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,3017 NIGHTINGALE DR,MODESTO,CALIFORNIA,95356,-121.0515296,37.69466315,1,0,0,RESIDENCE - UNKNOWN,FELONY,2/14/2020,13,SUSPECT,5289,41,FEMALE
MP20008479 - 460(B) PC,MP20008479,"Mar 22, 2020, 5:32:00 PM","Mar 22, 2020, 11:00:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,4121 DALE RD,MODESTO,CALIFORNIA,95356,-121.0507915,37.6993969,0,0,0,NULL,MISDEMEANOR,3/22/2020,18,VICTIM,5290,41,FEMALE
MP20010177 - 245 (A)(4) PC,MP20010177,"Apr 11, 2020, 12:14:58 AM","Apr 11, 2020, 12:14:58 AM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,"N RIVERSIDE DR, MO / YOSEMITE BLVD, MO ( 47/A2 )",MO,CALIFORNIA,NULL,-120.9480421,37.63812917,1,0,0,NULL,FELONY,4/11/2020,21,VICTIM,5291,41,MALE
MP20003827 - 243 (E)(1) PC,MP20003827,"Feb 7, 2020, 11:10:00 AM","Feb 7, 2020, 11:10:00 AM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,CALIFORNIA,95354,Confidential Location,Confidential Location,0,1,0,NULL,MISDEMEANOR,2/7/2020,12,VICTIM,5292,41,MALE
MP20011057 - 273.5 (A) PC,MP20011057,"Apr 20, 2020, 3:27:44 PM","Apr 19, 2020, 11:00:00 AM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,MO,NULL,95357,Confidential Location,Confidential Location,1,0,0,NULL,FELONY,4/20/2020,23,SUSPECT,5293,41,MALE
MP20005031 - 10851 VC,MP20005031,"Feb 19, 2020, 9:19:00 AM","Feb 18, 2020, 8:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2800 BRADEN AVE,MO,NULL,NULL,-121.0462802,37.687349,0,0,0,NULL,FELONY,2/19/2020,14,VICTIM,5294,41,FEMALE
MP20004703 - 460(B) PC,MP20004703,"Feb 16, 2020, 4:46:25 AM","Feb 16, 2020, 4:46:25 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,110 MC HENRY AVE,MODESTO,CALIFORNIA,95354,-120.9934465,37.64574624,0,0,0,NULL,FELONY,2/16/2020,13,VICTIM,5295,41,FEMALE
MP20008585 - 10851 VC,MP20008585,"Mar 23, 2020, 7:43:12 PM","Mar 23, 2020, 7:43:12 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,205 CAPISTRANO DR,MO,CALIFORNIA,95354,-120.9435232,37.64032607,1,0,0,NULL,FELONY,3/23/2020,19,VICTIM,5296,41,MALE
MP20003414 - 460 (B) PC,MP20003414,"Feb 4, 2020, 1:56:14 AM","Feb 4, 2020, 1:56:14 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,1108 CROWS LANDING RD,MO,NULL,95351,-120.9932968,37.61364353,0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY,2/4/2020,12,VICTIM,5297,41,MALE
MP20006518 - 243 (E)(1) PC,MP20006518,"Mar 3, 2020, 10:52:00 AM","Mar 3, 2020, 9:21:16 AM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,CALIFORNIA,95351,Confidential Location,Confidential Location,1,0,0,NULL,MISDEMEANOR,3/3/2020,16,SUSPECT,5298,41,MALE
MP20011004 - 460(B) PC,MP20011004,"Apr 20, 2020, 7:47:00 AM","Apr 19, 2020, 7:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1229 BRIGHTON AVE,MODESTO,CALIFORNIA,95355,-120.9735367,37.66048877,0,0,0,NULL,FELONY,4/20/2020,23,VICTIM,5299,41,FEMALE
MP20004238 - 243 (E)(1) PC,MP20004238,"Feb 11, 2020, 9:15:57 PM","Feb 11, 2020, 9:15:57 PM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,CALIFORNIA,95350,Confidential Location,Confidential Location,1,0,0,NULL,MISDEMEANOR,2/11/2020,13,SUSPECT,5300,41,MALE
MP20007142 - 460(B) PC,MP20007142,"Mar 9, 2020, 7:55:00 AM","Mar 9, 2020, 12:05:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,L ST & 11TH ST,MODESTO,CALIFORNIA,95354,-121.0016555,37.64314608,0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY,3/9/2020,17,VICTIM,5301,41,MALE
MP20800662 - 460(B) PC,MP20800662,"Mar 11, 2020, 4:18:00 PM","Mar 11, 2020, 3:10:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1601 COFFEE RD,MODESTO,CALIFORNIA,95350,-120.9757585,37.66736183,0,0,0,NULL,FELONY,3/11/2020,17,VICTIM,5302,41,FEMALE
MP20008968 - 10851 VC,MP20008968,"Mar 28, 2020, 5:53:00 AM","Mar 28, 2020, 12:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,3725 JULENE DR,MO,NULL,95357,-120.9243295,37.64187471,0,0,0,NULL,FELONY,3/28/2020,19,SUSPECT,5303,41,MALE
MP20009174 - 243 (E)(1) PC,MP20009174,"Mar 30, 2020, 10:00:12 AM","Mar 30, 2020, 9:55:00 AM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,CALIFORNIA,95350,Confidential Location,Confidential Location,0,1,0,NULL,MISDEMEANOR,3/30/2020,20,SUSPECT,5304,41,MALE
MP20004614 - 243 (E)(1) PC,MP20004614,"Feb 15, 2020, 2:54:46 AM","Feb 15, 2020, 2:52:00 AM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,CALIFORNIA,95355,Confidential Location,Confidential Location,1,0,0,NULL,MISDEMEANOR,2/15/2020,13,SUSPECT,5305,41,FEMALE
MP20010079 - 243 (E)(1) PC,MP20010079,"Apr 9, 2020, 8:30:16 PM","Apr 9, 2020, 8:30:16 PM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,CALIFORNIA,95355,Confidential Location,Confidential Location,1,0,0,NULL,MISDEMEANOR,4/9/2020,21,SUSPECT,5306,41,FEMALE
MP20004256 - 243 (E)(1) PC,MP20004256,"Feb 12, 2020, 3:58:26 AM","Feb 12, 2020, 3:58:26 AM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MO,NULL,95350,Confidential Location,Confidential Location,0,1,0,NULL,MISDEMEANOR,2/12/2020,13,SUSPECT,5307,40,FEMALE
MP20009842 - 10851 VC,MP20009842,"Apr 7, 2020, 1:09:00 PM","Feb 21, 2020, 3:30:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,"SCENIC DR, MO / COFFEE RD, MO ( 42/C4 ) ; BIKE TRAIL ENTRANCE",NULL,NULL,NULL,-120.9755312,37.64898949,0,0,0,NULL,FELONY,4/7/2020,21,VICTIM,5308,40,MALE
MP20006026 - 243 (E)(1) PC,MP20006026,"Feb 27, 2020, 8:26:34 PM","Feb 27, 2020, 8:26:34 PM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,CALIFORNIA,95351,Confidential Location,Confidential Location,1,0,0,NULL,MISDEMEANOR,2/27/2020,15,VICTIM,5309,40,MALE
MP20800331 - 460(B) PC,MP20800331,"Feb 2, 2020, 10:39:00 AM","Feb 1, 2020, 1:30:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3000 SISK RD,MODESTO,CALIFORNIA,95350,-121.0497159,37.68223744,0,0,0,NULL,FELONY,2/2/2020,11,VICTIM,5310,40,FEMALE
MP20800153 - 460(B) PC,MP20800153,"Jan 19, 2020, 12:35:00 PM","Nov 25, 2019, 7:30:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3037 SISK RD,MODESTO,CALIFORNIA,95350,-121.0498644,37.68273453,0,0,0,NULL,FELONY,1/19/2020,9,VICTIM,5311,40,MALE
MP20004602 - 460(B) PC,MP20004602,"Feb 15, 2020, 12:04:13 AM","Feb 14, 2020, 8:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,F ST,MODESTO,CALIFORNIA,NULL,-120.9995177,37.63376235,0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY,2/15/2020,13,VICTIM,5312,40,MALE
MP20010144 - 245 (A)(1) PC,MP20010144,"Apr 10, 2020, 5:00:12 PM","Apr 10, 2020, 5:00:12 PM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,2307 OAKDALE RD,MO,CALIFORNIA,95355,-120.9594126,37.67510695,1,0,0,NULL,FELONY,4/10/2020,21,SUSPECT,5313,40,MALE
MP20005354 - 273.5 (A) PC,MP20005354,"Feb 22, 2020, 3:35:02 AM","Feb 22, 2020, 3:35:02 AM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,MODESTO,CALIFORNIA,95351,Confidential Location,Confidential Location,0,0,0,NULL,FELONY,2/22/2020,14,VICTIM,5314,40,MALE
MP20005354 - 211 PC,MP20005354,"Feb 22, 2020, 3:35:02 AM","Feb 22, 2020, 3:35:02 AM",211 PC,211 PC ROBBERY 03 Robbery 853,"13TH ST, MO / D ST, MO ( 46/B2 )",MODESTO,CALIFORNIA,95351,-120.9905579,37.63687842,0,0,0,NULL,FELONY,2/22/2020,14,VICTIM,5314,40,MALE
MP20008106 - 10851 VC,MP20008106,"Mar 18, 2020, 8:46:00 AM","Mar 17, 2020, 10:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2533 MILLER AVE,MODESTO,CALIFORNIA,95354,-120.9483357,37.64019815,0,0,0,NULL,FELONY,3/18/2020,18,VICTIM,5315,40,MALE
MP20008628 - 10851 VC,MP20008628,"Mar 25, 2020, 12:14:50 AM","Mar 25, 2020, 12:14:50 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,"MC HENRY AVE, MO / E MORRIS AVE, MO ( 42/A3 )",MODESTO,CALIFORNIA,NULL,-120.9937918,37.65096323,1,0,0,NULL,FELONY,3/25/2020,19,VICTIM,5316,40,MALE
MP20009316 - 243 (E)(1) PC,MP20009316,"Mar 31, 2020, 7:48:47 PM","Mar 31, 2020, 7:48:47 PM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,CALIFORNIA,95355,Confidential Location,Confidential Location,0,1,0,NULL,MISDEMEANOR,3/31/2020,20,VICTIM,5317,40,FEMALE
MP20800205 - 460(B) PC,MP20800205,"Jan 22, 2020, 8:41:00 AM","Jan 22, 2020, 8:25:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,500 KING RICHARD LN,MODESTO,CALIFORNIA,95350,-120.9873197,37.68250205,0,0,0,NULL,FELONY,1/22/2020,10,VICTIM,5318,40,MALE
MP20004047 - 273.5 (A) PC,MP20004047,"Feb 10, 2020, 12:34:49 AM","Feb 10, 2020, 12:34:49 AM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,MO,CALIFORNIA,95350,Confidential Location,Confidential Location,1,0,0,NULL,FELONY,2/10/2020,13,SUSPECT,5319,40,FEMALE
MP20004047 - 245 (A)(1) PC,MP20004047,"Feb 10, 2020, 12:34:49 AM","Feb 10, 2020, 12:34:49 AM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,1912 INNSBROOK DR,MO,CALIFORNIA,95350,-121.0268593,37.68755056,1,0,0,NULL,FELONY,2/10/2020,13,SUSPECT,5319,40,FEMALE
MP20009293 - 243 (E)(1) PC,MP20009293,"Mar 31, 2020, 2:51:33 PM","Mar 31, 2020, 2:44:00 PM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,CALIFORNIA,95350,Confidential Location,Confidential Location,0,0,0,NULL,MISDEMEANOR,3/31/2020,20,SUSPECT,5320,40,MALE
