year,state_abbr,type,population,incidents,unemp
1988,MT,aggravated assault,804000,651,0.066
1988,NC,aggravated assault,6526000,23325,0.036
1988,ND,aggravated assault,663000,252,0.047
1988,NE,aggravated assault,1601000,3033,0.036
1988,NH,aggravated assault,1097000,1090,0.024
1988,NJ,aggravated assault,7720000,23055,0.038
1988,NM,aggravated assault,1510000,7628,0.075
1988,NV,aggravated assault,1060000,4295,0.052
1988,NY,aggravated assault,17898000,91239,0.043
1988,OH,aggravated assault,10872000,26381,0.061
1988,OK,aggravated assault,3263000,9279,0.064
1988,OR,aggravated assault,2741000,8420,0.058
1988,PA,aggravated assault,12027000,23275,0.051
1988,RI,aggravated assault,995000,2457,0.031
1988,SC,aggravated assault,3493000,19714,0.047
1988,SD,aggravated assault,715000,512,0.041
1988,TN,aggravated assault,4919000,15006,0.058
1988,TX,aggravated assault,16780000,60057,0.074
1988,UT,aggravated assault,1691000,2749,0.05
1988,VA,aggravated assault,5996000,9102,0.039
1988,VT,aggravated assault,556000,563,0.03
1988,WA,aggravated assault,4619000,11930,0.063
1988,WI,aggravated assault,4858000,6047,0.044
1988,WV,aggravated assault,1884000,1386,0.099
1988,WY,aggravated assault,471000,1283,0.065
1989,AK,aggravated assault,527000,1946,0.07
1989,AL,aggravated assault,4118000,17117,0.07
1989,AR,aggravated assault,2406000,7610,0.07
1989,AZ,aggravated assault,3556000,14853,0.053
1989,CA,aggravated assault,29063000,172581,0.051
1989,CO,aggravated assault,3317000,11304,0.057
1989,CT,aggravated assault,3239000,8538,0.038
1989,DC,aggravated assault,604000,5775,0.049
1989,DE,aggravated assault,673000,2208,0.035
1989,FL,aggravated assault,12671000,81683,0.056
1989,GA,aggravated assault,6436000,25937,0.055
1989,HI,aggravated assault,1112000,1530,0.025
1989,IA,aggravated assault,2840000,5942,0.042
1989,ID,aggravated assault,1014000,2168,0.053
1989,IL,aggravated assault,11658000,54261,0.06
1989,IN,aggravated assault,5593000,14907,0.048
1989,KS,aggravated assault,2513000,6510,0.042
1989,KY,aggravated assault,3727000,9256,0.064
1989,LA,aggravated assault,4382000,21532,0.08
1989,MA,aggravated assault,5913000,25797,0.041
1989,MD,aggravated assault,4694000,22236,0.038
1989,ME,aggravated assault,1222000,1115,0.04
1989,MI,aggravated assault,9273000,37527,0.071
1989,MN,aggravated assault,4353000,6947,0.043
1989,MO,aggravated assault,5159000,20578,0.055
1989,MT,aggravated assault,806000,630,0.058
1989,NC,aggravated assault,6571000,24584,0.035
1989,ND,aggravated assault,660000,274,0.043
1989,NE,aggravated assault,1611000,3245,0.029
1989,NH,aggravated assault,1107000,1238,0.035
1989,NJ,aggravated assault,7736000,23129,0.041
1989,NM,aggravated assault,1528000,8314,0.067
1989,NV,aggravated assault,1111000,3410,0.047
1989,NY,aggravated assault,17950000,91571,0.05
1989,OH,aggravated assault,10907000,26950,0.056
1989,OK,aggravated assault,3224000,10358,0.057
1989,OR,aggravated assault,2820000,8895,0.054
1989,PA,aggravated assault,12040000,23845,0.047
1989,RI,aggravated assault,998000,2335,0.041
1989,SC,aggravated assault,3512000,22050,0.046
1989,SD,aggravated assault,715000,647,0.04
1989,TN,aggravated assault,4940000,16505,0.051
1989,TX,aggravated assault,16991000,63996,0.067
1989,UT,aggravated assault,1707000,2985,0.046
1989,VA,aggravated assault,6098000,10445,0.039
1989,VT,aggravated assault,567000,509,0.035
1989,WA,aggravated assault,4761000,12641,0.059
1989,WI,aggravated assault,4867000,6006,0.044
1989,WV,aggravated assault,1857000,1463,0.086
1989,WY,aggravated assault,475000,991,0.062
1990,AK,aggravated assault,550043,2021,0.072
1990,AL,aggravated assault,4040587,21039,0.068
1990,AR,aggravated assault,2350725,8590,0.069
1990,AZ,aggravated assault,3665228,16230,0.053
1990,CA,aggravated assault,29760021,182602,0.058
1990,CO,aggravated assault,3294394,12684,0.052
1990,CT,aggravated assault,3287116,9400,0.051
1990,DC,aggravated assault,606900,6779,0.063
1990,DE,aggravated assault,666168,2647,0.047
1990,FL,aggravated assault,12937926,98902,0.061
1990,GA,aggravated assault,6478216,27690,0.055
1990,HI,aggravated assault,1108229,1696,0.027
1990,IA,aggravated assault,2776755,6668,0.044
1990,ID,aggravated assault,1006749,2323,0.055
1990,IL,aggravated assault,11430602,59850,0.061
1990,IN,aggravated assault,5544159,18209,0.053
1990,KS,aggravated assault,2477574,7079,0.043
1990,KY,aggravated assault,3685296,10509,0.06
1990,LA,aggravated assault,4219973,24022,0.062
1990,MA,aggravated assault,6016425,28965,0.063
1990,MD,aggravated assault,4781468,23809,0.045
1990,ME,aggravated assault,1227928,1179,0.053
1990,MI,aggravated assault,9295297,43536,0.076
1990,MN,aggravated assault,4375099,7731,0.048
1990,MO,aggravated assault,5117073,23417,0.058
1990,MT,aggravated assault,799065,866,0.06
1990,NC,aggravated assault,6628637,28267,0.041
1990,ND,aggravated assault,638800,303,0.04
1990,NE,aggravated assault,1578385,3886,0.024
1990,NH,aggravated assault,1109252,750,0.057
1990,NJ,aggravated assault,7730188,24049,0.051
1990,NM,aggravated assault,1515069,9185,0.066
1990,NV,aggravated assault,1201833,3494,0.047
1990,NY,aggravated assault,17990455,92105,0.053
1990,OH,aggravated assault,10847115,28715,0.056
1990,OK,aggravated assault,3145585,11654,0.057
1990,OR,aggravated assault,2842321,8863,0.055
1990,PA,aggravated assault,11881643,26414,0.055
1990,RI,aggravated assault,1003464,2814,0.064
1990,SC,aggravated assault,3486703,26474,0.048
1990,SD,aggravated assault,696004,794,0.038
1990,TN,aggravated assault,4877185,20447,0.053
1990,TX,aggravated assault,16986510,73907,0.063
1990,UT,aggravated assault,1722850,3209,0.044
1990,VA,aggravated assault,6187358,11608,0.045
1990,VT,aggravated assault,562758,491,0.05
1990,WA,aggravated assault,4866692,14731,0.052
1990,WI,aggravated assault,4891769,6196,0.044
1990,WV,aggravated assault,1793477,1831,0.085
1990,WY,aggravated assault,453588,1139,0.053
1991,AK,aggravated assault,570000,2289,0.085
1991,AL,aggravated assault,4089000,26348,0.073
1991,AR,aggravated assault,2372000,9533,0.074
1991,AZ,aggravated assault,3750000,17056,0.059
1991,CA,aggravated assault,30380000,189428,0.077
1991,CO,aggravated assault,3377000,13472,0.052
1991,CT,aggravated assault,3291000,9230,0.065
1991,DC,aggravated assault,598000,6706,0.078
1991,DE,aggravated assault,680000,2772,0.062
1991,FL,aggravated assault,13277000,96047,0.075
1991,GA,aggravated assault,6623000,27483,0.052
1991,HI,aggravated assault,1135000,1338,0.029
1991,IA,aggravated assault,2795000,6580,0.047
1991,ID,aggravated assault,1039000,2482,0.062
1991,IL,aggravated assault,11543000,61387,0.072
1991,IN,aggravated assault,5610000,19102,0.06
1991,KS,aggravated assault,2495000,7741,0.044
1991,KY,aggravated assault,3713000,11610,0.073
1991,LA,aggravated assault,4252000,26120,0.073
1991,MA,aggravated assault,5996000,30294,0.086
1991,MD,aggravated assault,4860000,23888,0.061
1991,ME,aggravated assault,1235000,1066,0.075
1991,MI,aggravated assault,9368000,44061,0.092
1991,MN,aggravated assault,4432000,7768,0.052
1991,MO,aggravated assault,5158000,24107,0.066
1991,MT,aggravated assault,808000,799,0.069
1991,NC,aggravated assault,6737000,29265,0.058
1991,ND,aggravated assault,635000,241,0.044
1991,NE,aggravated assault,1593000,3970,0.027
1991,NH,aggravated assault,1105000,583,0.073
1991,NJ,aggravated assault,7760000,23848,0.067
1991,NM,aggravated assault,1548000,10086,0.071
1991,NV,aggravated assault,1284000,3681,0.058
1991,NY,aggravated assault,18058000,90186,0.072
1991,OH,aggravated assault,10939000,31393,0.065
1991,OK,aggravated assault,3175000,12594,0.063
1991,OR,aggravated assault,2922000,8714,0.064
1991,PA,aggravated assault,11961000,26440,0.071
1991,RI,aggravated assault,1004000,3057,0.086
1991,SC,aggravated assault,3560000,26029,0.061
1991,SD,aggravated assault,703000,858,0.035
1991,TN,aggravated assault,4953000,22566,0.067
1991,TX,aggravated assault,17349000,84125,0.069
1991,UT,aggravated assault,1770000,3241,0.047
1991,VA,aggravated assault,6286000,12346,0.059
1991,VT,aggravated assault,567000,410,0.066
1991,WA,aggravated assault,5018000,15181,0.063
1991,WI,aggravated assault,4955000,6330,0.055
1991,WV,aggravated assault,1801000,2135,0.107
1991,WY,aggravated assault,460000,1214,0.052
1992,AK,aggravated assault,587000,2614,0.089
1992,AL,aggravated assault,4136000,27074,0.076
1992,AR,aggravated assault,2399000,9571,0.071
1992,AZ,aggravated assault,3832000,17880,0.075
1992,CA,aggravated assault,30867000,198045,0.093
1992,CO,aggravated assault,3470000,14049,0.06
1992,CT,aggravated assault,3281000,8284,0.075
1992,DC,aggravated assault,589000,8568,0.086
1992,DE,aggravated assault,689000,2615,0.054
1992,FL,aggravated assault,13488000,104827,0.082
1992,GA,aggravated assault,6751000,28835,0.069
1992,HI,aggravated assault,1160000,1365,0.043
1992,IA,aggravated assault,2812000,6131,0.045
1992,ID,aggravated assault,1067000,2398,0.064
1992,IL,aggravated assault,11631000,60057,0.079
1992,IN,aggravated assault,5662000,19008,0.065
1992,KS,aggravated assault,2523000,8418,0.045
1992,KY,aggravated assault,3755000,15409,0.069
1992,LA,aggravated assault,4287000,28013,0.08
1992,MA,aggravated assault,5998000,33288,0.085
1992,MD,aggravated assault,4908000,25157,0.068
1992,ME,aggravated assault,1235000,1013,0.073
1992,MI,aggravated assault,9437000,43282,0.09
1992,MN,aggravated assault,4480000,8248,0.051
1992,MO,aggravated assault,5193000,24223,0.062
1992,MT,aggravated assault,824000,944,0.067
1992,NC,aggravated assault,6843000,30638,0.061
1992,ND,aggravated assault,636000,320,0.048
1992,NE,aggravated assault,1606000,4115,0.029
1992,NH,aggravated assault,1111000,588,0.073
1992,NJ,aggravated assault,7789000,23740,0.084
1992,NM,aggravated assault,1581000,11448,0.072
1992,NV,aggravated assault,1327000,3872,0.067
1992,NY,aggravated assault,18119000,87608,0.086
1992,OH,aggravated assault,11016000,29547,0.074
1992,OK,aggravated assault,3212000,13863,0.06
1992,OR,aggravated assault,2977000,8963,0.074
1992,PA,aggravated assault,12009000,25505,0.076
1992,RI,aggravated assault,1005000,2668,0.089
1992,SC,aggravated assault,3603000,25436,0.067
1992,SD,aggravated assault,711000,891,0.033
1992,TN,aggravated assault,5024000,23626,0.065
1992,TX,aggravated assault,17656000,86105,0.076
1992,UT,aggravated assault,1813000,3376,0.049
1992,VA,aggravated assault,6377000,12548,0.063
1992,VT,aggravated assault,570000,419,0.061
1992,WA,aggravated assault,5136000,16321,0.073
1992,WI,aggravated assault,5007000,6276,0.051
1992,WV,aggravated assault,1812000,2537,0.113
1992,WY,aggravated assault,466000,1225,0.056
1993,AK,aggravated assault,599000,3268,0.077
1993,AL,aggravated assault,4187000,24044,0.073
1993,AR,aggravated assault,2424000,10079,0.062
1993,AZ,aggravated assault,3936000,19903,0.064
1993,CA,aggravated assault,31211000,194083,0.095
1993,CO,aggravated assault,3566000,14230,0.053
1993,CT,aggravated assault,3277000,7496,0.066
1993,DC,aggravated assault,578000,9003,0.085
1993,DE,aggravated assault,700000,2920,0.05
1993,FL,aggravated assault,13679000,107479,0.071
1993,GA,aggravated assault,6917000,29628,0.06
1993,HI,aggravated assault,1172000,1408,0.045
1993,IA,aggravated assault,2814000,6890,0.041
1993,ID,aggravated assault,1099000,2491,0.06
1993,IL,aggravated assault,11697000,62298,0.074
1993,IN,aggravated assault,5713000,18432,0.054
1993,KS,aggravated assault,2531000,8259,0.05
1993,KY,aggravated assault,3789000,12555,0.062
1993,LA,aggravated assault,4295000,30727,0.076
1993,MA,aggravated assault,6012000,35591,0.07
1993,MD,aggravated assault,4965000,25141,0.062
1993,ME,aggravated assault,1239000,945,0.073
1993,MI,aggravated assault,9478000,44747,0.072
1993,MN,aggravated assault,4517000,7943,0.05
1993,MO,aggravated assault,5234000,23825,0.062
1993,MT,aggravated assault,839000,958,0.061
1993,NC,aggravated assault,6945000,30650,0.05
1993,ND,aggravated assault,635000,309,0.043
1993,NE,aggravated assault,1607000,4558,0.028
1993,NH,aggravated assault,1125000,721,0.062
1993,NJ,aggravated assault,7879000,23438,0.076
1993,NM,aggravated assault,1616000,11815,0.07
1993,NV,aggravated assault,1389000,6443,0.069
1993,NY,aggravated assault,18197000,85802,0.079
1993,OH,aggravated assault,11091000,28431,0.066
1993,OK,aggravated assault,3231000,14712,0.059
1993,OR,aggravated assault,3032000,9630,0.07
1993,PA,aggravated assault,12048000,24714,0.07
1993,RI,aggravated assault,1000000,2681,0.077
1993,SC,aggravated assault,3643000,28174,0.073
1993,SD,aggravated assault,715000,1041,0.034
1993,TN,aggravated assault,5099000,24758,0.058
1993,TX,aggravated assault,18031000,84881,0.072
1993,UT,aggravated assault,1860000,3622,0.041
1993,VA,aggravated assault,6491000,12322,0.052
1993,VT,aggravated assault,576000,356,0.052
1993,WA,aggravated assault,5255000,16181,0.073
1993,WI,aggravated assault,5038000,6116,0.048
1993,WV,aggravated assault,1820000,2520,0.106
1993,WY,aggravated assault,470000,1087,0.054
1994,AK,aggravated assault,606000,3302,0.076
1994,AL,aggravated assault,4219000,19633,0.062
1994,AR,aggravated assault,2453000,10118,0.054
1994,AZ,aggravated assault,4075000,20161,0.062
1994,CA,aggravated assault,31431000,191548,0.086
1994,CO,aggravated assault,3656000,12944,0.043
1994,CT,aggravated assault,3275000,7745,0.056
1994,DC,aggravated assault,570000,8218,0.08
1994,DE,aggravated assault,706000,2829,0.048
1994,FL,aggravated assault,13953000,105679,0.065
1994,GA,aggravated assault,7055000,28249,0.052
1994,HI,aggravated assault,1179000,1461,0.055
1994,IA,aggravated assault,2829000,6874,0.035
1994,ID,aggravated assault,1133000,2673,0.054
1994,IL,aggravated assault,11752000,63849,0.058
1994,IN,aggravated assault,5752000,20216,0.049
1994,KS,aggravated assault,2554000,7149,0.049
1994,KY,aggravated assault,3827000,11802,0.054
1994,LA,aggravated assault,4315000,28060,0.079
1994,MA,aggravated assault,6041000,30550,0.061
1994,MD,aggravated assault,5006000,24696,0.053
1994,ME,aggravated assault,1240000,987,0.07
1994,MI,aggravated assault,9496000,43371,0.06
1994,MN,aggravated assault,4567000,8155,0.041
1994,MO,aggravated assault,5278000,24553,0.051
1994,MT,aggravated assault,856000,975,0.053
1994,NC,aggravated assault,7070000,30391,0.044
1994,ND,aggravated assault,638000,301,0.037
1994,NE,aggravated assault,1623000,4548,0.027
1994,NH,aggravated assault,1137000,597,0.047
1994,NJ,aggravated assault,7904000,23414,0.068
1994,NM,aggravated assault,1654000,11336,0.065
1994,NV,aggravated assault,1457000,8292,0.062
1994,NY,aggravated assault,18169000,82100,0.07
1994,OH,aggravated assault,11102000,27216,0.056
1994,OK,aggravated assault,3258000,15209,0.056
1994,OR,aggravated assault,3086000,10320,0.054
1994,PA,aggravated assault,12052000,25071,0.063
1994,RI,aggravated assault,997000,2560,0.069
1994,SC,aggravated assault,3664000,28595,0.062
1994,SD,aggravated assault,721000,1193,0.033
1994,TN,aggravated assault,5175000,24943,0.049
1994,TX,aggravated assault,18378000,81071,0.065
1994,UT,aggravated assault,1908000,3735,0.038
1994,VA,aggravated assault,6552000,12294,0.049
1994,VT,aggravated assault,580000,325,0.046
1994,WA,aggravated assault,5343000,16329,0.066
1994,WI,aggravated assault,5082000,6590,0.045
1994,WV,aggravated assault,1822000,2690,0.088
1994,WY,aggravated assault,476000,1042,0.05
1995,AK,aggravated assault,604000,3179,0.073
1995,AL,aggravated assault,4253000,17169,0.06
1995,AR,aggravated assault,2484000,9435,0.048
1995,AZ,aggravated assault,4218000,20909,0.054
1995,CA,aggravated assault,31589000,186458,0.079
1995,CO,aggravated assault,3747000,11194,0.04
1995,CT,aggravated assault,3275000,7022,0.055
1995,DC,aggravated assault,554000,7228,0.088
1995,DE,aggravated assault,717000,3173,0.043
1995,FL,aggravated assault,14166000,101302,0.055
1995,GA,aggravated assault,7201000,29318,0.048
1995,HI,aggravated assault,1187000,1564,0.059
1995,IA,aggravated assault,2842000,7894,0.035
1995,ID,aggravated assault,1163000,3088,0.054
1995,IL,aggravated assault,11830000,73163,0.052
1995,IN,aggravated assault,5803000,20211,0.046
1995,KS,aggravated assault,2565000,6920,0.044
1995,KY,aggravated assault,3860000,8571,0.054
1995,LA,aggravated assault,4342000,29484,0.07
1995,MA,aggravated assault,6074000,30626,0.053
1995,MD,aggravated assault,5042000,25697,0.05
1995,ME,aggravated assault,1241000,1007,0.06
1995,MI,aggravated assault,9549000,41070,0.053
1995,MN,aggravated assault,4610000,7939,0.038
1995,MO,aggravated assault,5324000,22296,0.047
1995,MS,aggravated assault,2697000,8628,0.062
1995,MT,aggravated assault,870000,972,0.057
1995,NC,aggravated assault,7195000,30615,0.043
1995,ND,aggravated assault,641000,340,0.032
1995,NE,aggravated assault,1637000,4821,0.027
1995,NH,aggravated assault,1148000,646,0.04
1995,NJ,aggravated assault,7945000,22830,0.064
1995,NM,aggravated assault,1685000,10098,0.066
1995,NV,aggravated assault,1530000,8395,0.056
1995,NY,aggravated assault,18136000,74351,0.063
1995,OH,aggravated assault,11151000,28433,0.048
1995,OK,aggravated assault,3278000,16121,0.046
1995,OR,aggravated assault,3141000,10638,0.049
1995,PA,aggravated assault,12072000,24927,0.059
1995,RI,aggravated assault,990000,2429,0.063
1995,SC,aggravated assault,3673000,27577,0.052
1995,SD,aggravated assault,729000,1012,0.031
1995,TN,aggravated assault,5256000,25783,0.052
1995,TX,aggravated assault,18724000,80380,0.061
1995,UT,aggravated assault,1951000,4196,0.035
1995,VA,aggravated assault,6618000,12901,0.045
1995,VT,aggravated assault,585000,450,0.043
1995,WA,aggravated assault,5431000,15602,0.064
1995,WI,aggravated assault,5123000,7602,0.038
1995,WV,aggravated assault,1828000,2584,0.079
1995,WY,aggravated assault,480000,959,0.048
1996,AK,aggravated assault,607000,3264,0.076
1996,AL,aggravated assault,4273000,15194,0.052
1996,AR,aggravated assault,2510000,9032,0.053
1996,AZ,aggravated assault,4428000,18776,0.056
1996,CA,aggravated assault,31878000,167614,0.073
1996,CO,aggravated assault,3823000,9763,0.042
1996,CT,aggravated assault,3274000,7025,0.055
1996,DC,aggravated assault,543000,6310,0.084
1996,DE,aggravated assault,725000,3056,0.051
1996,FL,aggravated assault,14400000,101122,0.051
1996,GA,aggravated assault,7353000,28879,0.047
1996,HI,aggravated assault,1184000,1350,0.063
1996,IA,aggravated assault,2852000,5871,0.035
1996,ID,aggravated assault,1189000,2580,0.053
1996,IL,aggravated assault,11847000,66649,0.053
1996,IN,aggravated assault,5841000,21705,0.041
1996,KS,aggravated assault,2572000,6900,0.043
1996,KY,aggravated assault,3884000,7347,0.055
1996,LA,aggravated assault,4351000,25823,0.066
1996,MA,aggravated assault,6092000,29420,0.044
1996,MD,aggravated assault,5072000,24793,0.051
1996,ME,aggravated assault,1243000,976,0.052
1996,MI,aggravated assault,9594000,37856,0.049
1996,MN,aggravated assault,4658000,7903,0.04
1996,MO,aggravated assault,5359000,20528,0.048
1996,MS,aggravated assault,2716000,8333,0.06
1996,MT,aggravated assault,879000,882,0.053
1996,NC,aggravated assault,7323000,28159,0.043
1996,ND,aggravated assault,644000,301,0.029
1996,NE,aggravated assault,1652000,5635,0.027
1996,NH,aggravated assault,1162000,632,0.038
1996,NJ,aggravated assault,7988000,21307,0.062
1996,NM,aggravated assault,1713000,10332,0.072
1996,NV,aggravated assault,1603000,6998,0.05
1996,NY,aggravated assault,18185000,64857,0.062
1996,OH,aggravated assault,11173000,24405,0.05
1996,OK,aggravated assault,3301000,14423,0.041
1996,OR,aggravated assault,3204000,9522,0.057
1996,PA,aggravated assault,12056000,31401,0.055
1996,RI,aggravated assault,990000,2301,0.055
1996,SC,aggravated assault,3699000,28361,0.058
1996,SD,aggravated assault,732000,850,0.032
1996,TN,aggravated assault,5320000,26295,0.052
1996,TX,aggravated assault,19128000,80613,0.057
1996,UT,aggravated assault,2000000,4362,0.034
1996,VA,aggravated assault,6675000,12318,0.045
1996,VT,aggravated assault,589000,453,0.043
1996,WA,aggravated assault,5533000,14187,0.061
1996,WI,aggravated assault,5160000,6767,0.036
1996,WV,aggravated assault,1826000,2672,0.075
1996,WY,aggravated assault,481000,947,0.049
1997,AK,aggravated assault,609000,3165,0.072
1997,AL,aggravated assault,4319000,15626,0.05
1997,AR,aggravated assault,2523000,9131,0.052
1997,AZ,aggravated assault,4555000,18997,0.046
1997,CA,aggravated assault,32268000,163346,0.064
1997,CO,aggravated assault,3893000,9063,0.035
1997,CT,aggravated assault,3270000,6918,0.05
1997,DC,aggravated assault,529000,5688,0.08
1997,DE,aggravated assault,732000,3520,0.04
1997,FL,aggravated assault,14654000,100926,0.048
1997,GA,aggravated assault,7486000,27044,0.046
1997,HI,aggravated assault,1187000,1478,0.062
1997,IA,aggravated assault,2852000,6617,0.031
1997,ID,aggravated assault,1210000,2481,0.052
1997,IL,aggravated assault,11896000,63842,0.048
1997,IN,aggravated assault,5864000,20058,0.035
1997,KS,aggravated assault,2595000,7287,0.038
1997,KY,aggravated assault,3908000,7308,0.053
1997,LA,aggravated assault,4352000,24360,0.06
1997,MA,aggravated assault,6118000,30969,0.039
1997,MD,aggravated assault,5094000,23654,0.05
1997,ME,aggravated assault,1242000,964,0.051
1997,MI,aggravated assault,9774000,36900,0.043
1997,MN,aggravated assault,4686000,7879,0.033
1997,MO,aggravated assault,5402000,20811,0.043
1997,MS,aggravated assault,2731000,7644,0.057
1997,MT,aggravated assault,879000,769,0.053
1997,NC,aggravated assault,7425000,29292,0.038
1997,ND,aggravated assault,641000,353,0.027
1997,NE,aggravated assault,1657000,5712,0.025
1997,NH,aggravated assault,1173000,643,0.033
1997,NJ,aggravated assault,8053000,20650,0.053
1997,NM,aggravated assault,1730000,10790,0.063
1997,NV,aggravated assault,1677000,7132,0.044
1997,NY,aggravated assault,18137000,63628,0.064
1997,OH,aggravated assault,11186000,25862,0.046
1997,OK,aggravated assault,3317000,13368,0.041
1997,OR,aggravated assault,3243000,9200,0.057
1997,PA,aggravated assault,12020000,30358,0.051
1997,RI,aggravated assault,987000,2197,0.052
1997,SC,aggravated assault,3760000,28460,0.046
1997,SD,aggravated assault,738000,918,0.029
1997,TN,aggravated assault,5368000,27335,0.053
1997,TX,aggravated assault,19439000,77266,0.053
1997,UT,aggravated assault,2059000,4443,0.032
1997,VA,aggravated assault,6734000,12558,0.038
1997,VT,aggravated assault,589000,461,0.039
1997,WA,aggravated assault,5610000,14864,0.049
1997,WI,aggravated assault,5170000,7521,0.036
1997,WV,aggravated assault,1816000,2759,0.069
1997,WY,aggravated assault,480000,986,0.048
1998,AK,aggravated assault,614000,3021,0.064
1998,AL,aggravated assault,4352000,14791,0.044
1998,AR,aggravated assault,2538000,8906,0.052
1998,AZ,aggravated assault,4669000,17442,0.043
1998,CA,aggravated assault,32667000,149148,0.059
1998,CO,aggravated assault,3971000,9704,0.036
1998,CT,aggravated assault,3274000,6751,0.034
1998,DC,aggravated assault,523000,4932,0.084
1998,DE,aggravated assault,744000,3707,0.037
1998,FL,aggravated assault,14916000,95447,0.043
1998,GA,aggravated assault,7642000,26514,0.043
1998,HI,aggravated assault,1193000,1345,0.061
1998,IA,aggravated assault,2862000,6678,0.028
1998,ID,aggravated assault,1229000,2782,0.051
1998,IL,aggravated assault,12045000,62261,0.044
1998,IN,aggravated assault,5899000,16456,0.031
1998,KS,aggravated assault,2629000,7384,0.035
1998,KY,aggravated assault,3936000,8097,0.046
1998,LA,aggravated assault,4369000,23237,0.057
1998,MA,aggravated assault,6147000,30443,0.033
1998,MD,aggravated assault,5135000,23337,0.044
1998,ME,aggravated assault,1244000,1052,0.045
1998,MI,aggravated assault,9817000,39987,0.039
1998,MN,aggravated assault,4725000,7806,0.027
1998,MO,aggravated assault,5439000,20244,0.042
1998,MS,aggravated assault,2752000,6567,0.053
1998,MT,aggravated assault,880000,1312,0.055
1998,NC,aggravated assault,7546000,28667,0.035
1998,ND,aggravated assault,638000,286,0.029
1998,NE,aggravated assault,1663000,5749,0.026
1998,NH,aggravated assault,1185000,597,0.028
1998,NJ,aggravated assault,8115000,18663,0.046
1998,NM,aggravated assault,1737000,12714,0.061
1998,NV,aggravated assault,1747000,5710,0.042
1998,NY,aggravated assault,18175000,62023,0.056
1998,OH,aggravated assault,11209000,20682,0.043
1998,OK,aggravated assault,3347000,13258,0.043
1998,OR,aggravated assault,3282000,8893,0.058
1998,PA,aggravated assault,12001000,26827,0.046
1998,RI,aggravated assault,988000,2050,0.046
1998,SC,aggravated assault,3836000,26645,0.038
1998,SD,aggravated assault,738000,722,0.028
1998,TN,aggravated assault,5431000,26220,0.043
1998,TX,aggravated assault,19760000,73630,0.049
1998,UT,aggravated assault,2100000,4274,0.037
1998,VA,aggravated assault,6791000,12712,0.029
1998,VT,aggravated assault,591000,396,0.034
1998,WA,aggravated assault,5689000,14839,0.048
1998,WI,aggravated assault,5224000,7308,0.034
1998,WV,aggravated assault,1811000,3410,0.066
1998,WY,aggravated assault,481000,957,0.047
1999,AK,aggravated assault,619500,2773,0.065
1999,AL,aggravated assault,4369862,14266,0.047
1999,AR,aggravated assault,2551373,7971,0.046
1999,AZ,aggravated assault,4778332,17279,0.044
1999,CA,aggravated assault,33145121,136472,0.052
1999,CO,aggravated assault,4056133,8891,0.031
1999,CT,aggravated assault,3282031,6527,0.029
1999,DC,aggravated assault,519000,4615,0.064
1999,DE,aggravated assault,753538,3489,0.034
1999,FL,aggravated assault,15111244,89226,0.039
1999,GA,aggravated assault,7788240,25721,0.039
1999,HI,aggravated assault,1185497,1343,0.054
1999,IA,aggravated assault,2869413,6160,0.026
1999,ID,aggravated assault,1251700,2401,0.049
1999,IL,aggravated assault,12128370,52020,0.044
1999,IN,aggravated assault,5942901,13767,0.03
1999,KS,aggravated assault,2654052,6887,0.033
1999,KY,aggravated assault,3960825,7757,0.045
1999,LA,aggravated assault,4372035,22526,0.051
1999,MA,aggravated assault,6175169,26307,0.032
1999,MD,aggravated assault,5171634,22795,0.036
1999,ME,aggravated assault,1253040,897,0.04
1999,MI,aggravated assault,9863775,37062,0.037
1999,MN,aggravated assault,4775508,6996,0.028
1999,MO,aggravated assault,5468338,18406,0.033
1999,MS,aggravated assault,2768619,5211,0.051
1999,MT,aggravated assault,882779,1536,0.053
1999,NC,aggravated assault,7650789,26680,0.032
1999,ND,aggravated assault,633666,216,0.033
1999,NE,aggravated assault,1666028,5429,0.028
1999,NH,aggravated assault,1201134,539,0.027
1999,NJ,aggravated assault,8143412,17601,0.045
1999,NM,aggravated assault,1739844,10827,0.056
1999,NV,aggravated assault,1809253,4994,0.04
1999,NY,aggravated assault,18196601,58860,0.052
1999,OH,aggravated assault,11256654,16685,0.043
1999,OK,aggravated assault,3358044,12675,0.035
1999,OR,aggravated assault,3316154,8267,0.055
1999,PA,aggravated assault,11994016,27890,0.044
1999,RI,aggravated assault,990819,1625,0.042
1999,SC,aggravated assault,3885736,25315,0.043
1999,SD,aggravated assault,733133,770,0.027
1999,TN,aggravated assault,5483535,26707,0.04
1999,TX,aggravated assault,20044141,74070,0.047
1999,UT,aggravated assault,2129836,3861,0.035
1999,VA,aggravated assault,6872912,12567,0.028
1999,VT,aggravated assault,593740,458,0.03
1999,WA,aggravated assault,5756361,13026,0.049
1999,WI,aggravated assault,5250446,7225,0.031
1999,WV,aggravated assault,1806928,5259,0.065
1999,WY,aggravated assault,479602,893,0.046
2000,AK,aggravated assault,626932,2540,0.064
2000,AL,aggravated assault,4447100,14107,0.046
2000,AR,aggravated assault,2673400,8887,0.043
2000,AZ,aggravated assault,5130632,17841,0.04
2000,CA,aggravated assault,33871648,138418,0.049
2000,CO,aggravated assault,4301261,9425,0.028
2000,CT,aggravated assault,3405565,6450,0.024
2000,DC,aggravated assault,572059,4582,0.056
