year,state_abbr,type,population,incidents,unemp
1985,NC,rape,6255000,1488,0.056
1985,ND,rape,685000,50,0.057
1985,NE,rape,1606000,376,0.052
1985,NH,rape,998000,191,0.037
1985,NJ,rape,7562000,2424,0.056
1985,NM,rape,1450000,722,0.083
1985,NV,rape,936000,564,0.077
1985,NY,rape,17783000,5706,0.066
1985,OH,rape,10744000,3966,0.089
1985,OK,rape,3301000,1252,0.072
1985,OR,rape,2687000,1363,0.088
1985,PA,rape,11853000,2886,0.08
1985,RI,rape,968000,253,0.047
1985,SC,rape,3347000,1385,0.069
1985,SD,rape,708000,168,0.049
1985,TN,rape,4762000,2027,0.08
1985,TX,rape,16370000,8364,0.07
1985,UT,rape,1645000,381,0.06
1985,VA,rape,5706000,1551,0.055
1985,VT,rape,535000,103,0.048
1985,WA,rape,4409000,2420,0.084
1985,WI,rape,4775000,875,0.072
1985,WV,rape,1936000,359,0.131
1985,WY,rape,509000,114,0.069
1986,AK,rape,534000,388,0.11
1986,AL,rape,4053000,1150,0.097
1986,AR,rape,2372000,686,0.086
1986,AZ,rape,3317000,1425,0.069
1986,CA,rape,26981000,12119,0.067
1986,CO,rape,3267000,1382,0.075
1986,CT,rape,3189000,760,0.039
1986,DC,rape,626000,328,0.075
1986,DE,rape,633000,360,0.043
1986,FL,rape,11675000,6152,0.058
1986,GA,rape,6104000,2678,0.06
1986,HI,rape,1062000,329,0.048
1986,IA,rape,2851000,356,0.068
1986,ID,rape,1003000,201,0.085
1986,IL,rape,11533000,4765,0.083
1986,IN,rape,5504000,1424,0.069
1986,KS,rape,2461000,810,0.053
1986,KY,rape,3728000,860,0.094
1986,LA,rape,4501000,1806,0.128
1986,MA,rape,5832000,1731,0.039
1986,MD,rape,4463000,1944,0.046
1986,ME,rape,1174000,174,0.053
1986,MI,rape,9145000,6167,0.088
1986,MN,rape,4214000,1338,0.055
1986,MO,rape,5066000,1480,0.062
1986,MT,rape,819000,142,0.079
1986,NC,rape,6331000,1673,0.053
1986,ND,rape,679000,79,0.059
1986,NE,rape,1598000,393,0.05
1986,NH,rape,1027000,221,0.028
1986,NJ,rape,7620000,2531,0.05
1986,NM,rape,1479000,693,0.093
1986,NV,rape,963000,625,0.062
1986,NY,rape,17772000,5415,0.062
1986,OH,rape,10752000,4151,0.083
1986,OK,rape,3305000,1202,0.082
1986,OR,rape,2698000,1379,0.081
1986,PA,rape,11889000,2984,0.069
1986,RI,rape,975000,209,0.041
1986,SC,rape,3378000,1395,0.064
1986,SD,rape,708000,125,0.046
1986,TN,rape,4803000,2256,0.079
1986,TX,rape,16682000,8607,0.088
1986,UT,rape,1665000,421,0.061
1986,VA,rape,5787000,1533,0.05
1986,VT,rape,541000,118,0.043
1986,WA,rape,4463000,2382,0.081
1986,WI,rape,4785000,961,0.07
1986,WV,rape,1919000,362,0.118
1986,WY,rape,507000,111,0.089
1987,AK,rape,525000,341,0.103
1987,AL,rape,4083000,1137,0.081
1987,AR,rape,2388000,779,0.081
1987,AZ,rape,3386000,1396,0.065
1987,CA,rape,27663000,12109,0.058
1987,CO,rape,3296000,1344,0.076
1987,CT,rape,3211000,800,0.034
1987,DC,rape,622000,245,0.063
1987,DE,rape,644000,441,0.031
1987,FL,rape,12023000,6032,0.053
1987,GA,rape,6222000,2681,0.057
1987,HI,rape,1083000,393,0.038
1987,IA,rape,2834000,337,0.055
1987,ID,rape,998000,175,0.076
1987,IL,rape,11582000,4443,0.075
1987,IN,rape,5531000,1609,0.062
1987,KS,rape,2476000,808,0.049
1987,KY,rape,3727000,781,0.085
1987,LA,rape,4461000,1600,0.121
1987,MA,rape,5855000,1868,0.032
1987,MD,rape,4535000,1795,0.044
1987,ME,rape,1187000,186,0.044
1987,MI,rape,9200000,6184,0.083
1987,MN,rape,4246000,1439,0.051
1987,MO,rape,5103000,1473,0.063
1987,MT,rape,809000,160,0.075
1987,NC,rape,6413000,1863,0.045
1987,ND,rape,672000,63,0.05
1987,NE,rape,1594000,345,0.044
1987,NH,rape,1057000,281,0.023
1987,NJ,rape,7672000,2559,0.041
1987,NM,rape,1500000,646,0.087
1987,NV,rape,1007000,622,0.061
1987,NY,rape,17825000,5537,0.049
1987,OH,rape,10784000,4305,0.071
1987,OK,rape,3272000,1173,0.073
1987,OR,rape,2724000,1247,0.063
1987,PA,rape,11936000,3130,0.057
1987,RI,rape,986000,241,0.036
1987,SC,rape,3425000,1497,0.055
1987,SD,rape,709000,146,0.042
1987,TN,rape,4855000,2133,0.066
1987,TX,rape,16789000,8068,0.084
1987,UT,rape,1680000,365,0.062
1987,VA,rape,5904000,1537,0.043
1987,VT,rape,548000,123,0.036
1987,WA,rape,4538000,2370,0.074
1987,WI,rape,4807000,954,0.059
1987,WV,rape,1897000,429,0.108
1987,WY,rape,490000,154,0.081
1988,AK,rape,513000,296,0.088
1988,AL,rape,4127000,1228,0.072
1988,AR,rape,2422000,780,0.076
1988,AZ,rape,3466000,1345,0.064
1988,CA,rape,28168000,11780,0.053
1988,CO,rape,3290000,1269,0.065
1988,CT,rape,3241000,849,0.029
1988,DC,rape,620000,165,0.05
1988,DE,rape,660000,491,0.032
1988,FL,rape,12377000,6154,0.051
1988,GA,rape,6401000,2970,0.057
1988,HI,rape,1093000,355,0.032
1988,IA,rape,2834000,446,0.045
1988,ID,rape,999000,179,0.06
1988,IL,rape,11544000,4449,0.067
1988,IN,rape,5575000,1731,0.053
1988,KS,rape,2487000,779,0.045
1988,KY,rape,3721000,835,0.076
1988,LA,rape,4420000,1702,0.108
1988,MA,rape,5871000,1876,0.033
1988,MD,rape,4644000,1721,0.043
1988,ME,rape,1206000,224,0.036
1988,MI,rape,9300000,6462,0.075
1988,MN,rape,4306000,1337,0.043
1988,MO,rape,5139000,1505,0.057
1988,MT,rape,804000,135,0.066
1988,NC,rape,6526000,1833,0.036
1988,ND,rape,663000,74,0.047
1988,NE,rape,1601000,385,0.036
1988,NH,rape,1097000,276,0.024
1988,NJ,rape,7720000,2600,0.038
1988,NM,rape,1510000,580,0.075
1988,NV,rape,1060000,782,0.052
1988,NY,rape,17898000,5479,0.043
1988,OH,rape,10872000,4632,0.061
1988,OK,rape,3263000,1229,0.064
1988,OR,rape,2741000,1111,0.058
1988,PA,rape,12027000,2992,0.051
1988,RI,rape,995000,303,0.031
1988,SC,rape,3493000,1493,0.047
1988,SD,rape,715000,192,0.041
1988,TN,rape,4919000,2201,0.058
1988,TX,rape,16780000,8119,0.074
1988,UT,rape,1691000,399,0.05
1988,VA,rape,5996000,1622,0.039
1988,VT,rape,556000,128,0.03
1988,WA,rape,4619000,2611,0.063
1988,WI,rape,4858000,965,0.044
1988,WV,rape,1884000,353,0.099
1988,WY,rape,471000,113,0.065
1989,AK,rape,527000,279,0.07
1989,AL,rape,4118000,1276,0.07
1989,AR,rape,2406000,924,0.07
1989,AZ,rape,3556000,1286,0.053
1989,CA,rape,29063000,11966,0.051
1989,CO,rape,3317000,1202,0.057
1989,CT,rape,3239000,892,0.038
1989,DC,rape,604000,186,0.049
1989,DE,rape,673000,569,0.035
1989,FL,rape,12671000,6299,0.056
1989,GA,rape,6436000,3150,0.055
1989,HI,rape,1112000,496,0.025
1989,IA,rape,2840000,459,0.042
1989,ID,rape,1014000,236,0.053
1989,IL,rape,11658000,4161,0.06
1989,IN,rape,5593000,1804,0.048
1989,KS,rape,2513000,917,0.042
1989,KY,rape,3727000,917,0.064
1989,LA,rape,4382000,1675,0.08
1989,MA,rape,5913000,1881,0.041
1989,MD,rape,4694000,1783,0.038
1989,ME,rape,1222000,229,0.04
1989,MI,rape,9273000,6624,0.071
1989,MN,rape,4353000,1363,0.043
1989,MO,rape,5159000,1587,0.055
1989,MT,rape,806000,145,0.058
1989,NC,rape,6571000,1964,0.035
1989,ND,rape,660000,78,0.043
1989,NE,rape,1611000,381,0.029
1989,NH,rape,1107000,327,0.035
1989,NJ,rape,7736000,2449,0.041
1989,NM,rape,1528000,702,0.067
1989,NV,rape,1111000,662,0.047
1989,NY,rape,17950000,5242,0.05
1989,OH,rape,10907000,4872,0.056
1989,OK,rape,3224000,1209,0.057
1989,OR,rape,2820000,1314,0.054
1989,PA,rape,12040000,2963,0.047
1989,RI,rape,998000,266,0.041
1989,SC,rape,3512000,1632,0.046
1989,SD,rape,715000,229,0.04
1989,TN,rape,4940000,2270,0.051
1989,TX,rape,16991000,7951,0.067
1989,UT,rape,1707000,489,0.046
1989,VA,rape,6098000,1638,0.039
1989,VT,rape,567000,131,0.035
1989,WA,rape,4761000,2938,0.059
1989,WI,rape,4867000,993,0.044
1989,WV,rape,1857000,347,0.086
1989,WY,rape,475000,134,0.062
1990,AK,rape,550043,401,0.072
1990,AL,rape,4040587,1319,0.068
1990,AR,rape,2350725,1019,0.069
1990,AZ,rape,3665228,1500,0.053
1990,CA,rape,29760021,12688,0.058
1990,CO,rape,3294394,1521,0.052
1990,CT,rape,3287116,918,0.051
1990,DC,rape,606900,303,0.063
1990,DE,rape,666168,587,0.047
1990,FL,rape,12937926,6781,0.061
1990,GA,rape,6478216,3472,0.055
1990,HI,rape,1108229,360,0.027
1990,IA,rape,2776755,510,0.044
1990,ID,rape,1006749,275,0.055
1990,IL,rape,11430602,4505,0.061
1990,IN,rape,5544159,2103,0.053
1990,KS,rape,2477574,1002,0.043
1990,KY,rape,3685296,1068,0.06
1990,LA,rape,4219973,1781,0.062
1990,MA,rape,6016425,2030,0.063
1990,MD,rape,4781468,2185,0.045
1990,ME,rape,1227928,242,0.053
1990,MI,rape,9295297,7209,0.076
1990,MN,rape,4375099,1487,0.048
1990,MO,rape,5117073,1663,0.058
1990,MT,rape,799065,195,0.06
1990,NC,rape,6628637,2272,0.041
1990,ND,rape,638800,114,0.04
1990,NE,rape,1578385,473,0.024
1990,NH,rape,1109252,386,0.057
1990,NJ,rape,7730188,2307,0.051
1990,NM,rape,1515069,753,0.066
1990,NV,rape,1201833,748,0.047
1990,NY,rape,17990455,5368,0.053
1990,OH,rape,10847115,5075,0.056
1990,OK,rape,3145585,1479,0.057
1990,OR,rape,2842321,1332,0.055
1990,PA,rape,11881643,3068,0.055
1990,RI,rape,1003464,248,0.064
1990,SC,rape,3486703,1873,0.048
1990,SD,rape,696004,239,0.038
1990,TN,rape,4877185,2415,0.053
1990,TX,rape,16986510,8750,0.063
1990,UT,rape,1722850,651,0.044
1990,VA,rape,6187358,1915,0.045
1990,VT,rape,562758,146,0.05
1990,WA,rape,4866692,3115,0.052
1990,WI,rape,4891769,1013,0.044
1990,WV,rape,1793477,423,0.085
1990,WY,rape,453588,134,0.053
1991,AK,rape,570000,523,0.085
1991,AL,rape,4089000,1455,0.073
1991,AR,rape,2372000,1058,0.074
1991,AZ,rape,3750000,1590,0.059
1991,CA,rape,30380000,12896,0.077
1991,CO,rape,3377000,1588,0.052
1991,CT,rape,3291000,960,0.065
1991,DC,rape,598000,214,0.078
1991,DE,rape,680000,588,0.062
1991,FL,rape,13277000,6865,0.075
1991,GA,rape,6623000,2800,0.052
1991,HI,rape,1135000,375,0.029
1991,IA,rape,2795000,583,0.047
1991,ID,rape,1039000,300,0.062
1991,IL,rape,11543000,4615,0.072
1991,IN,rape,5610000,2318,0.06
1991,KS,rape,2495000,1118,0.044
1991,KY,rape,3713000,1315,0.073
1991,LA,rape,4252000,1738,0.073
1991,MA,rape,5996000,1926,0.086
1991,MD,rape,4860000,2229,0.061
1991,ME,rape,1235000,270,0.075
1991,MI,rape,9368000,7372,0.092
1991,MN,rape,4432000,1762,0.052
1991,MO,rape,5158000,1756,0.066
1991,MT,rape,808000,160,0.069
1991,NC,rape,6737000,2331,0.058
1991,ND,rape,635000,116,0.044
1991,NE,rape,1593000,447,0.027
1991,NH,rape,1105000,330,0.073
1991,NJ,rape,7760000,2259,0.067
1991,NM,rape,1548000,811,0.071
1991,NV,rape,1284000,848,0.058
1991,NY,rape,18058000,5085,0.072
1991,OH,rape,10939000,5748,0.065
1991,OK,rape,3175000,1615,0.063
1991,OR,rape,2922000,1561,0.064
1991,PA,rape,11961000,3435,0.071
1991,RI,rape,1004000,310,0.086
1991,SC,rape,3560000,2098,0.061
1991,SD,rape,703000,279,0.035
1991,TN,rape,4953000,2299,0.067
1991,TX,rape,17349000,9266,0.069
1991,UT,rape,1770000,808,0.047
1991,VA,rape,6286000,1879,0.059
1991,VT,rape,567000,173,0.066
1991,WA,rape,5018000,3529,0.063
1991,WI,rape,4955000,1259,0.055
1991,WV,rape,1801000,415,0.107
1991,WY,rape,460000,119,0.052
1992,AK,rape,587000,579,0.089
1992,AL,rape,4136000,1704,0.076
1992,AR,rape,2399000,990,0.071
1992,AZ,rape,3832000,1647,0.075
1992,CA,rape,30867000,12761,0.093
1992,CO,rape,3470000,1641,0.06
1992,CT,rape,3281000,884,0.075
1992,DC,rape,589000,215,0.086
1992,DE,rape,689000,591,0.054
1992,FL,rape,13488000,7310,0.082
1992,GA,rape,6751000,3057,0.069
1992,HI,rape,1160000,440,0.043
1992,IA,rape,2812000,528,0.045
1992,ID,rape,1067000,339,0.064
1992,IL,rape,11631000,4312,0.079
1992,IN,rape,5662000,2398,0.065
1992,KS,rape,2523000,1042,0.045
1992,KY,rape,3755000,1209,0.069
1992,LA,rape,4287000,1813,0.08
1992,MA,rape,5998000,2166,0.085
1992,MD,rape,4908000,2278,0.068
1992,ME,rape,1235000,294,0.073
1992,MI,rape,9437000,7550,0.09
1992,MN,rape,4480000,1840,0.051
1992,MO,rape,5193000,1895,0.062
1992,MT,rape,824000,210,0.067
1992,NC,rape,6843000,2455,0.061
1992,ND,rape,636000,148,0.048
1992,NE,rape,1606000,504,0.029
1992,NH,rape,1111000,424,0.073
1992,NJ,rape,7789000,2392,0.084
1992,NM,rape,1581000,990,0.072
1992,NV,rape,1327000,833,0.067
1992,NY,rape,18119000,5152,0.086
1992,OH,rape,11016000,5739,0.074
1992,OK,rape,3212000,1556,0.06
1992,OR,rape,2977000,1580,0.074
1992,PA,rape,12009000,3324,0.076
1992,RI,rape,1005000,311,0.089
1992,SC,rape,3603000,2072,0.067
1992,SD,rape,711000,368,0.033
1992,TN,rape,5024000,2377,0.065
1992,TX,rape,17656000,9437,0.076
1992,UT,rape,1813000,823,0.049
1992,VA,rape,6377000,2008,0.063
1992,VT,rape,570000,142,0.061
1992,WA,rape,5136000,3697,0.073
1992,WI,rape,5007000,1315,0.051
1992,WV,rape,1812000,393,0.113
1992,WY,rape,466000,163,0.056
1993,AK,rape,599000,502,0.077
1993,AL,rape,4187000,1471,0.073
1993,AR,rape,2424000,1028,0.062
1993,AZ,rape,3936000,1488,0.064
1993,CA,rape,31211000,11766,0.095
1993,CO,rape,3566000,1633,0.053
1993,CT,rape,3277000,800,0.066
1993,DC,rape,578000,324,0.085
1993,DE,rape,700000,539,0.05
1993,FL,rape,13679000,7359,0.071
1993,GA,rape,6917000,2448,0.06
1993,HI,rape,1172000,394,0.045
1993,IA,rape,2814000,686,0.041
1993,ID,rape,1099000,388,0.06
1993,IL,rape,11697000,4046,0.074
1993,IN,rape,5713000,2234,0.054
1993,KS,rape,2531000,1016,0.05
1993,KY,rape,3789000,1301,0.062
1993,LA,rape,4295000,1817,0.076
1993,MA,rape,6012000,2006,0.07
1993,MD,rape,4965000,2185,0.062
1993,ME,rape,1239000,329,0.073
1993,MI,rape,9478000,6740,0.072
1993,MN,rape,4517000,2796,0.05
1993,MO,rape,5234000,1894,0.062
1993,MT,rape,839000,234,0.061
1993,NC,rape,6945000,2379,0.05
1993,ND,rape,635000,149,0.043
1993,NE,rape,1607000,447,0.028
1993,NH,rape,1125000,499,0.062
1993,NJ,rape,7879000,2215,0.076
1993,NM,rape,1616000,842,0.07
1993,NV,rape,1389000,846,0.069
1993,NY,rape,18197000,5008,0.079
1993,OH,rape,11091000,5444,0.066
1993,OK,rape,3231000,1592,0.059
1993,OR,rape,3032000,1554,0.07
1993,PA,rape,12048000,3195,0.07
1993,RI,rape,1000000,286,0.077
1993,SC,rape,3643000,1905,0.073
1993,SD,rape,715000,318,0.034
1993,TN,rape,5099000,2544,0.058
1993,TX,rape,18031000,9922,0.072
1993,UT,rape,1860000,829,0.041
1993,VA,rape,6491000,2083,0.052
1993,VT,rape,576000,229,0.052
1993,WA,rape,5255000,3384,0.073
1993,WI,rape,5038000,1269,0.048
1993,WV,rape,1820000,365,0.106
1993,WY,rape,470000,161,0.054
1994,AK,rape,606000,418,0.076
1994,AL,rape,4219000,1487,0.062
1994,AR,rape,2453000,1028,0.054
1994,AZ,rape,4075000,1465,0.062
1994,CA,rape,31431000,10984,0.086
1994,CO,rape,3656000,1579,0.043
1994,CT,rape,3275000,806,0.056
1994,DC,rape,570000,249,0.08
1994,DE,rape,706000,546,0.048
1994,FL,rape,13953000,7301,0.065
1994,GA,rape,7055000,2448,0.052
1994,HI,rape,1179000,359,0.055
1994,IA,rape,2829000,666,0.035
1994,ID,rape,1133000,316,0.054
1994,IL,rape,11752000,3913,0.058
1994,IN,rape,5752000,2046,0.049
1994,KS,rape,2554000,1055,0.049
1994,KY,rape,3827000,1350,0.054
1994,LA,rape,4315000,1923,0.079
1994,MA,rape,6041000,1825,0.061
1994,MD,rape,5006000,2035,0.053
1994,ME,rape,1240000,318,0.07
1994,MI,rape,9496000,6720,0.06
1994,MN,rape,4567000,2725,0.041
1994,MO,rape,5278000,1955,0.051
1994,MT,rape,856000,233,0.053
1994,NC,rape,7070000,2334,0.044
1994,ND,rape,638000,149,0.037
1994,NE,rape,1623000,500,0.027
1994,NH,rape,1137000,407,0.047
1994,NJ,rape,7904000,1972,0.068
1994,NM,rape,1654000,866,0.065
1994,NV,rape,1457000,1001,0.062
1994,NY,rape,18169000,4700,0.07
1994,OH,rape,11102000,5231,0.056
1994,OK,rape,3258000,1616,0.056
1994,OR,rape,3086000,1333,0.054
1994,PA,rape,12052000,3145,0.063
1994,RI,rape,997000,273,0.069
1994,SC,rape,3664000,1991,0.062
1994,SD,rape,721000,303,0.033
1994,TN,rape,5175000,2545,0.049
1994,TX,rape,18378000,9102,0.065
1994,UT,rape,1908000,806,0.038
1994,VA,rape,6552000,1868,0.049
1994,VT,rape,580000,160,0.046
1994,WA,rape,5343000,3230,0.066
1994,WI,rape,5082000,1192,0.045
1994,WV,rape,1822000,370,0.088
1994,WY,rape,476000,160,0.05
1995,AK,rape,604000,485,0.073
1995,AL,rape,4253000,1350,0.06
1995,AR,rape,2484000,925,0.048
1995,AZ,rape,4218000,1418,0.054
1995,CA,rape,31589000,10554,0.079
1995,CO,rape,3747000,1480,0.04
1995,CT,rape,3275000,776,0.055
1995,DC,rape,554000,292,0.088
1995,DE,rape,717000,575,0.043
1995,FL,rape,14166000,6887,0.055
1995,GA,rape,7201000,2539,0.048
1995,HI,rape,1187000,336,0.059
1995,IA,rape,2842000,619,0.035
1995,ID,rape,1163000,330,0.054
1995,IL,rape,11830000,4313,0.052
1995,IN,rape,5803000,1930,0.046
1995,KS,rape,2565000,938,0.044
1995,KY,rape,3860000,1231,0.054
1995,LA,rape,4342000,1855,0.07
1995,MA,rape,6074000,1759,0.053
1995,MD,rape,5042000,2130,0.05
1995,ME,rape,1241000,265,0.06
1995,MI,rape,9549000,5917,0.053
1995,MN,rape,4610000,2593,0.038
1995,MO,rape,5324000,1711,0.047
1995,MS,rape,2697000,1054,0.062
1995,MT,rape,870000,231,0.057
1995,NC,rape,7195000,2320,0.043
1995,ND,rape,641000,146,0.032
1995,NE,rape,1637000,317,0.027
1995,NH,rape,1148000,333,0.04
1995,NJ,rape,7945000,1927,0.064
1995,NM,rape,1685000,954,0.066
1995,NV,rape,1530000,937,0.056
1995,NY,rape,18136000,4290,0.063
1995,OH,rape,11151000,4835,0.048
1995,OK,rape,3278000,1461,0.046
1995,OR,rape,3141000,1309,0.049
1995,PA,rape,12072000,3046,0.059
1995,RI,rape,990000,267,0.063
1995,SC,rape,3673000,1737,0.052
1995,SD,rape,729000,299,0.031
1995,TN,rape,5256000,2477,0.052
1995,TX,rape,18724000,8563,0.061
1995,UT,rape,1951000,834,0.035
1995,VA,rape,6618000,1799,0.045
1995,VT,rape,585000,165,0.043
1995,WA,rape,5431000,3214,0.064
1995,WI,rape,5123000,1194,0.038
1995,WV,rape,1828000,388,0.079
1995,WY,rape,480000,165,0.048
1996,AK,rape,607000,398,0.076
1996,AL,rape,4273000,1397,0.052
1996,AR,rape,2510000,1046,0.053
1996,AZ,rape,4428000,1381,0.056
1996,CA,rape,31878000,10244,0.073
1996,CO,rape,3823000,1765,0.042
1996,CT,rape,3274000,755,0.055
1996,DC,rape,543000,260,0.084
1996,DE,rape,725000,454,0.051
1996,FL,rape,14400000,7508,0.051
1996,GA,rape,7353000,2357,0.047
1996,HI,rape,1184000,326,0.063
1996,IA,rape,2852000,561,0.035
1996,ID,rape,1189000,313,0.053
1996,IL,rape,11847000,4548,0.053
1996,IN,rape,5841000,1992,0.041
1996,KS,rape,2572000,1096,0.043
1996,KY,rape,3884000,1230,0.055
1996,LA,rape,4351000,1805,0.066
1996,MA,rape,6092000,1767,0.044
1996,MD,rape,5072000,1905,0.051
1996,ME,rape,1243000,260,0.052
1996,MI,rape,9594000,5466,0.049
1996,MN,rape,4658000,2327,0.04
1996,MO,rape,5359000,1566,0.048
1996,MS,rape,2716000,981,0.06
1996,MT,rape,879000,238,0.053
1996,NC,rape,7323000,2289,0.043
1996,ND,rape,644000,155,0.029
1996,NE,rape,1652000,447,0.027
1996,NH,rape,1162000,404,0.038
1996,NJ,rape,7988000,1976,0.062
1996,NM,rape,1713000,1088,0.072
1996,NV,rape,1603000,856,0.05
1996,NY,rape,18185000,4174,0.062
1996,OH,rape,11173000,4617,0.05
1996,OK,rape,3301000,1545,0.041
1996,OR,rape,3204000,1272,0.057
1996,PA,rape,12056000,3034,0.055
1996,RI,rape,990000,287,0.055
1996,SC,rape,3699000,1821,0.058
1996,SD,rape,732000,300,0.032
1996,TN,rape,5320000,2475,0.052
1996,TX,rape,19128000,8376,0.057
1996,UT,rape,2000000,836,0.034
1996,VA,rape,6675000,1783,0.045
1996,VT,rape,589000,159,0.043
1996,WA,rape,5533000,2828,0.061
1996,WI,rape,5160000,1086,0.036
1996,WV,rape,1826000,358,0.075
1996,WY,rape,481000,140,0.049
1997,AK,rape,609000,403,0.072
1997,AL,rape,4319000,1396,0.05
1997,AR,rape,2523000,1098,0.052
1997,AZ,rape,4555000,1492,0.046
1997,CA,rape,32268000,10189,0.064
1997,CO,rape,3893000,1677,0.035
1997,CT,rape,3270000,740,0.05
1997,DC,rape,529000,218,0.08
1997,DE,rape,732000,428,0.04
1997,FL,rape,14654000,7599,0.048
1997,GA,rape,7486000,2328,0.046
1997,HI,rape,1187000,371,0.062
1997,IA,rape,2852000,579,0.031
1997,ID,rape,1210000,350,0.052
1997,IL,rape,11896000,4415,0.048
1997,IN,rape,5864000,1928,0.035
1997,KS,rape,2595000,1179,0.038
1997,KY,rape,3908000,1304,0.053
1997,LA,rape,4352000,1799,0.06
1997,MA,rape,6118000,1647,0.039
1997,MD,rape,5094000,1814,0.05
1997,ME,rape,1242000,254,0.051
1997,MI,rape,9774000,5070,0.043
1997,MN,rape,4686000,2446,0.033
1997,MO,rape,5402000,1525,0.043
1997,MS,rape,2731000,1065,0.057
1997,MT,rape,879000,171,0.053
1997,NC,rape,7425000,2348,0.038
1997,ND,rape,641000,159,0.027
1997,NE,rape,1657000,406,0.025
1997,NH,rape,1173000,395,0.033
1997,NJ,rape,8053000,1729,0.053
1997,NM,rape,1730000,872,0.063
1997,NV,rape,1677000,1005,0.044
1997,NY,rape,18137000,4075,0.064
1997,OH,rape,11186000,4566,0.046
1997,OK,rape,3317000,1517,0.041
1997,OR,rape,3243000,1306,0.057
1997,PA,rape,12020000,3289,0.051
1997,RI,rape,987000,363,0.052
1997,SC,rape,3760000,1837,0.046
1997,SD,rape,738000,357,0.029
1997,TN,rape,5368000,3056,0.053
1997,TX,rape,19439000,8011,0.053
1997,UT,rape,2059000,977,0.032
1997,VA,rape,6734000,1819,0.038
1997,VT,rape,589000,156,0.039
1997,WA,rape,5610000,2885,0.049
1997,WI,rape,5170000,1048,0.036
1997,WV,rape,1816000,355,0.069
1997,WY,rape,480000,137,0.048
1998,AK,rape,614000,421,0.064
1998,AL,rape,4352000,1443,0.044
1998,AR,rape,2538000,893,0.052
1998,AZ,rape,4669000,1451,0.043
1998,CA,rape,32667000,9782,0.059
1998,CO,rape,3971000,1883,0.036
1998,CT,rape,3274000,728,0.034
1998,DC,rape,523000,190,0.084
1998,DE,rape,744000,499,0.037
1998,FL,rape,14916000,7404,0.043
1998,GA,rape,7642000,2322,0.043
1998,HI,rape,1193000,352,0.061
1998,IA,rape,2862000,728,0.028
1998,ID,rape,1229000,386,0.051
1998,IL,rape,12045000,4095,0.044
1998,IN,rape,5899000,1952,0.031
1998,KS,rape,2629000,1128,0.035
1998,KY,rape,3936000,1107,0.046
1998,LA,rape,4369000,1609,0.057
1998,MA,rape,6147000,1687,0.033
1998,MD,rape,5135000,1714,0.044
1998,ME,rape,1244000,225,0.045
1998,MI,rape,9817000,4946,0.039
1998,MN,rape,4725000,2358,0.027
1998,MO,rape,5439000,1463,0.042
1998,MS,rape,2752000,1026,0.053
1998,MT,rape,880000,235,0.055
1998,NC,rape,7546000,2311,0.035
1998,ND,rape,638000,212,0.029
1998,NE,rape,1663000,417,0.026
1998,NH,rape,1185000,400,0.028
1998,NJ,rape,8115000,1623,0.046
1998,NM,rape,1737000,957,0.061
1998,NV,rape,1747000,911,0.042
1998,NY,rape,18175000,3843,0.056
1998,OH,rape,11209000,4543,0.043
1998,OK,rape,3347000,1513,0.043
1998,OR,rape,3282000,1307,0.058
1998,PA,rape,12001000,3223,0.046
1998,RI,rape,988000,351,0.046
1998,SC,rape,3836000,1753,0.038
1998,SD,rape,738000,258,0.028
1998,TN,rape,5431000,2485,0.043
1998,TX,rape,19760000,7913,0.049
1998,UT,rape,2100000,875,0.037
1998,VA,rape,6791000,1810,0.029
1998,VT,rape,591000,163,0.034
1998,WA,rape,5689000,2740,0.048
1998,WI,rape,5224000,1037,0.034
1998,WV,rape,1811000,339,0.066
1998,WY,rape,481000,133,0.047
1999,AK,rape,619500,517,0.065
1999,AL,rape,4369862,1513,0.047
1999,AR,rape,2551373,710,0.046
1999,AZ,rape,4778332,1383,0.044
1999,CA,rape,33145121,9363,0.052
1999,CO,rape,4056133,1679,0.031
1999,CT,rape,3282031,654,0.029
1999,DC,rape,519000,248,0.064
1999,DE,rape,753538,529,0.034
1999,FL,rape,15111244,6990,0.039
1999,GA,rape,7788240,2319,0.039
1999,HI,rape,1185497,354,0.054
1999,IA,rape,2869413,780,0.026
1999,ID,rape,1251700,417,0.049
1999,IL,rape,12128370,4297,0.044
1999,IN,rape,5942901,1607,0.03
1999,KS,rape,2654052,1065,0.033
1999,KY,rape,3960825,1148,0.045
1999,LA,rape,4372035,1448,0.051
1999,MA,rape,6175169,1663,0.032
1999,MD,rape,5171634,1551,0.036
1999,ME,rape,1253040,239,0.04
1999,MI,rape,9863775,4849,0.037
1999,MN,rape,4775508,2038,0.028
1999,MO,rape,5468338,1439,0.033
1999,MS,rape,2768619,1156,0.051
1999,MT,rape,882779,293,0.053
1999,NC,rape,7650789,2155,0.032
1999,ND,rape,633666,142,0.033
1999,NE,rape,1666028,414,0.028
1999,NH,rape,1201134,345,0.027
1999,NJ,rape,8143412,1409,0.045
1999,NM,rape,1739844,944,0.056
1999,NV,rape,1809253,943,0.04
1999,NY,rape,18196601,3563,0.052
1999,OH,rape,11256654,4129,0.043
1999,OK,rape,3358044,1375,0.035
1999,OR,rape,3316154,1219,0.055
1999,PA,rape,11994016,3279,0.044
1999,RI,rape,990819,391,0.042
1999,SC,rape,3885736,1587,0.043
