year,state_abbr,population,violent_crime,homicide,rape_legacy,rape_revised,robbery,aggravated_assault
1991,MO,5158000,39358,543,1756,,12952,24107
1991,MT,808000,1130,21,160,,150,799
1991,NC,6737000,44355,769,2331,,11990,29265
1991,ND,635000,415,7,116,,51,241
1991,NE,1593000,5330,52,447,,861,3970
1991,NH,1105000,1318,40,330,,365,583
1991,NJ,7760000,49257,406,2259,,22744,23848
1991,NM,1548000,12922,163,811,,1862,10086
1991,NV,1284000,8693,152,848,,4012,3681
1991,NY,18058000,210184,2571,5085,,112342,90186
1991,OH,10939000,61460,783,5748,,23536,31393
1991,OK,3175000,18533,230,1615,,4094,12594
1991,OR,2922000,14795,133,1561,,4387,8714
1991,PA,11961000,53824,758,3435,,23191,26440
1991,RI,1004000,4638,37,310,,1234,3057
1991,SC,3560000,34621,402,2098,,6092,26029
1991,SD,703000,1281,12,279,,132,858
1991,TN,4953000,35955,547,2299,,10543,22566
1991,TX,17349000,145743,2652,9266,,49700,84125
1991,UT,1770000,5077,52,808,,976,3241
1991,VA,6286000,23459,583,1879,,8651,12346
1991,VT,567000,662,12,173,,67,410
1991,WA,5018000,26224,211,3529,,7303,15181
1991,WI,4955000,13723,239,1259,,5895,6330
1991,WV,1801000,3440,111,415,,779,2135
1991,WY,460000,1427,15,119,,79,1214
1992,AK,587000,3877,44,579,,640,2614
1992,AL,4136000,36052,455,1704,,6819,27074
1992,AR,2399000,13831,259,990,,3011,9571
1992,AZ,3832000,25706,312,1647,,5867,17880
1992,CA,30867000,345624,3921,12761,,130897,198045
1992,CO,3470000,20086,216,1641,,4180,14049
1992,CT,3281000,16252,166,884,,6918,8284
1992,DC,589000,16685,443,215,,7459,8568
1992,DE,689000,4280,32,591,,1042,2615
1992,FL,13488000,162827,1208,7310,,49482,104827
1992,GA,6751000,49496,741,3057,,16863,28835
1992,HI,1160000,2998,42,440,,1151,1365
1992,IA,2812000,7816,44,528,,1113,6131
1992,ID,1067000,3003,37,339,,229,2398
1992,IL,11631000,113664,1322,4312,,47973,60057
1992,IN,5662000,28791,464,2398,,6921,19008
1992,KS,2523000,12888,151,1042,,3277,8418
1992,KY,3755000,20107,216,1209,,3273,15409
1992,LA,4287000,42209,747,1813,,11636,28013
1992,MA,5998000,46727,214,2166,,11059,33288
1992,MD,4908000,49085,596,2278,,21054,25157
1992,ME,1235000,1616,21,294,,288,1013
1992,MI,9437000,72672,938,7550,,20902,43282
1992,MN,4480000,15144,150,1840,,4906,8248
1992,MO,5193000,38448,547,1895,,11783,24223
1992,MT,824000,1400,24,210,,222,944
1992,NC,6843000,46600,723,2455,,12784,30638
1992,ND,636000,530,12,148,,50,320
1992,NE,1606000,5598,68,504,,911,4115
1992,NH,1111000,1397,18,424,,367,588
1992,NJ,7789000,48745,397,2392,,22216,23740
1992,NM,1581000,14781,141,990,,2202,11448
1992,NV,1327000,9247,145,833,,4397,3872
1992,NY,18119000,203311,2397,5152,,108154,87608
1992,OH,11016000,57935,724,5739,,21925,29547
1992,OK,3212000,20005,210,1556,,4376,13863
1992,OR,2977000,15189,139,1580,,4507,8963
1992,PA,12009000,51276,746,3324,,21701,25505
1992,RI,1005000,3965,36,311,,950,2668
1992,SC,3603000,34029,373,2072,,6148,25436
1992,SD,711000,1383,4,368,,120,891
1992,TN,5024000,37487,520,2377,,10964,23626
1992,TX,17656000,142369,2239,9437,,44588,86105
1992,UT,1813000,5267,54,823,,1014,3376
1992,VA,6377000,23907,564,2008,,8787,12548
1992,VT,570000,624,12,142,,51,419
1992,WA,5136000,27454,258,3697,,7178,16321
1992,WI,5007000,13806,218,1315,,5997,6276
1992,WV,1812000,3833,115,393,,788,2537
1992,WY,466000,1489,17,163,,84,1225
1993,AK,599000,4557,54,502,,733,3268
1993,AL,4187000,32676,484,1471,,6677,24044
1993,AR,2424000,14381,247,1028,,3027,10079
1993,AZ,3936000,28142,339,1488,,6412,19903
1993,CA,31211000,336381,4096,11766,,126436,194083
1993,CO,3566000,20229,206,1633,,4160,14230
1993,CT,3277000,14949,206,800,,6447,7496
1993,DC,578000,16888,454,324,,7107,9003
1993,DE,700000,4801,35,539,,1307,2920
1993,FL,13679000,164975,1224,7359,,48913,107479
1993,GA,6917000,50019,789,2448,,17154,29628
1993,HI,1172000,3061,45,394,,1214,1408
1993,IA,2814000,9159,66,686,,1517,6890
1993,ID,1099000,3097,32,388,,186,2491
1993,IL,11697000,112260,1332,4046,,44584,62298
1993,IN,5713000,27941,430,2234,,6845,18432
1993,KS,2531000,12564,161,1016,,3128,8259
1993,KY,3789000,17530,249,1301,,3425,12555
1993,LA,4295000,45600,874,1817,,12182,30727
1993,MA,6012000,48393,233,2006,,10563,35591
1993,MD,4965000,49540,632,2185,,21582,25141
1993,ME,1239000,1558,20,329,,264,945
1993,MI,9478000,75021,933,6740,,22601,44747
1993,MN,4517000,15986,155,2796,,5092,7943
1993,MO,5234000,38963,590,1894,,12654,23825
1993,MT,839000,1489,25,234,,272,958
1993,NC,6945000,47178,785,2379,,13364,30650
1993,ND,635000,522,11,149,,53,309
1993,NE,1607000,6071,63,447,,1003,4558
1993,NH,1125000,1550,23,499,,307,721
1993,NJ,7879000,49390,418,2215,,23319,23438
1993,NM,1616000,15024,130,842,,2237,11815
1993,NV,1389000,12157,144,846,,4724,6443
1993,NY,18197000,195352,2420,5008,,102122,85802
1993,OH,11091000,55915,667,5444,,21373,28431
1993,OK,3231000,20512,273,1592,,3935,14712
1993,OR,3032000,15254,140,1554,,3930,9630
1993,PA,12048000,50295,823,3195,,21563,24714
1993,RI,1000000,4017,39,286,,1011,2681
1993,SC,3643000,37281,377,1905,,6825,28174
1993,SD,715000,1490,24,318,,107,1041
1993,TN,5099000,39047,521,2544,,11224,24758
1993,TX,18031000,137419,2147,9922,,40469,84881
1993,UT,1860000,5599,58,829,,1090,3622
1993,VA,6491000,24160,539,2083,,9216,12322
1993,VT,576000,658,21,229,,52,356
1993,WA,5255000,27040,271,3384,,7204,16181
1993,WI,5038000,13321,222,1269,,5714,6116
1993,WV,1820000,3793,126,365,,782,2520
1993,WY,470000,1345,16,161,,81,1087
1994,AK,606000,4644,38,418,,886,3302
1994,AL,4219000,28844,501,1487,,7223,19633
1994,AR,2453000,14598,294,1028,,3158,10118
1994,AZ,4075000,28653,426,1465,,6601,20161
1994,CA,31431000,318395,3703,10984,,112160,191548
1994,CO,3656000,18632,199,1579,,3910,12944
1994,CT,3275000,14916,215,806,,6150,7745
1994,DC,570000,15177,399,249,,6311,8218
1994,DE,706000,4549,33,546,,1141,2829
1994,FL,13953000,160016,1165,7301,,45871,105679
1994,GA,7055000,47103,703,2448,,15703,28249
1994,HI,1179000,3091,50,359,,1221,1461
1994,IA,2829000,8914,47,666,,1327,6874
1994,ID,1133000,3238,40,316,,209,2673
1994,IL,11752000,112928,1378,3913,,43788,63849
1994,IN,5752000,30205,453,2046,,7490,20216
1994,KS,2554000,11314,170,1055,,2940,7149
1994,KY,3827000,16991,244,1350,,3595,11802
1994,LA,4315000,42369,856,1923,,11530,28060
1994,MA,6041000,42749,214,1825,,10160,30550
1994,MD,5006000,47457,579,2035,,20147,24696
1994,ME,1240000,1611,28,318,,278,987
1994,MI,9496000,72751,927,6720,,21733,43371
1994,MN,4567000,16397,147,2725,,5370,8155
1994,MO,5278000,39240,554,1955,,12178,24553
1994,MT,856000,1516,28,233,,280,975
1994,NC,7070000,46308,772,2334,,12811,30391
1994,ND,638000,522,1,149,,71,301
1994,NE,1623000,6322,51,500,,1223,4548
1994,NH,1137000,1328,16,407,,308,597
1994,NJ,7904000,48544,396,1972,,22762,23414
1994,NM,1654000,14708,177,866,,2329,11336
1994,NV,1457000,14597,170,1001,,5134,8292
1994,NY,18169000,175433,2016,4700,,86617,82100
1994,OH,11102000,53930,662,5231,,20821,27216
1994,OK,3258000,21225,226,1616,,4174,15209
1994,OR,3086000,16067,150,1333,,4264,10320
1994,PA,12052000,51425,712,3145,,22497,25071
1994,RI,997000,3744,41,273,,870,2560
1994,SC,3664000,37756,353,1991,,6817,28595
1994,SD,721000,1641,10,303,,135,1193
1994,TN,5175000,38705,482,2545,,10735,24943
1994,TX,18378000,129838,2022,9102,,37643,81071
1994,UT,1908000,5810,56,806,,1213,3735
1994,VA,6552000,23437,571,1868,,8704,12294
1994,VT,580000,562,6,160,,71,325
1994,WA,5343000,27317,294,3230,,7464,16329
1994,WI,5082000,13748,227,1192,,5739,6590
1994,WV,1822000,3931,99,370,,772,2690
1994,WY,476000,1297,16,160,,79,1042
1995,AK,604000,4656,55,485,,937,3179
1995,AL,4253000,26894,475,1350,,7900,17169
1995,AR,2484000,13741,259,925,,3122,9435
1995,AZ,4218000,30095,439,1418,,7329,20909
1995,CA,31589000,305154,3531,10554,,104611,186458
1995,CO,3747000,16494,216,1480,,3604,11194
1995,CT,3275000,13293,150,776,,5345,7022
1995,DC,554000,14744,360,292,,6864,7228
1995,DE,717000,5198,25,575,,1425,3173
1995,FL,14166000,151711,1037,6887,,42485,101302
1995,GA,7201000,47317,683,2539,,14777,29318
1995,HI,1187000,3509,56,336,,1553,1564
1995,IA,2842000,10071,51,619,,1507,7894
1995,ID,1163000,3745,48,330,,279,3088
1995,IL,11830000,117836,1221,4313,,39139,73163
1995,IN,5803000,30451,466,1930,,7844,20211
1995,KS,2565000,10792,159,938,,2775,6920
1995,KY,3860000,14079,276,1231,,4001,8571
1995,LA,4342000,43741,740,1855,,11662,29484
1995,MA,6074000,41739,217,1759,,9137,30626
1995,MD,5042000,49757,596,2130,,21334,25697
1995,ME,1241000,1631,25,265,,334,1007
1995,MI,9549000,65680,808,5917,,17885,41070
1995,MN,4610000,16416,182,2593,,5702,7939
1995,MO,5324000,35339,469,1711,,10863,22296
1995,MS,2697000,13560,348,1054,,3530,8628
1995,MT,870000,1491,35,231,,253,972
1995,NC,7195000,46508,677,2320,,12896,30615
1995,ND,641000,556,6,146,,64,340
1995,NE,1637000,6253,48,317,,1067,4821
1995,NH,1148000,1314,21,333,,314,646
1995,NJ,7945000,47652,409,1927,,22486,22830
1995,NM,1685000,13804,148,954,,2604,10098
1995,NV,1530000,14461,163,937,,4966,8395
1995,NY,18136000,152683,1550,4290,,72492,74351
1995,OH,11151000,53799,600,4835,,19931,28433
1995,OK,3278000,21770,400,1461,,3788,16121
1995,OR,3141000,16408,129,1309,,4332,10638
1995,PA,12072000,51586,755,3046,,22858,24927
1995,RI,990000,3643,33,267,,914,2429
1995,SC,3673000,36067,292,1737,,6461,27577
1995,SD,729000,1513,13,299,,189,1012
1995,TN,5256000,40549,557,2477,,11732,25783
1995,TX,18724000,124303,1693,8563,,33667,80380
1995,UT,1951000,6415,76,834,,1309,4196
1995,VA,6618000,23921,503,1799,,8718,12901
1995,VT,585000,692,13,165,,64,450
1995,WA,5431000,26300,275,3214,,7209,15602
1995,WI,5123000,14399,219,1194,,5384,7602
1995,WV,1828000,3842,89,388,,781,2584
1995,WY,480000,1220,10,165,,86,959
1996,AK,607000,4417,45,398,,710,3264
1996,AL,4273000,24159,444,1397,,7124,15194
1996,AR,2510000,13161,219,1046,,2864,9032
1996,AZ,4428000,27963,377,1381,,7429,18776
1996,CA,31878000,274996,2916,10244,,94222,167614
1996,CO,3823000,15463,180,1765,,3755,9763
1996,CT,3274000,13490,158,755,,5552,7025
1996,DC,543000,13411,397,260,,6444,6310
1996,DE,725000,4845,31,454,,1304,3056
1996,FL,14400000,151350,1077,7508,,41643,101122
1996,GA,7353000,46966,630,2357,,15100,28879
1996,HI,1184000,3322,40,326,,1606,1350
1996,IA,2852000,7771,53,561,,1286,5871
1996,ID,1189000,3177,43,313,,241,2580
1996,IL,11847000,105482,1179,4548,,33106,66649
1996,IN,5841000,31366,420,1992,,7249,21705
1996,KS,2572000,10642,170,1096,,2476,6900
1996,KY,3884000,12448,228,1230,,3643,7347
1996,LA,4351000,40426,762,1805,,12036,25823
1996,MA,6092000,39122,157,1767,,7778,29420
1996,MD,5072000,47230,588,1905,,19944,24793
1996,ME,1243000,1553,25,260,,292,976
1996,MI,9594000,60951,722,5466,,16907,37856
1996,MN,4658000,15782,167,2327,,5385,7903
1996,MO,5359000,31669,433,1566,,9142,20528
1996,MS,2716000,13261,301,981,,3646,8333
1996,MT,879000,1415,34,238,,261,882
1996,NC,7323000,43068,619,2289,,12001,28159
1996,ND,644000,541,14,155,,71,301
1996,NE,1652000,7182,48,447,,1052,5635
1996,NH,1162000,1373,20,404,,317,632
1996,NJ,7988000,42459,338,1976,,18838,21307
1996,NM,1713000,14399,197,1088,,2782,10332
1996,NV,1603000,13005,220,856,,4931,6998
1996,NY,18185000,132206,1353,4174,,61822,64857
1996,OH,11173000,47896,538,4617,,18336,24405
1996,OK,3301000,19710,223,1545,,3519,14423
1996,OR,3204000,14837,129,1272,,3914,9522
1996,PA,12056000,57905,686,3034,,22784,31401
1996,RI,990000,3437,25,287,,824,2301
1996,SC,3699000,36875,332,1821,,6361,28361
1996,SD,732000,1297,9,300,,138,850
1996,TN,5320000,41175,503,2475,,11902,26295
1996,TX,19128000,123270,1477,8376,,32804,80613
1996,UT,2000000,6638,63,836,,1377,4362
1996,VA,6675000,22782,500,1783,,8181,12318
1996,VT,589000,714,11,159,,91,453
1996,WA,5533000,23857,255,2828,,6587,14187
1996,WI,5160000,13039,204,1086,,4982,6767
1996,WV,1826000,3836,69,358,,737,2672
1996,WY,481000,1201,16,140,,98,947
1997,AK,609000,4270,54,403,,648,3165
1997,AL,4319000,24379,426,1396,,6931,15626
1997,AR,2523000,13293,250,1098,,2814,9131
1997,AZ,4555000,28411,375,1492,,7547,18997
1997,CA,32268000,257582,2579,10189,,81468,163346
1997,CO,3893000,14139,157,1677,,3242,9063
1997,CT,3270000,12781,124,740,,4999,6918
1997,DC,529000,10708,301,218,,4501,5688
1997,DE,732000,5753,22,428,,1783,3520
1997,FL,14654000,149996,1012,7599,,40459,100926
1997,GA,7486000,45408,563,2328,,15473,27044
1997,HI,1187000,3299,47,371,,1403,1478
1997,IA,2852000,8841,52,579,,1593,6617
1997,ID,1210000,3107,39,350,,237,2481
1997,IL,11896000,102476,1096,4415,,33123,63842
1997,IN,5864000,30179,430,1928,,7763,20058
1997,KS,2595000,11151,150,1179,,2535,7287
1997,KY,3908000,12386,228,1304,,3546,7308
1997,LA,4352000,37248,682,1799,,10407,24360
1997,MA,6118000,39411,119,1647,,6676,30969
1997,MD,5094000,43127,502,1814,,17157,23654
1997,ME,1242000,1500,25,254,,257,964
1997,MI,9774000,57663,759,5070,,14934,36900
1997,MN,4686000,15827,129,2446,,5373,7879
1997,MO,5402000,31192,426,1525,,8430,20811
1997,MS,2731000,12808,358,1065,,3741,7644
1997,MT,879000,1161,42,171,,179,769
1997,NC,7425000,45071,614,2348,,12817,29292
1997,ND,641000,559,6,159,,41,353
1997,NE,1657000,7265,50,406,,1097,5712
1997,NH,1173000,1328,16,395,,274,643
1997,NJ,8053000,39673,337,1729,,16957,20650
1997,NM,1730000,14762,134,872,,2966,10790
1997,NV,1677000,13395,187,1005,,5071,7132
1997,NY,18137000,124890,1093,4075,,56094,63628
1997,OH,11186000,48706,523,4566,,17755,25862
1997,OK,3317000,18560,229,1517,,3446,13368
1997,OR,3243000,14412,95,1306,,3811,9200
1997,PA,12020000,53140,705,3289,,18788,30358
1997,RI,987000,3292,25,363,,707,2197
1997,SC,3760000,37235,314,1837,,6624,28460
1997,SD,738000,1457,10,357,,172,918
1997,TN,5368000,42389,511,3056,,11487,27335
1997,TX,19439000,117126,1327,8011,,30522,77266
1997,UT,2059000,6878,50,977,,1408,4443
1997,VA,6734000,23249,488,1819,,8384,12558
1997,VT,589000,705,9,156,,79,461
1997,WA,5610000,24724,244,2885,,6734,14864
1997,WI,5170000,13988,205,1048,,5214,7521
1997,WV,1816000,3971,75,355,,782,2759
1997,WY,480000,1225,17,137,,85,986
1998,AK,614000,4015,41,421,,532,3021
1998,AL,4352000,22286,354,1443,,5698,14791
1998,AR,2538000,12442,201,893,,2442,8906
1998,AZ,4669000,26984,376,1451,,7715,17442
1998,CA,32667000,229883,2171,9782,,68782,149148
1998,CO,3971000,15008,183,1883,,3238,9704
1998,CT,3274000,11993,135,728,,4379,6751
1998,DC,523000,8988,260,190,,3606,4932
1998,DE,744000,5672,21,499,,1445,3707
1998,FL,14916000,140016,967,7404,,36198,95447
1998,GA,7642000,43762,618,2322,,14308,26514
1998,HI,1193000,2946,24,352,,1225,1345
1998,IA,2862000,8916,54,728,,1456,6678
1998,ID,1229000,3468,36,386,,264,2782
1998,IL,12045000,97291,1008,4095,,29927,62261
1998,IN,5899000,25423,454,1952,,6561,16456
1998,KS,2629000,10972,173,1128,,2287,7384
1998,KY,3936000,12909,237,1107,,3468,8097
1998,LA,4369000,34057,560,1609,,8651,23237
1998,MA,6147000,38192,124,1687,,5938,30443
1998,MD,5135000,40903,513,1714,,15339,23337
1998,ME,1244000,1566,26,225,,263,1052
1998,MI,9817000,60947,721,4946,,15293,39987
1998,MN,4725000,14656,121,2358,,4371,7806
1998,MO,5439000,30222,399,1463,,8116,20244
1998,MS,2752000,11302,315,1026,,3394,6567
1998,MT,880000,1797,18,235,,232,1312
1998,NC,7546000,43723,612,2311,,12133,28667
1998,ND,638000,570,7,212,,65,286
1998,NE,1663000,7507,51,417,,1290,5749
1998,NH,1185000,1270,18,400,,255,597
1998,NJ,8115000,35720,325,1623,,15109,18663
1998,NM,1737000,16700,190,957,,2839,12714
1998,NV,1747000,11244,170,911,,4453,5710
1998,NY,18175000,115915,924,3843,,49125,62023
1998,OH,11209000,40628,443,4543,,14960,20682
1998,OK,3347000,18053,204,1513,,3078,13258
1998,OR,3282000,13778,126,1307,,3452,8893
1998,PA,12001000,50470,633,3223,,19787,26827
1998,RI,988000,3084,24,351,,659,2050
1998,SC,3836000,34647,306,1753,,5943,26645
1998,SD,738000,1139,10,258,,149,722
1998,TN,5431000,38832,460,2485,,9667,26220
1998,TX,19760000,111566,1346,7913,,28677,73630
1998,UT,2100000,6599,65,875,,1385,4274
1998,VA,6791000,22115,422,1810,,7171,12712
1998,VT,591000,628,13,163,,56,396
1998,WA,5689000,24380,224,2740,,6577,14839
1998,WI,5224000,13009,190,1037,,4474,7308
1998,WV,1811000,4503,78,339,,676,3410
1998,WY,481000,1191,23,133,,78,957
1999,AK,619500,3908,52,517,,566,2773
1999,AL,4369862,21421,345,1513,,5297,14266
1999,AR,2551373,10848,143,710,,2024,7971
1999,AZ,4778332,26334,384,1383,,7288,17279
1999,CA,33145121,207879,2005,9363,,60039,136472
1999,CO,4056133,13811,185,1679,,3056,8891
1999,CT,3282031,11342,107,654,,4054,6527
1999,DC,519000,8448,241,248,,3344,4615
1999,DE,753538,5534,24,529,,1492,3489
1999,FL,15111244,129044,859,6990,,31969,89226
1999,GA,7788240,41585,583,2319,,12962,25721
1999,HI,1185497,2785,44,354,,1044,1343
1999,IA,2869413,8034,43,780,,1051,6160
1999,ID,1251700,3066,25,417,,223,2401
1999,IL,12128370,83621,939,4297,,26365,52020
1999,IN,5942901,22261,391,1607,,6496,13767
1999,KS,2654052,10159,160,1065,,2047,6887
1999,KY,3960825,12212,203,1148,,3104,7757
1999,LA,4372035,32033,468,1448,,7591,22526
1999,MA,6175169,34023,122,1663,,5931,26307
1999,MD,5171634,38447,465,1551,,13636,22795
1999,ME,1253040,1404,25,239,,243,897
1999,MI,9863775,56709,695,4849,,14103,37062
1999,MN,4775508,13085,134,2038,,3917,6996
1999,MO,5468338,27353,359,1439,,7149,18406
1999,MS,2768619,9671,213,1156,,3091,5211
1999,MT,882779,2090,22,293,,239,1536
1999,NC,7650789,41474,552,2155,,12087,26680
1999,ND,633666,424,10,142,,56,216
1999,NE,1666028,7167,60,414,,1264,5429
1999,NH,1201134,1159,18,345,,257,539
1999,NJ,8143412,33540,287,1409,,14243,17601
1999,NM,1739844,14520,170,944,,2579,10827
1999,NV,1809253,10311,165,943,,4209,4994
1999,NY,18196601,107147,903,3563,,43821,58860
1999,OH,11256654,35616,397,4129,,14405,16685
1999,OK,3358044,17066,231,1375,,2785,12675
1999,OR,3316154,12432,88,1219,,2858,8267
1999,PA,11994016,50431,592,3279,,18670,27890
1999,RI,990819,2840,36,391,,788,1625
1999,SC,3885736,32920,258,1587,,5760,25315
1999,SD,733133,1227,18,336,,103,770
1999,TN,5483535,38111,391,2415,,8598,26707
1999,TX,20044141,112306,1217,7614,,29405,74070
1999,UT,2129836,5869,44,806,,1158,3861
1999,VA,6872912,21626,392,1720,,6947,12567
1999,VT,593740,676,17,136,,65,458
1999,WA,5756361,21716,171,2711,,5808,13026
1999,WI,5250446,12908,179,1055,,4449,7225
1999,WV,1806928,6336,79,337,,661,5259
1999,WY,479602,1115,11,137,,74,893
2000,AK,626932,3554,27,497,,490,2540
2000,AL,4447100,21620,329,1482,,5702,14107
2000,AR,2673400,11904,168,848,,2001,8887
2000,AZ,5130632,27281,359,1577,,7504,17841
2000,CA,33871648,210531,2079,9785,,60249,138418
2000,CO,4301261,14367,134,1774,,3034,9425
2000,CT,3405565,11058,98,678,,3832,6450
2000,DC,572059,8626,239,251,,3554,4582
2000,DE,783600,5363,25,424,,1394,3520
2000,FL,15982378,129777,903,7057,,31809,90008
2000,GA,8186453,41319,651,1968,,13250,25450
2000,HI,1211537,2954,35,346,,1123,1450
2000,IA,2926324,7796,46,676,,1071,6003
2000,ID,1293953,3267,16,384,,223,2644
2000,IL,12419293,81196,898,3926,,25641,50731
2000,IN,6080485,21230,352,1759,,6282,12837
2000,KS,2688418,10470,169,1022,,2048,7231
2000,KY,4041769,11903,193,1091,,3256,7363
2000,LA,4468976,30440,560,1497,,7532,20851
2000,MA,6349097,30230,125,1696,,5815,22594
2000,MD,5296486,41663,430,1543,,13560,26130
2000,ME,1274923,1397,15,320,,247,815
2000,MI,9938444,55159,669,5025,,13712,35753
2000,MN,4919479,13813,151,2240,,3713,7709
2000,MO,5595211,27419,347,1351,,7598,18123
2000,MS,2844658,10267,255,1019,,2703,6290
2000,MT,902195,2807,20,308,,203,2276
2000,NC,8049313,40051,560,2181,,12595,24715
2000,ND,642200,523,4,169,,56,294
2000,NE,1711263,5606,63,436,,1147,3960
2000,NH,1235786,2167,22,522,,453,1170
2000,NJ,8414350,32298,289,1357,,13553,17099
2000,NM,1819046,13786,135,922,,2499,10230
2000,NV,1998257,10474,129,860,,4543,4942
2000,NY,18976457,105111,952,3530,,40539,60090
2000,OH,11353140,37935,418,4271,,15610,17636
2000,OK,3450654,17177,182,1422,,2615,12958
2000,OR,3421399,12000,70,1286,,2888,7756
2000,PA,12281054,51584,602,3247,,18155,29580
2000,RI,1048319,3121,45,412,,922,1742
2000,SC,4012012,33225,291,1660,,6220,25054
2000,SD,754844,1259,7,305,,131,816
2000,TN,5689283,40233,410,2186,,9465,28172
2000,TX,20851820,113653,1238,7856,,30257,74302
2000,UT,2233169,5711,43,863,,1242,3563
2000,VA,7078515,19943,401,1616,,6295,11631
2000,VT,608827,691,9,140,,117,425
2000,WA,5894121,21788,196,2737,,5812,13043
2000,WI,5363675,12700,169,1165,,4537,6829
2000,WV,1808344,5723,46,331,,749,4597
2000,WY,493782,1316,12,160,,70,1074
2001,AK,633630,3735,39,501,,514,2681
2001,AL,4468912,19582,379,1369,,5584,12250
2001,AR,2694698,12190,148,892,,2181,8969
2001,AZ,5306966,28675,400,1518,,8868,17889
2001,CA,34600463,212867,2206,9960,,64614,136087
2001,CO,4430989,15492,158,1930,,3555,9849
2001,CT,3434602,11492,105,639,,4183,6565
2001,DC,573822,9195,231,181,,3780,5003
2001,DE,796599,4868,23,420,,1156,3269
2001,FL,16373330,130713,874,6641,,32867,90331
2001,GA,8405677,41671,598,2180,,14402,24491
2001,HI,1227024,3117,32,409,,1142,1534
2001,IA,2931967,7865,50,649,,1154,6012
2001,ID,1320585,3211,30,425,,245,2511
2001,IL,12520227,79270,982,4010,,24931,49347
2001,IN,6126743,22734,413,1716,,7171,13434
2001,KS,2702125,10909,92,945,,2423,7449
2001,KY,4068816,10510,181,1051,,3269,6009
2001,LA,4470368,30678,501,1403,,7864,20910
2001,MA,6401164,30585,143,1856,,6476,22110
2001,MD,5386079,42088,446,1449,,13525,26668
2001,ME,1284470,1435,19,326,,264,826
2001,MI,10006266,55424,672,5264,,12937,36551
2001,MN,4984535,13145,119,2236,,3758,7032
2001,MO,5637309,30472,372,1383,,7771,20946
2001,MS,2859733,10006,282,1147,,3294,5283
2001,MT,905382,3187,34,188,,230,2735
2001,NC,8206105,40465,505,2083,,13304,24573
2001,ND,636550,505,7,164,,60,274
2001,NE,1720039,5214,43,431,,1128,3612
2001,NH,1259359,2144,17,458,,445,1224
2001,NJ,8511116,33094,336,1278,,14110,17370
2001,NM,1830935,14288,99,850,,2695,10644
2001,NV,2097722,12359,180,883,,4932,6364
2001,NY,19084350,98022,960,3546,,36555,56961
2001,OH,11389785,40023,452,4466,,17199,17906
2001,OK,3469577,17726,185,1486,,2746,13309
2001,OR,3473441,10650,84,1174,,2749,6643
2001,PA,12303104,50432,651,3467,,17500,28814
2001,RI,1059659,3278,39,416,,986,1837
2001,SC,4062125,33114,330,1769,,5987,25028
2001,SD,758324,1171,7,351,,103,710
2001,TN,5749398,42776,423,2196,,10219,29938
2001,TX,21370983,122155,1332,8169,,35348,77306
2001,UT,2278712,5314,67,896,,1197,3154
2001,VA,7196750,20939,364,1770,,6860,11945
2001,VT,612978,644,7,107,,107,423
2001,WA,5993390,21258,179,2600,,5934,12545
2001,WI,5405947,12486,192,1142,,4444,6708
2001,WV,1800975,5035,40,320,,707,3968
2001,WY,493754,1272,9,153,,84,1026
2002,AK,641482,3627,33,511,,489,2594
2002,AL,4478896,19931,303,1664,,5962,12002
2002,AR,2706268,11501,142,754,,2524,8081
2002,AZ,5441125,30171,387,1608,,8000,20176
2002,CA,35001986,208388,2395,10198,,64968,130827
2002,CO,4501051,15882,179,2066,,3579,10058
2002,CT,3458587,10807,84,740,,4069,5914
2002,DC,569157,9322,264,262,,3834,4962
2002,DE,805945,4836,26,358,,1154,3298
2002,FL,16691701,128721,911,6753,,32581,88476
2002,GA,8544005,39271,606,2108,,13432,23125
2002,HI,1240663,3262,24,372,,1210,1656
2002,IA,2935840,8388,44,797,,1169,6378
2002,ID,1343124,3419,36,497,,240,2646
2002,IL,12586447,75759,961,4370,,25314,45114
2002,IN,6156913,22001,362,1843,,6612,13184
2002,KS,2711769,10229,78,1035,,2165,6951
2002,KY,4089822,11101,191,1087,,3131,6692
2002,LA,4476192,29690,593,1529,,7123,20445
2002,MA,6421800,31137,173,1777,,7169,22018
2002,MD,5450525,42015,513,1370,,13417,26715
2002,ME,1294894,1396,14,377,,270,735
2002,MI,10043221,54306,678,5364,,11847,36417
2002,MN,5024791,13428,112,2273,,3937,7106
2002,MO,5669544,30557,331,1465,,7024,21737
2002,MS,2866733,9858,264,1127,,3356,5111
2002,MT,910372,3197,16,237,,283,2661
2002,NC,8305820,39118,548,2196,,12205,24169
2002,ND,633911,496,5,163,,58,270
2002,NE,1727564,5428,48,464,,1359,3557
2002,NH,1274405,2056,12,446,,413,1185
2002,NJ,8575252,32252,339,1365,,13955,16593
2002,NM,1852044,13719,152,1027,,2206,10334
2002,NV,2167455,13856,181,928,,5118,7629
2002,NY,19134293,95030,909,3885,,36653,53583
2002,OH,11408699,40128,526,4809,,17871,16922
2002,OK,3489700,17587,163,1573,,2966,12885
2002,OR,3520355,10298,72,1238,,2742,6246
2002,PA,12328827,49578,624,3731,,17163,28060
2002,RI,1068326,3051,41,395,,916,1699
2002,SC,4103770,33761,298,1959,,5774,25730
2002,SD,760437,1350,11,361,,117,861
2002,TN,5789796,41562,420,2290,,9413,29439
2002,TX,21736925,126018,1302,8508,,37580,78628
