Number,dateReported,startDate,offenseCode,offenseDescription,streetAddress,cityDescription,stateDescription,zipCode,longitude,latitude,Booked,DAComplaint,Cited,burglaryFactor,felonyMisdemeanor
MP20009241,"Mar 31, 2020, 5:15:00 AM","Mar 30, 2020, 10:00:00 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,3221 E ORANGEBURG AVE,MODESTO,CALIFORNIA,95355,-120.9352172,37.6637761,0,0,0,,FELONY
MP20009237,"Mar 31, 2020, 3:12:32 AM","Mar 31, 2020, 2:30:00 AM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,2549 YOSEMITE BLVD,MODESTO,CALIFORNIA,95354,-120.9486704,37.63855916,0,0,0,,FELONY
MP20009079,"Mar 29, 2020, 8:33:00 AM","Mar 28, 2020, 10:00:00 PM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,3318 MC HENRY AVE,MODESTO,CALIFORNIA,95350,-120.994188,37.68586872,0,0,0,NON-RESIDENCE - UNKNOWN,FELONY
MP20009240,"Mar 31, 2020, 4:30:35 AM","Mar 31, 2020, 4:30:35 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2912 LARAMIE DR,MODESTO,CALIFORNIA,95355,-120.940898,37.66028155,0,0,0,,FELONY
MP20009335,"Apr 1, 2020, 2:56:29 AM","Mar 31, 2020, 12:00:00 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,"DARLENE LN, MO / SATARIANO LN, MO ( 43/B1 )",MODESTO,CALIFORNIA,,-120.9376953,37.66173851,0,0,0,,MISDEMEANOR
MP20800845,"Mar 30, 2020, 5:26:00 PM","Mar 26, 2020, 9:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3717 SHARPSBURG DR,MODESTO,CALIFORNIA,95357,-120.9250209,37.65055562,0,0,0,,FELONY
MP20800846,"Mar 30, 2020, 8:49:00 AM","Mar 30, 2020, 8:30:00 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,415 MYRTLE AVE,MODESTO,CALIFORNIA,95350,-121.006441,37.65046068,0,0,0,,MISDEMEANOR
MP20009334,"Apr 1, 2020, 2:49:12 AM","Apr 1, 2020, 2:49:12 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1526 PELTON AVE,MO,,95351,-121.0134992,37.6164122,0,0,0,,FELONY
MP20009238,"Mar 30, 2020, 10:12:11 PM","Mar 30, 2020, 10:12:11 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,1055 ELM AVE,MO,,95351,-121.0228184,37.64350681,0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20009339,"Apr 1, 2020, 7:12:25 AM","Apr 1, 2020, 7:12:25 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,701 LINCOLN AVE,MODESTO,,,-120.9396564,37.65221596,0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20009360,"Apr 1, 2020, 1:39:00 PM","Mar 31, 2020, 7:00:00 PM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,144 FRANCES AVE,MODESTO,CALIFORNIA,95354,-120.9931867,37.65355019,0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20009389,"Apr 1, 2020, 6:38:44 PM","Apr 1, 2020, 5:20:00 AM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,3909 PRESCOTT RD,MODESTO,CALIFORNIA,95356,-121.032074,37.69587978,0,0,0,RESIDENCE - DAY (6AM - 6PM),FELONY
MP20009324,"Mar 31, 2020, 8:32:28 PM","Mar 31, 2020, 8:32:28 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,3424 VINTAGE DR,MODESTO,CALIFORNIA,95356,-121.0602473,37.69219232,0,0,0,,FELONY
MP20009358,"Apr 1, 2020, 1:05:31 PM","Apr 1, 2020, 3:00:00 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,1320 DEL VISTA AVE,MODESTO,CALIFORNIA,95350,-121.013674,37.65789038,0,0,0,,MISDEMEANOR
MP20009444,"Apr 2, 2020, 1:29:24 PM","Apr 2, 2020, 1:29:24 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,1344 TERESA ST,MO,,95350,-121.0145086,37.66471183,1,0,0,,FELONY
MP20009452,"Apr 2, 2020, 3:53:00 PM","Apr 1, 2020, 6:30:00 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,1920 CONIFER DR,MODESTO,CALIFORNIA,95350,-121.0264799,37.66696427,0,0,0,,FELONY
MP20009435,"Apr 2, 2020, 12:17:24 PM","Apr 1, 2020, 8:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,518 HUNTER AVE,MODESTO,CALIFORNIA,95350,-120.9775283,37.65142595,0,0,0,,FELONY
MP20009428,"Apr 2, 2020, 9:45:53 AM","Mar 31, 2020, 7:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,809 HAVERHILL DR,MODESTO,CALIFORNIA,95356,-120.9842174,37.69492122,0,0,0,,FELONY
MP20009425,"Apr 2, 2020, 9:45:00 AM","Mar 28, 2020, 7:30:00 PM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,3420 E ORANGEBURG AVE,MODESTO,CALIFORNIA,95355,-120.9316454,37.66313432,0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20009371,"Apr 1, 2020, 4:09:00 PM","Mar 31, 2020, 6:00:00 PM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,1724 BOISE AVE,MODESTO,CALIFORNIA,95358,-121.0069985,37.60531957,0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20009354,"Apr 1, 2020, 12:01:00 PM","Apr 1, 2020, 2:30:00 AM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,900 BRADY AVE,MODESTO,CALIFORNIA,95350,-120.9995773,37.65568362,0,0,0,,FELONY
MP20009340,"Apr 1, 2020, 8:02:08 AM","Apr 1, 2020, 2:06:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1325 SYCAMORE AVE,MODESTO,CALIFORNIA,95350,-120.9982444,37.6628503,0,0,0,,FELONY
MP20009418,"Apr 2, 2020, 3:53:05 AM","Apr 2, 2020, 3:53:05 AM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,3616 COLONIAL DR,MODESTO,CALIFORNIA,95356,-121.0087521,37.69132688,1,0,0,,
MP20009424,"Apr 2, 2020, 9:05:00 AM","Mar 31, 2020, 8:00:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,CARVER RD,MODESTO,CALIFORNIA,,-121.0220228,37.66414839,0,0,0,,MISDEMEANOR
MP20009492,"Apr 2, 2020, 11:52:21 PM","Apr 2, 2020, 11:52:21 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,2804 MARS HILL ST,MO,,95355,-120.9357539,37.68037392,1,0,0,,FELONY
MP20009484,"Apr 2, 2020, 9:58:00 PM","Apr 2, 2020, 9:12:57 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1609 LE MANS LN,MO,,95351,-121.0146455,37.61613839,1,0,0,,FELONY
MP20009239,"Mar 31, 2020, 3:59:00 AM","Mar 30, 2020, 8:30:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,209 N EMERALD AVE,MO,,95351,-121.021344,37.6403108,0,0,0,,FELONY
MP20009259,"Mar 31, 2020, 11:01:28 AM","Mar 31, 2020, 2:30:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1723 CONNIE WAY,MO,,95354,-120.9675256,37.62589837,0,0,0,,FELONY
MP20009308,"Mar 31, 2020, 5:35:00 PM","Mar 31, 2020, 4:40:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1319 HILLSIDE DR,MO,,95354,-120.9738649,37.62604123,0,0,0,,FELONY
MP20009336,"Apr 1, 2020, 4:40:00 AM","Mar 31, 2020, 6:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1813 LOS PAJAROS LN,MO,,95358,-121.0184009,37.60445812,0,0,0,,FELONY
MP20009427,"Apr 2, 2020, 9:54:00 AM","Apr 1, 2020, 10:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,804 SUNRISE AVE,MODESTO,CALIFORNIA,95350,-120.9844977,37.65480458,0,0,0,,FELONY
MP20009453,"Apr 2, 2020, 3:58:00 PM","Apr 2, 2020, 3:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,706 SUTTER AVE,MO,,,-121.0119082,37.62032065,0,0,0,,FELONY
MP20009496,"Apr 3, 2020, 12:55:00 AM","Apr 3, 2020, 12:55:00 AM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,3813 POINSETTIA DR,MODESTO,CALIFORNIA,95356,-121.0030001,37.69261457,1,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20800849,"Apr 1, 2020, 11:49:00 AM","Apr 1, 2020, 12:00:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1518 LORRY AVE,MODESTO,CALIFORNIA,95355,-120.9703954,37.66595818,0,0,0,,FELONY
MP20800865,"Mar 31, 2020, 1:26:00 PM","Mar 30, 2020, 11:00:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,417 BRODERICK AVE,MODESTO,CALIFORNIA,95350,-120.987506,37.67658596,0,0,0,,MISDEMEANOR
MP20800866,"Apr 2, 2020, 8:58:00 AM","Apr 2, 2020, 12:40:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2840 LEVON AVE,MODESTO,CALIFORNIA,95350,-121.0129372,37.68049327,0,0,0,,FELONY
MP20800864,"Apr 1, 2020, 10:20:00 AM","Mar 31, 2020, 10:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3124 SHERWOOD AVE,MODESTO,CALIFORNIA,95350,-120.9973021,37.68315069,0,0,0,,FELONY
MP20009517,"Apr 3, 2020, 12:46:38 PM","Mar 22, 2020, 4:00:00 PM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,300 N MARTIN LUTHER KING DR,MO,,95351,-121.0116396,37.64005847,0,0,0,,FELONY
MP20009497,"Apr 3, 2020, 12:18:00 AM","Apr 2, 2020, 9:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1441 FLORIDA AVE,MODESTO,CALIFORNIA,95350,-120.9973394,37.6649435,0,0,0,,FELONY
MP20009508,"Apr 3, 2020, 9:45:16 AM","Apr 1, 2020, 7:00:00 PM",211 PC,211 PC ROBBERY 03 Robbery 853,1510 OREGON DR,MODESTO,CALIFORNIA,95354,-120.9715396,37.63098438,0,0,0,,FELONY
MP20009539,"Apr 3, 2020, 5:15:28 PM","Apr 2, 2020, 5:15:00 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,1706 SUNRISE AVE,MO,,95350,-120.984619,37.6690294,0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20009532,"Apr 3, 2020, 3:31:40 PM","Apr 3, 2020, 3:31:40 PM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: MISD 04 Aggravated Assault 1230,1536 DEL VISTA AVE,MODESTO,CALIFORNIA,95350,-121.0190593,37.65794093,1,0,0,,FELONY
MP20009044,"Mar 28, 2020, 10:21:00 PM","Mar 28, 2020, 6:00:00 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,215 ROSELAWN AVE,MODESTO,CALIFORNIA,95351,-121.0046374,37.62889003,0,0,0,,FELONY
MP20009588,"Apr 4, 2020, 5:39:48 AM","Apr 4, 2020, 5:39:48 AM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,612 CRATER AVE,MODESTO,CALIFORNIA,95351,-121.0014418,37.61103289,1,0,0,,FELONY
MP20009588,"Apr 4, 2020, 5:39:48 AM","Apr 4, 2020, 5:39:48 AM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,612 CRATER AVE,MODESTO,CALIFORNIA,95351,-121.0014418,37.61103289,1,0,0,,
MP20009588,"Apr 4, 2020, 5:39:48 AM","Apr 4, 2020, 5:39:48 AM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,612 CRATER AVE,MODESTO,CALIFORNIA,95351,-121.0014418,37.61103289,1,0,0,,FELONY
MP20009588,"Apr 4, 2020, 5:39:48 AM","Apr 4, 2020, 5:39:48 AM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,612 CRATER AVE,MODESTO,CALIFORNIA,95351,-121.0014418,37.61103289,1,0,0,,FELONY
MP20009501,"Apr 3, 2020, 8:06:00 AM","Apr 3, 2020, 6:00:00 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,807 NEEDHAM ST,MODESTO,CALIFORNIA,95354,-121.0028917,37.64589472,0,0,0,,MISDEMEANOR
MP20009525,"Apr 3, 2020, 2:07:00 PM","Apr 2, 2020, 11:00:00 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,1201 CALIFORNIA AVE,MODESTO,CALIFORNIA,95351,-121.0251364,37.63147748,0,0,0,NON-RESIDENCE - UNKNOWN,FELONY
MP20009597,"Apr 4, 2020, 9:19:00 AM","Mar 9, 2020, 4:00:00 PM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,1234 MC HENRY AVE,MODESTO,CALIFORNIA,95350,-120.9938345,37.66073877,0,0,0,,FELONY
MP20009619,"Apr 4, 2020, 2:15:17 PM","Apr 4, 2020, 2:15:17 PM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,1121 NEEDHAM ST,MO,,,-121.0075331,37.6463881,0,0,0,,FELONY
MP20009619,"Apr 4, 2020, 2:15:17 PM","Apr 4, 2020, 2:15:17 PM",211 PC,211 PC ROBBERY 03 Robbery 853,1121 NEEDHAM ST,MO,,,-121.0075331,37.6463881,0,0,0,,FELONY
MP20009593,"Apr 4, 2020, 8:45:19 AM","Mar 28, 2020, 1:00:00 AM",211 PC,211 PC ROBBERY 03 Robbery 853,515 S S MARTIN LUTHER KING DR,MODESTO,CALIFORNIA,95351,-121.0119419,37.63412691,0,0,0,,FELONY
MP20009598,"Apr 4, 2020, 11:23:00 AM","Apr 3, 2020, 7:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3604 DOWD DR,MODESTO,CALIFORNIA,95355,-120.929055,37.66157118,0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20009615,"Apr 4, 2020, 2:42:00 PM","Apr 4, 2020, 2:42:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1150 9TH ST,MODESTO,CALIFORNIA,95354,-121.0026588,37.64159522,1,0,0,,FELONY
MP20009623,"Apr 4, 2020, 4:05:00 PM","Apr 3, 2020, 6:30:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1717 ANGELENE DR,MODESTO,CALIFORNIA,95355,-120.9676866,37.65597765,0,0,0,,FELONY
MP20009623,"Apr 4, 2020, 4:05:00 PM","Apr 3, 2020, 6:30:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,1717 ANGELENE DR,MODESTO,CALIFORNIA,95355,-120.9676866,37.65597765,0,0,0,,MISDEMEANOR
MP20009648,"Apr 4, 2020, 10:11:38 PM","Apr 4, 2020, 10:00:00 PM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,3204 BOYCE LN,MODESTO,CALIFORNIA,95355,-120.9662232,37.68442866,1,0,0,,FELONY
MP20009637,"Apr 4, 2020, 8:07:26 PM","Apr 4, 2020, 8:07:26 PM",273 A(A) PC,273 A(A) PC WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH: FELONY 04 Aggravated Assault 1475,729 ROSELAWN AVE,MODESTO,CALIFORNIA,95351,-121.0046707,37.61963417,1,0,0,,FELONY
MP20009647,"Apr 4, 2020, 10:21:32 PM","Apr 4, 2020, 10:21:32 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,2039 ELLIS ST,MO,CALIFORNIA,95354,-120.9604454,37.64792825,1,0,0,,FELONY
MP20009645,"Apr 4, 2020, 10:03:45 PM","Apr 4, 2020, 10:03:45 PM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,705 MC HENRY AVE,MODESTO,CALIFORNIA,95354,-120.9943455,37.65367109,1,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20009665,"Apr 5, 2020, 4:09:35 AM","Apr 5, 2020, 4:09:35 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,2417 YOSEMITE BLVD,MO,CALIFORNIA,95354,-120.951791,37.63838279,1,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20009632,"Apr 4, 2020, 4:47:08 PM","Apr 4, 2020, 4:47:08 PM",211 PC,211 PC ROBBERY 03 Robbery 853,1617 N CARPENTER RD,MO,CALIFORNIA,95358,-121.0333946,37.65950295,1,0,0,,FELONY
MP20008948,"Mar 27, 2020, 10:18:01 PM","Mar 27, 2020, 10:18:01 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2929 FLOYD AVE,MODESTO,CALIFORNIA,Not Applicable,-120.9409781,37.67831993,0,0,0,,FELONY
MP20009586,"Apr 4, 2020, 4:33:33 AM","Apr 4, 2020, 4:00:00 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,219 N N MORTON BLVD,MODESTO,CALIFORNIA,95354,-120.9858657,37.64120527,0,0,0,,FELONY
MP20009678,"Apr 5, 2020, 9:55:21 AM","Apr 5, 2020, 9:55:21 AM",261 PC,261 PC RAPE 02a. Rape 1385,"I ST, MO / 12TH ST, MO ( 46/A1 )",,,,-120.9972434,37.64096853,0,0,0,,FELONY
MP20009646,"Apr 4, 2020, 10:04:49 PM","Apr 4, 2020, 10:04:49 PM",211 PC,211 PC ROBBERY 03 Robbery 853,801 OAKDALE RD,MO,,,-120.9591718,37.65379955,0,0,0,,FELONY
MP20009674,"Apr 5, 2020, 8:28:42 AM","Apr 5, 2020, 8:28:42 AM",261 (A)(1) PC,261 (A)(1) PC RAPE:VICTIM INCAPABLE OF GIVING CONSENT 02a. Rape 1374,537 FORT SUMPTER DR,MODESTO,CALIFORNIA,95354,-120.9387458,37.64708054,0,1,0,,
MP20009704,"Apr 5, 2020, 8:05:23 PM","Apr 5, 2020, 8:05:23 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,1419 LAKE PARK CT,MODESTO,CALIFORNIA,95355,-120.938066,37.66461393,0,0,0,,FELONY
MP20009704,"Apr 5, 2020, 8:05:23 PM","Apr 5, 2020, 8:05:23 PM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,1419 LAKE PARK CT,MODESTO,CALIFORNIA,95355,-120.938066,37.66461393,0,0,0,,FELONY
MP20800884,"Apr 4, 2020, 7:08:00 PM","Apr 4, 2020, 3:40:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,123 COLLEGE AVE,MODESTO,CALIFORNIA,95350,-121.0070244,37.64676728,0,0,0,,FELONY
MP20800882,"Apr 4, 2020, 1:29:00 PM","Apr 3, 2020, 9:00:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,EAST ORANGEBURG,,CALIFORNIA,,,,0,0,0,,MISDEMEANOR
MP20009719,"Apr 6, 2020, 1:54:51 AM","Apr 4, 2020, 4:00:00 PM",286 (C)(2)(A) PC,286 (C)(2)(A) PC SODOMY BY USE OF FORCE/VIOLENCE/FEAR 02a. Rape 1554,250 CORSON AVE,MODESTO,CALIFORNIA,95350,-120.9894782,37.65808172,0,0,0,,FELONY
MP20009729,"Apr 6, 2020, 8:48:00 AM","Apr 6, 2020, 3:41:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,213 ANASTASIA DR,MODESTO,CALIFORNIA,95357,-120.923632,37.64083387,0,0,0,,FELONY
MP20009746,"Apr 6, 2020, 12:07:04 PM","Oct 1, 2019, 12:00:00 PM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,3937 E ORANGEBURG AVE,MODESTO,CALIFORNIA,95355,-120.9218145,37.66375204,0,0,0,NON-RESIDENCE - UNKNOWN,FELONY
MP20009751,"Apr 6, 2020, 12:40:29 PM","Apr 6, 2020, 11:30:00 AM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,3028 SNYDER AVE,MODESTO,CALIFORNIA,95356,-121.0520684,37.69645586,1,0,0,RESIDENCE - DAY (6AM - 6PM),FELONY
MP20009748,"Apr 6, 2020, 12:34:00 PM","Apr 5, 2020, 11:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,4033 HERITAGE DR,MODESTO,CALIFORNIA,95356,-121.0275493,37.69785816,0,0,0,,FELONY
MP20009783,"Apr 6, 2020, 10:10:03 PM","Apr 6, 2020, 10:10:03 PM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,3900 PELANDALE AVE,MODESTO,CALIFORNIA,95356,-121.0674409,37.69951718,0,0,0,,FELONY
MP20009790,"Apr 7, 2020, 12:30:19 AM","Apr 7, 2020, 12:30:19 AM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: MISD 04 Aggravated Assault 1230,416 6TH ST,MODESTO,CALIFORNIA,95354,-120.9974007,37.63247537,1,0,0,,MISDEMEANOR
MP20009499,"Apr 3, 2020, 7:03:52 AM","Apr 2, 2020, 12:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1209 DAVID CT,MODESTO,CALIFORNIA,95350,-120.9773931,37.67005161,0,0,0,,FELONY
MP20009631,"Apr 4, 2020, 5:23:00 PM","Mar 31, 2020, 12:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,"OAKDALE RD, MO / SYLVAN AVE, MO ( 33/F4 )",,,,-120.9579647,37.68897429,1,0,0,,FELONY
MP20009667,"Apr 5, 2020, 6:40:00 AM","Apr 4, 2020, 11:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,622 JOSILANE,MO,,95351,-121.0156055,37.62163812,0,0,0,,FELONY
MP20009668,"Apr 5, 2020, 6:50:28 AM","Apr 4, 2020, 8:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,402 COLLEGE AVE,MODESTO,CALIFORNIA,95350,-121.0071082,37.64959969,0,0,0,,FELONY
MP20009681,"Apr 5, 2020, 11:14:07 AM","Apr 3, 2020, 5:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2809 YOSEMITE BLVD,MODESTO,CALIFORNIA,95354,-120.9408145,37.63895538,0,0,0,,FELONY
MP20009691,"Apr 5, 2020, 1:38:00 PM","Apr 4, 2020, 10:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2417 HADDON AVE,MO,,95354,-120.9516778,37.64199033,0,0,0,,FELONY
MP20009742,"Apr 6, 2020, 11:33:56 AM","Apr 5, 2020, 10:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2417 NICKERSON DR,MODESTO,CALIFORNIA,95358,-120.9857279,37.59579047,0,0,0,,FELONY
MP20009766,"Apr 6, 2020, 3:07:46 PM","Apr 6, 2020, 11:30:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1513 STACI LN,MO,,95355,-120.9372893,37.66567393,0,0,0,,FELONY
MP20009787,"Apr 6, 2020, 11:30:00 PM","Apr 6, 2020, 10:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2313 HADDON AVE,MO,,95354,-120.9541434,37.64187633,0,0,0,,FELONY
MP20009571,"Apr 3, 2020, 11:25:00 PM","Apr 3, 2020, 11:25:00 PM",273 A(A) PC,273 A(A) PC WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH: FELONY 04 Aggravated Assault 1475,"SPRINGCREEK DR, MO / SCENIC DR, MO ( 43/D2 )",,,,-120.9275432,37.6575468,1,0,0,,FELONY
MP20009782,"Apr 6, 2020, 8:05:11 PM","Apr 6, 2020, 8:05:11 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,441 YOSEMITE AVE,MO,,95351,-121.0080881,37.62452117,1,0,0,,FELONY
MP20800875,"Apr 3, 2020, 4:01:00 PM","Mar 31, 2020, 3:35:00 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,117 S S WASHINGTON ST,MODESTO,CALIFORNIA,95351,-121.0074547,37.63840681,0,0,0,,MISDEMEANOR
MP20009778,"Apr 6, 2020, 7:46:01 PM","Apr 6, 2020, 7:46:01 PM",243 (D) PC,243 (D) PC BATTERY W/SERIOUS BODILY INJURY: FELONY 04 Aggravated Assault 1192,1313 CLEVENGER DR,MODESTO,CALIFORNIA,95356,-121.0135507,37.69538912,0,0,0,,
