YrSt_ID,population,population_unemp,aggravated_assault,Unemp_Yr_Avg
2016 - ID,1680026,63841.0,2895,3.8
2016 - IL,12835726,744472.0,32161,5.8
2016 - IN,6634007,291896.0,16345,4.4
2016 - KS,2907731,119217.0,8158,4.1
2016 - KY,4436113,226242.0,5068,5.1
2016 - LA,4686157,285856.0,18528,6.1
2016 - MA,6823721,266125.0,18334,3.9
2016 - MD,6024752,271114.0,15841,4.5
2016 - ME,1330232,50549.0,948,3.8
2016 - MI,9933445,496672.0,30779,5.0
2016 - MN,5525050,215477.0,7185,3.9
2016 - MO,6091176,280194.0,22049,4.6
2016 - MS,2985415,173154.0,4459,5.8
2016 - MT,1038656,43624.0,2983,4.2
2016 - NC,10156689,517991.0,24906,5.1
2016 - ND,755548,23422.0,1352,3.1
2016 - NE,1907603,59136.0,3558,3.1
2016 - NH,1335015,38715.0,1609,2.9
2016 - NJ,8978416,448921.0,11089,5.0
2016 - NM,2085432,137639.0,10182,6.6
2016 - NV,2939254,167537.0,11629,5.7
2016 - NY,19836286,971978.0,45095,4.9
2016 - OH,11622554,581128.0,16748,5.0
2016 - OK,3921207,188218.0,12334,4.8
2016 - OR,4085989,196127.0,6776,4.8
2016 - PA,12787085,690503.0,22942,5.4
2016 - RI,1057566,54993.0,1514,5.2
2016 - SC,4959822,247991.0,18217,5.0
2016 - SD,861542,25846.0,2808,3.0
2016 - TN,6649404,312522.0,31332,4.7
2016 - TX,27904862,1283624.0,72842,4.6
2016 - UT,3044321,106551.0,4244,3.5
2016 - VA,8414380,344990.0,10357,4.1
2016 - VT,623354,19947.0,589,3.2
2016 - WA,7280934,385890.0,13124,5.3
2016 - WI,5772917,230917.0,10772,4.0
2016 - WV,1828637,111547.0,5144,6.1
2016 - WY,584910,31000.0,1146,5.3
2017 - AK,739786,51045.0,4250,6.9
2017 - AL,4875120,214505.0,18816,4.4
2017 - AR,3002997,111111.0,12609,3.7
2017 - AZ,7048876,345395.0,24163,4.9
2017 - CA,39399349,1891169.0,105418,4.8
2017 - CO,5615902,157245.0,12790,2.8
2017 - CT,3573880,167972.0,4422,4.7
2017 - DC,695691,42437.0,3791,6.1
2017 - DE,957078,43069.0,2893,4.5
2017 - FL,20976812,881026.0,58016,4.2
2017 - GA,10413055,489414.0,23947,4.7
2017 - HI,1424203,34181.0,1894,2.4
2017 - IA,3143637,97453.0,6366,3.1
2017 - ID,1718904,55005.0,3092,3.2
2017 - IL,12786196,626524.0,31639,4.9
2017 - IN,6660082,239763.0,16247,3.6
2017 - KS,2910689,104785.0,8383,3.6
2017 - KY,4453874,218240.0,5243,4.9
2017 - LA,4670818,238212.0,18175,5.1
2017 - MA,6863246,253940.0,17073,3.7
2017 - MD,6024891,253045.0,16862,4.2
2017 - ME,1335063,45392.0,868,3.4
2017 - MI,9976447,458917.0,30696,4.6
2017 - MN,5568155,189317.0,7199,3.4
2017 - MO,6108612,226019.0,22752,3.7
2017 - MS,2989663,152473.0,4321,5.1
2017 - MT,1053090,42124.0,3023,4.0
2017 - NC,10270800,462186.0,25593,4.5
2017 - ND,755176,20390.0,1534,2.7
2017 - NE,1917575,55610.0,3726,2.9
2017 - NH,1349767,36444.0,1569,2.7
2017 - NJ,8888543,408873.0,10880,4.6
2017 - NM,2093395,123510.0,11180,5.9
2017 - NV,2972405,148620.0,9660,5.0
2017 - NY,19590719,920764.0,43777,4.7
2017 - OH,11664129,583206.0,16823,5.0
2017 - OK,3932640,165171.0,12519,4.2
2017 - OR,4146592,170010.0,7058,4.1
2017 - PA,12790447,626732.0,23295,4.9
2017 - RI,1056486,46485.0,1525,4.4
2017 - SC,5021219,215912.0,18572,4.3
2017 - SD,873286,27945.0,2887,3.2
2017 - TN,6708794,254934.0,32507,3.8
2017 - TX,28322717,1217877.0,75923,4.3
2017 - UT,3103118,102403.0,4185,3.3
2017 - VA,8465207,313213.0,9984,3.7
2017 - VT,624525,18111.0,711,2.9
2017 - WA,7425432,348995.0,13571,4.7
2017 - WI,5792051,191138.0,11899,3.3
2017 - WV,1817048,94486.0,5000,5.2
2017 - WY,578934,24315.0,993,4.2
2018 - AK,737438,47933.0,4391,6.5
2018 - AL,4887871,190627.0,18944,3.9
2018 - AR,3013825,111512.0,12378,3.7
2018 - AZ,7171646,337067.0,23528,4.7
2018 - CA,39557045,1661396.0,105412,4.2
2018 - CO,5695564,182258.0,14547,3.2
2018 - CT,3572665,150052.0,4294,4.2
2018 - DC,702455,40040.0,3971,5.7
2018 - DE,967171,36752.0,2845,3.8
2018 - FL,21299325,766776.0,55551,3.6
2018 - GA,10519475,420779.0,22783,4.0
2018 - HI,1420491,35512.0,1925,2.5
2018 - IA,3156145,82060.0,5931,2.6
2018 - ID,1754208,50872.0,2957,2.9
2018 - IL,12741080,547866.0,30539,4.3
2018 - IN,6691878,234216.0,16834,3.5
2018 - KS,2911505,96080.0,9559,3.3
2018 - KY,4468402,196610.0,5059,4.4
2018 - LA,4659978,228339.0,17866,4.9
2018 - MA,6902149,234673.0,16648,3.4
2018 - MD,6042718,235666.0,16135,3.9
2018 - ME,1338404,44167.0,803,3.3
2018 - MI,9995915,419828.0,31021,4.2
2018 - MN,5611179,162724.0,6857,2.9
2018 - MO,6126452,196046.0,22042,3.2
2018 - MS,2986530,143353.0,4696,4.8
2018 - MT,1062305,38243.0,3120,3.6
2018 - NC,10383620,415345.0,27526,4.0
2018 - ND,760077,19762.0,1560,2.6
2018 - NE,1929268,55949.0,3461,2.9
2018 - NH,1356458,35268.0,1435,2.6
2018 - NJ,8908520,365249.0,10463,4.1
2018 - NM,2095428,102676.0,13598,4.9
2018 - NV,3034392,133513.0,10027,4.4
2018 - NY,19542209,820773.0,43171,4.2
2018 - OH,11689442,526025.0,17674,4.5
2018 - OK,3943079,134065.0,13084,3.4
2018 - OR,4190713,171819.0,7360,4.1
2018 - PA,12807060,537897.0,24077,4.2
2018 - RI,1057315,42293.0,1366,4.0
2018 - SC,5084127,177944.0,18446,3.5
2018 - SD,882235,27349.0,2682,3.1
2018 - TN,6770010,236950.0,31717,3.5
2018 - TX,28701845,1090670.0,73656,3.8
2018 - UT,3161105,97994.0,4319,3.1
2018 - VA,8517685,255531.0,10113,3.0
2018 - VT,626299,15657.0,710,2.5
2018 - WA,7535591,339102.0,14251,4.5
2018 - WI,5813568,174407.0,11263,3.0
2018 - WV,1805832,93903.0,3945,5.2
2018 - WY,577737,22532.0,870,3.9
